Cat,SubCat,Comments,Sign_Text,Arrow_Direction,Sign_ID,Street,Street_Address,X_Street,Corner,Distance_Along_Street,Distance_From_Curb,Sign_Code,Grade,Traffic_Direction,Structure,Situation,Condition,Speed,Date_,Confidence,TYPE_,Sign_Definition,X,Y
Regulatory Tabs,Regulatory Tabs Misc,,,,75114,,,,,,,WB-12T,Diamond,SB,Standard Post,Side,Damaged,0,20030718,,Tabs,"""NEW"" tab",-122.915997999965,49.2112620003574
Regulatory Tabs,Regulatory Tabs Misc,100m,,,75204,,,,,,,WA-30S,Engineering,EB,Wooden Post,Side,Good,0,20030723,,Tabs,Distance Advisory tab (X m),-122.927040999327,49.2191699997473
Regulatory Tabs,Regulatory Tabs Misc,too high to label,,,75238,,,,,,,WB-12T,Diamond,NB,Standard Post,Side,Good,0,20030723,,Tabs,"""NEW"" tab",-122.936314999856,49.2123299999816
Regulatory Tabs,3 and 4 Way Tab,,,,76010,,,,,,,T-4Way,Engineering,WB,Metal Post,Median,Good,0,20020626,High,Tabs,4 Way,-122.914142500169,49.2064150599607
Regulatory Tabs,3 and 4 Way Tab,,,,76078,QUEENS AVE,,SECOND ST,NE,,40,T-4Way,Engineering,NB,Metal Post,Side,Good,,20070725,,Tabs,4 Way,-122.906396700225,49.2106120396178
Regulatory Tabs,3 and 4 Way Tab,,,,76081,SECOND ST,,FOURTH AVE,SE,3m,40cm,T-4Way,Engineering,NB,Metal Post,,Good,,20070725,,Tabs,4 Way,-122.910234299928,49.2135864400409
Regulatory Tabs,3 and 4 Way Tab,,,,76082,SECOND ST,,FOURTH AVE,NE,3m,40cm,T-4Way,Engineering,WB,Metal Post,Side,Good,,20070725,,Tabs,4 Way,-122.910323121694,49.2137335270461
Regulatory Tabs,3 and 4 Way Tab,,,,76085,SECOND ST,,QUEENS AVE,SE,3m,40cm,T-4Way,Engineering,SB,Standard Post,Side,Good,,20070725,,Tabs,4 Way,-122.906277422435,49.2104771817824
Regulatory Tabs,3 and 4 Way Tab,,,,76088,SECOND ST,402,,,,40cm,T-4Way,Engineering,SB,Metal Post,Side,Good,,20070725,,Tabs,4 Way,-122.910605500502,49.2136050297175
Regulatory Tabs,3 and 4 Way Tab,,,,76089,FOURTH AVE,,SECOND ST,SE,3m,40cm,T-4Way,Engineering,EB,Metal Post,Side,Good,,20070725,,Tabs,4 Way,-122.910446667144,49.2134401607631
Regulatory Tabs,3 and 4 Way Tab,,,,76091,SECOND ST,,QUEENS AVE,NW,3m,60cm,T-4Way,Engineering,SB,Metal Post,,Good,,20070725,,Tabs,4 Way,-122.906719600335,49.2105063498267
Regulatory Tabs,3 and 4 Way Tab,,,,76093,QUEENS AVE,,SECOND ST,SW,3m,40cm,T-4Way,Engineering,EB,Metal Post,Side,Good,,20070725,,Tabs,4 Way,-122.906626300018,49.2103555403905
Regulatory Tabs,3 and 4 Way Tab,,,,81093,,,,,,,T-4Way,Engineering,SB,Metal Post,Side,Good,0,20020527,High,Tabs,4 Way,-122.92526800012,49.2082503604086
Regulatory Tabs,3 and 4 Way Tab,,,,81160,,,,,,,T-4Way,Engineering,NB,Pillar,Side,Good,0,20020724,Medium,Tabs,4 Way,-122.907002199338,49.2027493900359
Regulatory Tabs,3 and 4 Way Tab,,,,81162,,,,,,,T-4Way,Engineering,EB,Pillar,Side,Good,0,20020724,Medium,Tabs,4 Way,-122.90714879935,49.2026100601268
Regulatory Tabs,3 and 4 Way Tab,,,,81220,,,,,,,T-4Way,Engineering,NB,Metal Post,Side,Good,0,20020606,High,Tabs,4 Way,-122.911356700149,49.2201174499173
Regulatory Tabs,3 and 4 Way Tab,,,,81226,,,,,,,T-3Way,Engineering,NB,Metal Post,Side,Good,0,20020611,High,Tabs,3 Way,-122.902648300262,49.2236434899666
Regulatory Tabs,3 and 4 Way Tab,,,,81227,,,,,,,T-3Way,Engineering,WB,Metal Post,Side,Good,0,20020611,High,Tabs,3 Way,-122.902521599741,49.2238796996037
Regulatory Tabs,3 and 4 Way Tab,,,,81228,,,,,,,T-3Way,Engineering,SB,Metal Post,Side,Good,0,20020611,High,Tabs,3 Way,-122.902748599398,49.2238931301693
Regulatory Tabs,3 and 4 Way Tab,,,,81236,,,,,,,T-3Way,Engineering,WB,Metal Post,Side,Good,0,20020611,High,Tabs,3 Way,-122.898509900215,49.226627620325
Regulatory Tabs,3 and 4 Way Tab,,,,82013,,,,,,,T-4Way,Engineering,WB,Metal Post,Median,Good,0,20020626,High,Tabs,4 Way,-122.919189300581,49.203666539694
Regulatory Tabs,3 and 4 Way Tab,,,,82107,,,,,,,T-4Way,Engineering,WB,Metal Post,Side,Good,0,20020724,Medium,Tabs,4 Way,-122.907257499348,49.2028971497219
Regulatory Tabs,3 and 4 Way Tab,,,,82178,,,,,,,T-4Way,Engineering,NB,Metal Post,Side,Good,0,20020527,High,Tabs,4 Way,-122.92501089936,49.208196539565
Regulatory Tabs,3 and 4 Way Tab,,,,82748,THIRD AVE,1002,,,,46,T-4Way,Diamond,EB,Metal Post,Side,Good,,20070319,,Tabs,4 Way,-122.921308900955,49.2050274733288
Regulatory Tabs,3 and 4 Way Tab,,,,83004,,,,,,,T-3Way,Engineering,WB,Wooden Post,Side,Good,0,20020516,High,Tabs,3 Way,-122.944274399768,49.1839613602918
Regulatory Tabs,3 and 4 Way Tab,,,,83152,,,,,,,T-4Way,Engineering,SB,Metal Post,Side,Good,0,20020612,High,Tabs,4 Way,-122.891614300593,49.2297631897284
Regulatory Tabs,3 and 4 Way Tab,,,,83171,,,,,,,T-4Way,Engineering,EB,Metal Post,Side,Good,0,20020607,High,Tabs,4 Way,-122.918158399673,49.2092868204302
Regulatory Tabs,3 and 4 Way Tab,,,,83472,CARNARVON ST,,MCINNES ST,,,,T-3Way,Engineering,EB,Metal Post,,Good,,20131002,,Tabs,3 Way,-122.914882416211,49.2008543925967
Regulatory Tabs,3 and 4 Way Tab,,,,83474,CARNARVON ST,,MCINNES ST,,,,T-3Way,Engineering,WB,Metal Post,,Good,,20131002,,Tabs,3 Way,-122.914721076645,49.2009530447162
Regulatory Tabs,3 and 4 Way Tab,,,,83486,JARDINE ST,,EWEN AVE,,,,T-4Way,Engineering,NB,Metal Post,,Good,,20131007,,Tabs,4 Way,-122.948951656076,49.1851124443564
Regulatory Tabs,3 and 4 Way Tab,,,,83487,EWEN AVE,,JARDINE ST,,,,T-4Way,Engineering,WB,Lamp Standard,,Good,,20130710,,Tabs,4 Way,-122.949285774065,49.1850340506548
Regulatory Tabs,3 and 4 Way Tab,,,,83488,JARDINE ST,,EWEN AVE,,,,T-4Way,Engineering,SB,,,Good,,20130710,,Tabs,4 Way,-122.949507003323,49.1852816693022
Regulatory Tabs,3 and 4 Way Tab,,,,83490,EWEN AVE,,JARDINE ST,,,,T-4Way,Engineering,WB,,,Good,,20130710,,Tabs,4 Way,-122.949114756579,49.1853933585332
