Cat,SubCat,Comments,Sign_Text,Arrow_Direction,Sign_ID,Street,Street_Address,X_Street,Corner,Distance_Along_Street,Distance_From_Curb,Sign_Code,Grade,Traffic_Direction,Structure,Situation,Condition,Speed,Date_,Confidence,TYPE_,Sign_Definition,X,Y
Warning Signs,Object Marker,,,,75172,,,,,,,WA-36R,Engineering,SB,Standard Post,Side,Good,0,20030721,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.918755999954,49.2201789999338
Warning Signs,Object Marker,,,,75173,,,,,,,WA-36R,Engineering,NB,Standard Post,Side,Good,0,20030721,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.919702000221,49.2210229996686
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75174,,,,,,,WA-50,Engineering,NB,Standard Post,Side,Good,0,20030721,,Warning,Neighbourhood Speed Hump Sign,-122.919703000601,49.2210260002871
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75175,,,,,,,WA-50,Engineering,SB,Standard Post,Side,Good,0,20030721,,Warning,Neighbourhood Speed Hump Sign,-122.919794000653,49.2209939998618
Warning Signs,Object Marker,,,,75176,,,,,,,WA-36R,Engineering,SB,Standard Post,Side,Good,0,20030721,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.919793000416,49.2209959997157
Warning Signs,Warning Signs Misc,,,,75177,,,,,,,WA-08,Engineering,NB,Standard Post,Side,Graffitii,0,20030721,,Warning,Checkerboard sign,-122.919281999916,49.223304000041
Warning Signs,Object Marker,why is this here? on cement barrier [label on front],,,75178,,,,,,,WA-36R,Engineering,NB,Standard Post,,Graffitii,0,20030721,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.919299999726,49.2233010001018
Warning Signs,No Exit,too high to see old barcode or put on new one,,,75179,,,,,,,WA-NW-02,Engineering,NB,Standard Post,Side,Good,0,20030721,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.918412999654,49.2227369997657
Warning Signs,No Exit,,,,75180,,,,,,,WA-NW-02,Engineering,NB,Standard Post,Side,Good,0,20030721,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.916710000323,49.2236829996562
Warning Signs,No Exit,too high to label,,,75181,,,,,,,WA-NW-02,Engineering,EB,Standard Post,Side,Good,0,20030721,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.916012000642,49.2230480004436
Warning Signs,No Exit,too high to label,,,75182,,,,,,,WA-NW-02,Engineering,EB,Standard Post,Side,Dirty,0,20030721,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.915373000084,49.2225569995716
Warning Signs,Warning Signs Misc,,,,75184,,,,,,,WA-23R,Engineering,WB,Standard Post,Side,Good,0,20030721,,Warning,Road Narrows Sign (narrows only right side),-122.9138479995,49.2215279998453
Warning Signs,Speed Bump,,,,75187,,,,,,,WA-220,Engineering,SB,Standard Post,Side,Good,0,20030721,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.912984000457,49.2206310003887
Warning Signs,Speed Bump,,,,75188,,,,,,,WA-220,Engineering,NB,Standard Post,Side,Good,0,20030721,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.912890999734,49.2207350001992
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75189,,,,,,,WA-50,Engineering,WB,Standard Post,Side,Good,0,20030721,,Warning,Neighbourhood Speed Hump Sign,-122.916785000094,49.2173420000441
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75190,,,,,,,WA-50,Engineering,EB,Standard Post,Side,Good,0,20030721,,Warning,Neighbourhood Speed Hump Sign,-122.916740000685,49.2172580002998
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75191,,,,,,,WA-50,Engineering,EB,Standard Post,Side,Good,0,20030721,,Warning,Neighbourhood Speed Hump Sign,-122.917502999843,49.2168410004324
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75192,,,,,,,WA-50,Engineering,WB,Standard Post,Side,Good,0,20030721,,Warning,Neighbourhood Speed Hump Sign,-122.917531999786,49.2169399997841
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75193,,,,,,,WA-50,Engineering,WB,Standard Post,Side,Good,0,20030721,,Warning,Neighbourhood Speed Hump Sign,-122.918628000005,49.2163530003702
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75194,,,,,,,WA-50,Engineering,EB,Standard Post,Side,Good,0,20030721,,Warning,Neighbourhood Speed Hump Sign,-122.918591999548,49.2162529996735
Warning Signs,No Exit,too high to label; old barcode number hard to read [may have incorrect digits],,,75195,,,,,,,WA-NW-02,Engineering,SB,Standard Post,Side,Good,0,20030721,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.90912399952,49.2116220000548
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75196,,,,,,,WA-50,Engineering,NB,Standard Post,Side,Good,0,20030723,,Warning,Neighbourhood Speed Hump Sign,-122.923233000002,49.2172540000571
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75197,,,,,,,WA-50,Engineering,SB,Standard Post,Side,Good,0,20030723,,Warning,Neighbourhood Speed Hump Sign,-122.923382999463,49.2172109996737
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75198,,,,,,,WA-50,Engineering,SB,Standard Post,Side,Good,0,20030723,,Warning,Neighbourhood Speed Hump Sign,-122.924435999707,49.2180449995609
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75199,,,,,,,WA-50,Engineering,NB,Standard Post,Side,Good,0,20030723,,Warning,Neighbourhood Speed Hump Sign,-122.924267999957,49.2180889996754
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75200,,,,,,,WA-50,Engineering,NB,Standard Post,Side,Good,0,20030723,,Warning,Neighbourhood Speed Hump Sign,-122.92566100045,49.2191880000699
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75201,,,,,,,WA-50,Engineering,SB,Standard Post,Side,Good,0,20030723,,Warning,Neighbourhood Speed Hump Sign,-122.925834999966,49.2191520003878
Warning Signs,Warning Signs Misc,,,,75202,,,,,,,WA-33R,Engineering,EB,Standard Post,Side,Good,0,20030723,,Warning,Lane Ends Sign (lane on right ends),-122.926017000485,49.2197299995807
Warning Signs,Warning Signs Misc,too high to label,,,75203,,,,,,,WA-33R,Engineering,EB,Wooden Post,Side,Good,0,20030723,,Warning,Lane Ends Sign (lane on right ends),-122.927040999327,49.2191699997473
Warning Signs,Warning Signs Misc,100m,,,75204,,,,,,,WA-30S,Engineering,EB,Wooden Post,Side,Good,0,20030723,,Tabs,Distance Advisory tab (X m),-122.927040999327,49.2191699997473
Warning Signs,No Exit,too high to label,,,75205,,,,,,,WA-NW-02,Engineering,SB,Wooden Post,Side,Good,0,20030723,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.927058999334,49.219131000409
Warning Signs,No Exit,too high to label,,,75206,,,,,,,WA-NW-02,Engineering,EB,Standard Post,Side,Good,0,20030723,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.92308300003,49.2188439997438
Warning Signs,Speed Bump,,,,75207,,,,,,,WA-221,Engineering,EB,Standard Post,Side,Graffitii,0,20030723,,Warning,"""SPEED BUMPS SLOW"" sign (with bumps and ahead arrow)",-122.92308699974,49.2188390001346
Warning Signs,Warning Signs Misc,,,,75208,,,,,,,WA-08,Engineering,EB,Wooden Post,Side,Good,0,20030723,,Warning,Checkerboard sign,-122.921912999536,49.219544999974
Warning Signs,Speed Bump,,,,75231,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.935475000165,49.2134239998933
Warning Signs,Speed Bump,,,,75232,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.935538600339,49.2134961397932
Warning Signs,Speed Bump,,,,75233,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Good,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.936505000133,49.2129739996216
Warning Signs,Speed Bump,loose; missing  bottom  bolt,,,75234,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Other,0,20030723,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.936463000412,49.2128919998068
Warning Signs,Warning Signs Misc,too high to label,,,75237,,,,,,,WA-23R,Diamond,NB,Standard Post,Side,Good,0,20030723,,Warning,Road Narrows Sign (narrows only right side),-122.936317000287,49.2123289999093
Warning Signs,Warning Signs Misc,too high to label,,,75238,,,,,,,WB-12T,Diamond,NB,Standard Post,Side,Good,0,20030723,,Tabs,"""NEW"" tab",-122.936314999856,49.2123299999816
Warning Signs,Object Marker,cracked and broken at bottom,,,75239,,,,,,,WA-36R,Diamond,NB,Standard Post,Side,Damaged,0,20030723,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.936761000063,49.2126520000491
Warning Signs,Object Marker,tall skinny sign,,,75240,,,,,,,WA-36R,Diamond,SB,Standard Post,Side,Good,0,20030723,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.937045000074,49.2127450000096
Warning Signs,Object Marker,Tenth St & Nanaimo,,,75247,,,,,,,WA-36R,Engineering,NB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.927472000428,49.2101710004051
Warning Signs,Neighbourhood Speed Hump,Tenth St & Nanaimo,,,75248,,,,,,,WA-50,Engineering,NB,Standard Post,Side,Good,0,20030724,,Warning,Neighbourhood Speed Hump Sign,-122.927474000681,49.2101730004141
Warning Signs,Neighbourhood Speed Hump,Tenth St & Nanaimo,,,75249,,,,,,,WA-50,Engineering,SB,Standard Post,Side,Good,0,20030724,,Warning,Neighbourhood Speed Hump Sign,-122.927566000414,49.2101209997102
Warning Signs,Object Marker,,,,75250,,,,,,,WA-36R,Engineering,SB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.927771000011,49.2102830000944
Warning Signs,Object Marker,A-634 Tenth St,,,75251,,,,,,,WA-36R,Engineering,NB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.928352000184,49.210867999874
Warning Signs,Neighbourhood Speed Hump,Tenth St & Seventh Ave,,,75252,,,,,,,WA-50,Engineering,NB,Standard Post,Side,Good,0,20030724,,Warning,Neighbourhood Speed Hump Sign,-122.928386999843,49.2108989995487
Warning Signs,Neighbourhood Speed Hump,,,,75253,,,,,,,WA-50,Engineering,SB,Standard Post,Side,Good,0,20030724,,Warning,Neighbourhood Speed Hump Sign,-122.928657000604,49.2109989999232
Warning Signs,Object Marker,Tenth St & Seventh Ave,,,75254,,,,,,,WA-36R,Engineering,SB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.928758999459,49.2110660004059
Warning Signs,Object Marker,,,,75255,,,,,,,WA-36L,Engineering,EB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.928708999961,49.2108780004398
Warning Signs,Object Marker,,,,75256,,,,,,,WA-36R,Engineering,WB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.929583000504,49.2104180003241
Warning Signs,Object Marker,,,,75257,,,,,,,WA-36R,Engineering,WB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.92978299972,49.2103150000941
Warning Signs,Object Marker,,,,75258,,,,,,,WA-36R,Engineering,WB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.930126000254,49.2101179998919
Warning Signs,Object Marker,,,,75259,,,,,,,WA-36R,Engineering,WB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.930528999591,49.2099260001654
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75260,,,,,,,WA-50,Engineering,WB,Standard Post,Side,Good,0,20030724,,Warning,Neighbourhood Speed Hump Sign,-122.930525999702,49.2099239996079
Warning Signs,Object Marker,,,,75261,,,,,,,WA-36R,Engineering,EB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.930492999568,49.2098540000064
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75262,,,,,,,WA-50,Engineering,EB,Standard Post,Side,Good,0,20030724,,Warning,Neighbourhood Speed Hump Sign,-122.930494000464,49.2098539997091
Warning Signs,Object Marker,,,,75263,,,,,,,WA-36R,Engineering,EB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.931191000319,49.2094829997359
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75264,,,,,,,WA-50,Engineering,EB,Standard Post,Side,Good,0,20030724,,Warning,Neighbourhood Speed Hump Sign,-122.931189999401,49.209484999692
Warning Signs,Object Marker,,,,75265,,,,,,,WA-36R,Engineering,WB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.931215999506,49.2095569999805
Warning Signs,Neighbourhood Speed Hump,too high to label,,,75266,,,,,,,WA-50,Engineering,WB,Standard Post,Side,Good,0,20030724,,Warning,Neighbourhood Speed Hump Sign,-122.931214000485,49.209556000313
Warning Signs,Object Marker,,,,75267,,,,,,,WA-36R,Engineering,NB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.932080000418,49.2089210000572
Warning Signs,Object Marker,,,,75268,,,,,,,WA-36R,Engineering,SB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.932353000391,49.2090090001705
Warning Signs,Neighbourhood Speed Hump,Tenth St & Hamilton,,,75271,,,,,,,WA-50,Engineering,SB,Standard Post,Side,Good,0,20030724,,Warning,Neighbourhood Speed Hump Sign,-122.929621999438,49.2117630002886
Warning Signs,Object Marker,,,,75272,,,,,,,WA-36R,Engineering,SB,Wooden Post,Side,Graffitii,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.929696000487,49.2118120003966
Warning Signs,Object Marker,Tenth St & Hamilton,,,75273,,,,,,,WA-36R,Engineering,NB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.929505999891,49.2117829998352
Warning Signs,Neighbourhood Speed Hump,Tenth St & Hamilton,,,75274,,,,,,,WA-50,Engineering,NB,Standard Post,Side,Good,0,20030724,,Warning,Neighbourhood Speed Hump Sign,-122.929502000465,49.2117789998893
Warning Signs,Object Marker,faces halfway between northbound and westbound,,,75275,,,,,,,WA-36L,Engineering,NB,Wooden Post,Median,Misaligned,0,20030724,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.935590999536,49.2096469997962
Warning Signs,Object Marker,,,,75276,,,,,,,WA-36,Engineering,EB,Wooden Post,Median,Good,0,20030724,,Warning,Object Marker (pass on either side),-122.935656999473,49.2096119999292
Warning Signs,Object Marker,,,,75277,,,,,,,WA-36L,Engineering,NB,Standard Post,Median,Graffitii,0,20030724,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.935535999348,49.2095450003161
Warning Signs,Object Marker,,,,75278,,,,,,,WA-36R,Engineering,SB,Standard Post,Side,Good,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.935882999461,49.2097719997699
Warning Signs,Warning Signs Misc,,,,75280,,,,,,,WA-23,Engineering,SB,Standard Post,Side,Good,0,20030724,,Warning,Road Narrows Sign (narrows both sides),-122.936608999958,49.2102580003323
Warning Signs,No Exit,too high to label,,,75281,,,,,,,WA-NW-02,Engineering,WB,Standard Post,Side,Good,0,20030724,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.937202000012,49.2107549999544
Warning Signs,Warning Signs Misc,too high to label,,,75282,,,,,,,WA-08,Engineering,EB,Standard Post,Median,Good,0,20030724,,Warning,Checkerboard sign,-122.937868000171,49.2103500000775
Warning Signs,Warning Signs Misc,,,,75283,,,,,,,WA-08,Engineering,WB,Standard Post,Median,Good,0,20030724,,Warning,Checkerboard sign,-122.937867000518,49.2103490001633
Warning Signs,Object Marker,,,,75284,,,,,,,WA-36L,Engineering,EB,Standard Post,Median,Graffitii,0,20030724,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.937711999622,49.2110860004162
Warning Signs,Warning Signs Misc,,,,75285,,,,,,,WA-08,Engineering,EB,Standard Post,Median,Good,0,20030724,,Warning,Checkerboard sign,-122.937707999941,49.2110849997825
Warning Signs,Object Marker,,,,75286,,,,,,,WA-36L,Engineering,WB,Standard Post,Median,Graffitii,0,20030724,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.937698999637,49.2111300001466
Warning Signs,Warning Signs Misc,,,,75287,,,,,,,WA-02R,Engineering,NB,Standard Post,Side,Graffitii,0,20030724,,Warning,Mid right turn (90 degree curve arrow),-122.937747999966,49.211403000225
Warning Signs,Warning Signs Misc,,,,75289,,,,,,,WA-08L,Engineering,WB,Standard Post,Median,Good,0,20030724,,Warning,Checkerboard sign with left arrow,-122.938460000221,49.2118439996392
Warning Signs,Warning Signs Misc,,,,75290,,,,,,,WA-08L,Engineering,EB,Standard Post,Median,Good,0,20030724,,Warning,Checkerboard sign with left arrow,-122.938451999596,49.211843999874
Warning Signs,Warning Signs Misc,,,,75291,,,,,,,WA-08R,Engineering,NB,Standard Post,Median,Good,0,20030724,,Warning,Checkerboard sign with right arrow,-122.93845099954,49.2118819999245
Warning Signs,Warning Signs Misc,,,,75292,,,,,,,WA-08R,Engineering,SB,Standard Post,Median,Graffitii,0,20030724,,Warning,Checkerboard sign with right arrow,-122.938453000567,49.2118860002947
Warning Signs,Warning Signs Misc,,,,75293,,,,,,,WA-02L,Engineering,WB,Standard Post,Side,Good,0,20030724,,Warning,Mid left turn (90 degree curve arrow),-122.937778000397,49.2122879995627
Warning Signs,Speed Bump,,,,75294,,,,,,,WA-221,Engineering,NB,Standard Post,Side,Good,0,20030724,,Warning,"""SPEED BUMPS SLOW"" sign (with bumps and ahead arrow)",-122.937388999671,49.2125280003429
Warning Signs,Speed Bump,too high [and in rosebush] to label,,,75295,,,,,,,WA-221,Engineering,SB,Standard Post,Side,Good,0,20030724,,Warning,"""SPEED BUMPS SLOW"" sign (with bumps and ahead arrow)",-122.938169999972,49.2131480000038
Warning Signs,Warning Signs Misc,,,,75296,,,,,,,WA-02R,Engineering,SB,Standard Post,Side,Good,0,20030724,,Warning,Mid right turn (90 degree curve arrow),-122.939137999596,49.2123090004258
Warning Signs,Speed Bump,,,,75297,,,,,,,WA-221,Engineering,EB,Standard Post,Side,Good,0,20030724,,Warning,"""SPEED BUMPS SLOW"" sign (with bumps and ahead arrow)",-122.938780999863,49.2122399996408
Warning Signs,Object Marker,top part broken off; replace,,,75298,,,,,,,WA-36R,Engineering,SB,Wooden Post,Side,Damaged,0,20030724,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.93770100004,49.2111530003743
Warning Signs,Warning Signs Misc,,,,75299,,,,,,,WA-02L,Engineering,EB,Standard Post,Side,Graffitii,0,20030724,,Warning,Mid left turn (90 degree curve arrow),-122.938904000007,49.2115620001522
Warning Signs,Object Marker,,,,75301,,,,,,,WA-36L,Engineering,NB,Standard Post,Median,Good,0,20030724,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.940824000199,49.2116609997797
Warning Signs,Object Marker,sign has been hit,,,75302,,,,,,,WA-36L,Engineering,SB,Standard Post,Median,Damaged,0,20030724,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.9408710003,49.2116849998831
Warning Signs,Object Marker,,,,75303,,,,,,,WA-36,Engineering,EB,Standard Post,Side,Graffitii,0,20030724,,Warning,Object Marker (pass on either side),-122.940937999632,49.2116999996174
Warning Signs,No Exit,too high to label,,,75304,,,,,,,WA-NW-02,Engineering,EB,Standard Post,Side,Good,0,20030724,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.938513000087,49.2099500000299
Warning Signs,Warning Signs Misc,,,,75305,,,,,,,WA-23R,Diamond,WB,Standard Post,Side,Good,0,20030725,,Warning,Road Narrows Sign (narrows only right side),-122.940111000045,49.2073540000185
Warning Signs,Warning Signs Misc,,,,75308,,,,,,,WA-23R,Diamond,EB,Standard Post,Side,Good,0,20030725,,Warning,Road Narrows Sign (narrows only right side),-122.941342000176,49.2065440001968
Warning Signs,Warning Signs Misc,,,,75309,,,,,,,WA-23R,Diamond,WB,Standard Post,Side,Good,0,20030725,,Warning,Road Narrows Sign (narrows only right side),-122.943200999734,49.2056800002692
Warning Signs,Object Marker,,,,75310,,,,,,,WA-36R,Engineering,WB,Standard Post,Side,Good,0,20030725,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.943975999567,49.2052429996254
Warning Signs,Object Marker,,,,75311,,,,,,,WA-36R,Engineering,EB,Standard Post,Side,Good,0,20030725,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.943905000654,49.2051880003116
Warning Signs,Warning Signs Misc,too high to label,,,75312,,,,,,,WA-23R,Diamond,EB,Standard Post,Side,Good,0,20030725,,Warning,Road Narrows Sign (narrows only right side),-122.944576000107,49.2047989997241
Warning Signs,No Exit,too high to label,,,75313,,,,,,,WA-NW-02,Engineering,EB,Standard Post,Side,Good,0,20030725,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.942678999438,49.2041829997715
Warning Signs,No Exit,too high to label; a bit scuffed but okay,,,75314,,,,,,,WA-NW-02,Engineering,SB,Standard Post,Side,Good,0,20030725,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.941768000669,49.2032119999835
Warning Signs,Warning Signs Misc,,,,75315,,,,,,,WA-NW-01,Engineering,WB,Standard Post,Side,Good,0,20030725,,Warning,"""NO THROUGH ROAD"" sign",-122.941438999428,49.2029310004074
Warning Signs,No Exit,,,,75316,,,,,,,WA-NW-02,Engineering,SB,Standard Post,Side,Dirty,0,20030725,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.941294999555,49.2028760002116
Warning Signs,No Exit,too high to label,,,75317,,,,,,,WA-NW-02,Engineering,SB,Wooden Post,Side,Good,0,20030725,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.941153999527,49.2029389999032
Warning Signs,Warning Signs Misc,,,,75318,,,,,,,WC-05,Engineering,WB,Lamp Standard,Side,Stickers,0,20030725,,Warning,Slippery When Wet sign (sliding car),-122.940926000626,49.2021259998464
Warning Signs,Object Marker,,,,75319,,,,,,,WA-36R,Engineering,EB,Standard Post,Median,Good,0,20030725,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.940861000132,49.2020170002092
Warning Signs,Object Marker,,,,75320,,,,,,,WA-36L,Engineering,EB,Lamp Standard,Median,Good,0,20030725,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.941508999405,49.2016420003378
Warning Signs,Warning Signs Misc,,,,75321,,,,,,,WB-04,Engineering,WB,Wooden Post,Side,Faded,0,20030725,,Warning,Signals Ahead (traffic light ahead),-122.939899000533,49.2026769997645
Warning Signs,Object Marker,tall skinny sign,,,75323,,,,,,,WA-36R,Diamond,EB,Standard Post,Side,Good,0,20030725,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.937107000214,49.2040490000074
Warning Signs,Warning Signs Misc,,,,75324,,,,,,,WA-NW-01,Engineering,SB,Standard Post,Side,Good,0,20030725,,Warning,"""NO THROUGH ROAD"" sign",-122.937007999753,49.2040200000898
Warning Signs,Warning Signs Misc,,,,75325,,,,,,,WA-NW-01,Engineering,SB,Standard Post,Side,Good,0,20030725,,Warning,"""NO THROUGH ROAD"" sign",-122.936881999671,49.2040800001041
Warning Signs,No Exit,,,,75326,,,,,,,WA-NW-02,Engineering,SB,Standard Post,Side,Good,0,20030725,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.936233000182,49.2035729996577
Warning Signs,Warning Signs Misc,,,,75327,,,,,,,WA-08,Engineering,SB,Standard Post,Side,Good,0,20030725,,Warning,Checkerboard sign,-122.936276000644,49.2034830002404
Warning Signs,Object Marker,"one old sticker only, fine to leave",,,75328,,,,,,,WA-36R,Engineering,EB,Standard Post,Side,Stickers,0,20030725,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.935547999577,49.2037119998035
Warning Signs,Warning Signs Misc,,,,75329,,,,,,,WA-08,Engineering,EB,Standard Post,Side,Good,0,20030725,,Warning,Checkerboard sign,-122.935222999377,49.2038899995585
Warning Signs,Speed Bump,,,,75330,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Dirty,0,20030725,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.93690900017,49.2037120001247
Warning Signs,Warning Signs Misc,should be WA-23R,,,75331,,,,,,,WA-33R,Diamond,WB,Standard Post,Side,Other,0,20030725,,Warning,Lane Ends Sign (lane on right ends),-122.936401999648,49.2045589999521
Warning Signs,No Exit,,,,75332,,,,,,,WA-NW-02,Engineering,EB,Standard Post,Side,Good,0,20030725,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.937327999518,49.2044909997226
Warning Signs,No Exit,,,,75333,,,,,,,WA-NW-02,Engineering,SB,Standard Post,Side,Damaged,0,20030725,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.937864000292,49.2046970000545
Warning Signs,No Exit,,,,75334,,,,,,,WA-NW-02,Engineering,SB,Standard Post,Side,Good,0,20030725,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.937743000393,49.2047540001613
Warning Signs,Speed Bump,,,,75335,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Good,0,20030725,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.949451999854,49.206001999596
Warning Signs,Speed Bump,,,,75336,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Good,0,20030725,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.949411000423,49.2059079997094
Warning Signs,Speed Bump,blocked by tree: trim,,,75337,,,,,,,WA-220,Engineering,EB,Standard Post,Side,Good,0,20030725,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.950493999347,49.2053149998799
Warning Signs,Speed Bump,,,,75338,,,,,,,WA-220,Engineering,WB,Standard Post,Side,Good,0,20030725,,Warning,"""SPEED BUMP"" sign (with single bump and arrow down-left)",-122.950515000562,49.2054049996132
Warning Signs,Warning Signs Misc,WA-NW-05 (BUSINESS ACCESS ONLY [square-cornered arrow to right]),,,75339,,,,,,,WA-NW-05,Engineering,SB,Standard Post,Side,Good,0,20030725,,Special New West Signs and Tabs,"""BUSINESS ACCESS ONLY"" (with square-corner arrow right) sign",-122.950944000677,49.2047899997292
Warning Signs,No Exit,,,,75340,,,,,,,WA-NW-02,Engineering,WB,Standard Post,Side,Good,0,20030725,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.950955999761,49.2047020002427
Warning Signs,No Exit,,,,75341,,,,,,,WA-NW-02,Engineering,WB,Standard Post,Side,Good,0,20030725,,Warning,"""NO EXIT"" sign (either diamond or square)",-122.950819999752,49.2046459997681
Warning Signs,Object Marker,"should face WB traffic, now faces NB",,,75342,,,,,,,WA-36R,Engineering,WB,Standard Post,Side,Misaligned,0,20030725,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.951205000517,49.2045109997272
Warning Signs,Object Marker,,,,75343,,,,,,,WA-36L,Engineering,EB,Standard Post,Side,Good,0,20030725,,Warning,Object Marker (obstruction on left: lines down-right to up-left),-122.951229999463,49.2045000000422
Warning Signs,Object Marker,,,,75345,,,,,,,WA-36R,Engineering,SB,Standard Post,Side,Good,0,20030725,,Warning,Object Marker (obstruction on right: lines down-left to up-right),-122.951679000223,49.2053539997634
