website,kml_name,email,address2,Address,city,prov,pcode,Name,Descriptn,id,category,company,phone,fax,social_networks,summary,catname,X,Y
http://www.newwestcity.ca/database/rte/files/340%20Tenth%20St.pdf,,,,340 Tenth Street,New Westminster,BC,V3M 2Y2,Furness Residence,"The Furness Residence is a one-storey, front-gabled Arts and Crafts bungalow situated at the corner of Tenth Street and Fourth Avenue in the historic Brow of the Hill neighbourhood, in New Westminster. This well-maintained house is noteworthy for its half-timbering in the gable peak, partial-width open verandah supported by tapered wooden columns resting on limestone piers, notched rafter tails, and stained glass windows. Built in 1913, the Furness Residence is significant as an outstanding example of an Edwardian-era Arts and Crafts residence. Designed by architect Edmund John Boughen (1874-1967), he built this grand house at a cost of $4,000. During the First World War, Boughen relocated to Vancouver, and continued in practice until the early 1950s. The Arts and Crafts aesthetic is reflected in the complex, asymmetrical massing, half-timbered gables, varied of textured claddings, and the use of locally-available building materials, such as wood and river rock. Fine craftsmanship and materials are also evident in the ornate exterior decorative features and stained glass windows. This house remains largely intact, due to few alterations over time. Additional value is attained through the house’s accociation with the Furness family. English-born William Furness (1843-1944) immigrated to Canada circa 1888, where he took up work as a contractor. Furness had a lucrative career and received the first tender for the construction of the Lulu Island Bridge. He occupied this residence with his wife Margaret (née Winnette, 1841-1919) and their daughter Elizabeth (1871-1959). William occupied this house until his passing in 1944.",168,3,,,,-1,"Built in 1913, the Furness Residence is significant as an outstanding example of an Edwardian-era Arts and Crafts residence. Designed by architect Edmund John Boughen (1874-1967), he built this grand house at a cost of $4,000.",Heritage,-122.923245910977,49.2064311522924
http://www.newwestcity.ca/database/rte/files/131%20Eighth%20St.pdf,,,,131 Eighth Street,New Westminster,BC,V3M 1L7,Galbraith House,"The Galbraith House is a two and one-half storey Queen Anne Revival residence, with a distinctive square corner tower, a wraparound verandah and elaborate exterior and interior millwork. It is located on a prominent sloping site at the corner of Queen's Avenue at Eighth Street, overlooking the City of New Westminster and the Fraser River. The property is surrounded by a granite wall added in the Edwardian era, which contributes to the stately appearance of the property. It is part of a group of large stately homes which still survive in the Brow of the Hill neighbourhood within a context of more recent, medium density apartment blocks. Built circa 1892, the Galbraith House is valued as one of New Westminster's finest examples of the Queen Anne Revival style. Popular during the late Victorian era, this style was characterized by asymmetrical, picturesque massing and rooflines, and elaborate surface articulation with a variety of cladding textures including shingles and siding. The design of this house, with its prominent corner turret with an iron finial, hipped roof with lower cross gables and wraparound verandah, was inspired by a design by New York architect H. Hudson Holly, found in a popular pattern book, ""Detail, Cottage and Constructive Architecture"", printed by New York publisher, William T. Comstock in 1886. The use of a pattern book design demonstrates the evolution of popular architectural tastes and the wide influence of these standardized plan books on vernacular architecture.",169,3,,,,-1,"Built circa 1892, the Galbraith House is valued as one of New Westminster's finest examples of the Queen Anne Revival style.",Heritage,-122.915799369152,49.2051531296629
http://www.newwestcity.ca/database/rte/files/725%20Queens%20Ave.pdf,,,,725 Queens Avenue,New Westminster,BC,V3M 1L7,Gilley Residence,"The Gilley Residence is comprised of a large residence, incorporating portions of two earlier buildings, and an associated garage and landscape features, located on single residential lot at 725 Queen's Avenue, New Westminster. The Gilley Residence is significant for its unusual construction history. A 1912 renovation amalgamated portions of two adjacent, earlier houses, the circa 1890 Herbert Gilley House and the 1888 wing of the John Hendry mansion, ""Hillcroft"". Substantial portions of these two houses were relocated and joined through the use of a consistent new roofline and a new central entry. Despite the different styles of the two earlier houses, the resulting composition is remarkably harmonious, employing Classical Revival elements to visually unite the ornate and varied detailing.  Additionally, the Gilley Residence is valued for its associated with Herbert Gilley (1862-1941), who owned the original circa 1890 Queen Anne portion of the building, and subdivided the former Hendry estate to move his home from the adjacent property and sell the other lots as a high-class subdivision in 1912. Gilley was a partner, with his brother, Walter R. Gilley, in Gilley Bros., a successful lumber and cartage company. Gilley Street in New Westminster was named after the brothers. The Gilley Residence is significant both for the design of the 1912 renovation and for the surviving Queen Anne and Victorian Italianate architecture of the two earlier houses. The architect for the 1912 renovations was Edmund John Boughen (1874-1967).",170,3,,,,-1,"The Gilley Residence is significant for its unusual construction history. A 1912 renovation amalgamated portions of two adjacent, earlier houses, the circa 1890 Herbert Gilley House and the 1888 wing of the John Hendry mansion, ""Hillcroft"".",Heritage,-122.915909814102,49.2058008714416
http://www.newwestcity.ca/database/rte/files/215%20Fifth%20Ave.pdf,,,,215 Fifth Avenue,New Westminster,BC,V3L 2L9,Goodfellow House,"The Goodfellow House is a one-and-one-half storey, Edwardian-era dwelling with a front-gabled roof and a full-width open verandah supported by tapered piers. The house is situated on the north side of Fifth Avenue in the historic Queen’s Park neighbourhood in New Westminster. Built in 1911, the Goodfellow House is significant for its connection with the Edwardian-era development of the historic Queen’s Park neighbourhood, the most affluent and desirable residential area of New Westminster. The historic character of Queen’s Park is based on its consistent streetscapes of fine restored homes, augmented by mature landscaping. Furthermore, the Goodfellow House is significant for its history of ownership that is typical of the type of speculative development that was common in the years prior to the outbreak of the First World War. It is a fine example of Edwardian-era design, in particular by its front-gabled roof with shed dormers and full-width open verandah.",171,3,,,,-1,"Built in 1911, the Goodfellow House is significant for its connection with the Edwardian-era development of the historic Queen' s Park neighbourhood, the most affluent and desirable residential area of New Westminster.",Heritage,-122.913344195923,49.2149336906365
http://www.newwestcity.ca/database/rte/files/729%20Queens%20Ave.pdf,,,,729 Queens Avenue,New Westminster,BC,V3M 1L7,Hainsworth Residence,"The Hainsworth Residence is a one-and-one-half storey, Arts and Crafts-style wood-frame residence located on the north side of Queen’s Avenue in the historic Uptown neighbourhood of New Westminster. The house features a cross-gabled roof, extensive half-timbering, and a full-width open front verandah with stone balustrades and piers. Built in 1912-1913, for John Slater and Martha Ann Hainsworth, the Hainsworth Residence is significant as a fine example of the Arts and Crafts aesthetic, designed by architect James Boulton Whitburn (1882-1931). Born in Surrey, England in 1882, Whitburn worked in New Westminster from the time of his arrival in Canada circa 1912 until his death. His practice consisted mainly of residential commissions heavily influenced by the Arts and Crafts movement. Typical of the style, this house features a variety of claddings including stone foundations, shingle siding and extensive half-timbering in the gable ends. Notably, this house was among the first outside of California to utilize a stucco over wire-mesh technique, rather than the standard stucco over wooden lath. Local contractors, Disney & Tucker, a partnership of builders Harold Disney (1866-1931) and Bertram Ewart Tucker (1886-1962), were responsible for the construction of this home at a cost of $4,500. Furthermore, this historic dwelling is valued as a representation of the type of middle-class housing built in the Uptown neighbourhood of New Westminster during the Edwardian-era boom. The development of the Uptown neighbourhood was linked with New Westminster’s role as the commercial and business centre of the Fraser Valley.",173,3,,,,-1,"Built in 1912-1913, for John Slater and Martha Ann Hainsworth, the Hainsworth Residence is significant as a fine example of the Arts and Crafts aesthetic, designed by architect James Boulton Whitburn (1882-1931).",Heritage,-122.916296287071,49.2055897627051
http://www.newwestcity.ca/database/rte/files/626%20Tenth%20St.pdf,,,,626 Tenth Street,New Westminster,BC,V3M 3Z7,Hennessey Residence,"The Hennessey Residence is a one-and-one-half storey, late Victorian-era wood-frame house with a steeply-pitched cross-gabled roof. Later alterations included the application of cedar shingles over the original wooden drop siding. It is situated across the street from Moody Park, on the west side of Tenth Street, in the historic Kelvin/Moody Park neighbourhood in New Westminster.The Hennessey Residence is valued as a representation of New Westminster’s Victorian-era residential development, with subsequent adaptations to suit changing needs and tastes. At the time of its construction, New Westminster was beginning to emerge as an economic and industrial centre. Local growth was facilitated by the completion of the Canadian Pacific Railway spur line in 1886 and the Westminster & Vancouver Tramway in 1891, which linked Vancouver to New Westminster. This house, one of the earliest in this neighbourhood, was built in 1890 for Alexander M. Hennessey, who worked as a boot and shoemaker on Columbia Street. The site was relatively remote from downtown, but was desirable due to its location across from Moody Square (now Moody Park), and for its panoramic views south to the Fraser River. Hennessey and his family of six occupied the house until 1894; he died at the age of 70 in 1902. During the Edwardian era, New Westminster was the major centre of commerce and industrial output for the Fraser Valley, reflected in a boom in residential construction. By 1909, the house had been renovated for new owners, Bryan M. Farley (1845-1925), a retired farmer.",174,3,,,,-1,"The Hennessey Residence is valued as a representation of New Westminster's Victorian-era residential development, with subsequent adaptations to suit changing needs and tastes. At the time of its construction, New Westminster was beginning to emerge as an economic and industrial centre.",Heritage,-122.928387996783,49.210428364021
http://www.newwestcity.ca/database/rte/files/202%20Third%20Ave.pdf,,,,202 Third Avenue,New Westminster,BC,V3L 1M1,Henry and Marion Hoy House,"The Henry & Marion Hoy Residence, located on a corner lot at Third Avenue and Second Street in the Queen’s Park neighbourhood in New Westminster, is a two-and-one-half storey, Edwardian-era wood-frame Foursquare house. It features a hipped roof with front and side dormers, and a partial-width front verandah with a hipped roof. The Henry & Marion Hoy Residence is significant for its Edwardian-era architecture, its contribution to the character of the Queen’s Park neighbourhood, and its associations with first owners, Henry Hoy (1845-1931) and his wife Marion Hoy (née Bonson, 1860-1943). Henry, a well-known contractor who constructed many fine houses in New Westminster, built the first house on this site the year of his marriage. After that house was destroyed by fire, this house was built in 1907, likely by Hoy himself. Henry Hoy was prominent in the New Westminster community, serving several terms on Council and a term as Mayor in 1894. The Hoys still lived here at the time of Henry's death in 1931, after he was struck by an automobile. This house is further valued as an excellent example of Edwardian-era residential architecture. It reflects the influence of the Classical Revival style, as evident in the symmetrical proportions and a pediment over the front door. At the time, the Foursquare plan was becoming popular for urban houses, as a practical expression of domestic needs.",176,3,,,,-1,"The Henry & Marion Hoy Residence is significant for its Edwardian-era architecture, its contribution to the character of the Queen's Park neighbourhood, and its associations with first owners, Henry Hoy (1845-1931) and his wife Marion Hoy (nee Bonson, 1860-1943).",Heritage,-122.908553605358,49.211756910965
http://www.newwestcity.ca/database/rte/files/1016%20Nanaimo%20St.pdf,,,,1016 Nanaimo Street,New Westminster,BC,V3M 3Z7,Humphrey Jones Residence,"Situated on the south side of Nanaimo Street in the historic West End neighbourhood in New Westminster, the Humphrey Jones Residence is a vernacular, two-storey wood-frame Victorian-era dwelling. This house features a full-width open verandah with lathe-turned columns that support a hipped roof. Built in 1891, the Humphrey Jones Residence is valued for its association with the earliest, Victorian-era development of the West End in New Westminster. The Humphrey Jones Residence is additionally significant as a representative example of vernacular working-class housing, typical of the late Victorian era.",178,3,,,,-1,"Built in 1891, the Humphrey Jones Residence is valued for its association with the earliest, Victorian-era development of the West End in New Westminster. as a representative example of vernacular working-class housing, typical of the late Victorian era.",Heritage,-122.928305578467,49.2095647651844
http://www.royal-westies-assn.ca,,president@royal-westies-assn.ca,,530 Queens Avenue,New Westminster,BC,V3L 1K3,The Royal Westminster Regiment Museum,"We are housed in the oldest wooden Armoury in Canada.  Opened in 1895. The museum is in the old ""Gun room"" where there is a collection of uniforms, medals & pictures.  We are open on Tuesdays and Thursdays from 11:00am to 3:00pm and by appointment.",179,3,,,,-1,The Museum  has a collection of items relating to the History and Heritage of The Royal Westminster Regiment & its antecedents.,Heritage,-122.911903417516,49.2071336864831
http://www.newwestcity.ca/database/rte/files/302%20Royal%20Ave.pdf,,,,302 Royal Avenue,New Westminster,BC,V3L 1H7,Irving House,"Irving House is a direct link to the earliest pioneer development of New Westminster. It dates from the time of the first development of civilian structures in the new community. Completed in April, 1865, it is one of the oldest extant buildings in the province.",195,3,,,,-1,"Irving House is a direct link to the earliest pioneer development of New Westminster. It dates from the time of the first development of civilian structures in the new community. Completed in April, 1865, it is one of the oldest extant buildings in the province.",Heritage,-122.906471052641,49.2077635836508
,Isabella McPherson Residence,,,513 St. George Street,New Westminster,BC,V3L 2T9,Isabella McPherson Residence,"The Isabella McPherson Residence is situated on the north side of St. George Street in the historic neighbourhood of Queen’s Park, in New Westminster. It consists of a large two-and-one-half storey, wood-frame, front-gabled house, with fish-scale shingles in the gable peak, wooden drop siding, and a full-width open front verandah. The Isabella McPherson House, built in 1892, is valued for its association with the earliest development of the historic Queen’s Park neighbourhood. The historic character of Queen’s Park is based on its consistent streetscapes of fine restored homes. Symmetrical in form, this house is also significant as an example of vernacular late Victorian-era housing stock, featuring modest details, such as fish-scale shingling in the gable peak. This house was originally associated with the McPherson family.",197,3,,,,-1,"The Isabella McPherson House, built in 1892, is valued for its association with the earliest development of the historic Queen's Park neighbourhood. The historic character of Queen's Park is based on its consistent streetscapes of fine restored homes.",Heritage,-122.913317669372,49.2085087874088
http://www.newwestcity.ca/database/rte/files/321%20Queens%20Ave.pdf,,,,321 Queens Avenue,New Westminster,BC,V3L 1K1,James & Elizabeth Phillips Residence #1,"The James & Elizabeth Phillips Residence #1 is a one-and-one-half storey, wood-frame front-gabled late Victorian-era dwelling, situated on the north side of Queens Avenue in the historic Queen's Park neighbourhood in New Westminster. The house features a full-width open verandah, shingle patterning in the gable peak and a semi-octagonal front projecting bay.The James & Elizabeth Phillips Residence #1 is valued for its association with the early stages of the Victorian-era development of Queen's Park. The historic character of Queen's Park is based on its consistent streetscapes of fine restored homes. Built in 1892, the James & Elizabeth Phillips Residence #1 is further valued as a significant residential design by architect George William Grant (1852-1925). Grant had a prolific career in both New Westminster and Vancouver. Grant was responsible for some of the city's major landmarks, including the Queen's Hotel on Columbia Street (1887), the Masonic and Odd Fellows Halls and the spectacular mansion, Hillcroft (1886). He also contributed to a number of public structures such as major additions to the Provincial Asylum Building (1889); the first Provincial Exhibition Building in Queen's Park (1889); the Provincial Court House (1891); and the City Library (1891). Simple in its design and scale, this house is a testament to Grant's versatility as an architect. His commissions ranged from simple cottages, to elaborate Queen Anne mansions, to large public institutions. This house was constructed by local contractor O.B. Ackerman at a cost of $3,000.",198,3,,,,-1,The James & Elizabeth Phillips Residence #1 is valued for its association with the early stages of the Victorian-era development of Queen's Park. The historic character of Queen's Park is based on its consistent streetscapes of fine restored homes.,Heritage,-122.910115365437,49.2089471091149
,James & Elizabeth Phillips Residence #2,,,323 Queens Avenue,New Westminster,BC,V3L 1K1,James & Elizabeth Phillips Residence #2,"The James & Elizabeth Phillips Residence #2 at 323 Queens Avenue is situated at the corner of Queens Avenue and Fourth Street, in the historic neighbourhood of Queen's Park in New Westminster. It consists of a one-and-one-half storey, wood-frame Queen Anne Revival-style house with multi-pitched rooflines, wraparound verandah, tall corbelled brick chimney, and stained glass windows.The James & Elizabeth Phillips Residence #2 is valued for its association with the early stages of the Victorian-era development of Queen's Park. The historic character of Queen's Park is based on its consistent streetscapes of fine restored homes. Built in 1892, the James & Elizabeth Phillips Residence #2 is further valued as a significant example of the Queen Anne Revival style of the late Victorian era, characterized by its picturesque massing and complex rooflines, with a variety of cladding textures including lapped siding, fish-scale and diamond shingles, and sandstone foundations, which provide elaborate surface articulation. Its' design has been attributed to prolific local architect George William Grant (1852-1925), as he designed the adjacent houses in the previous year. The clients were James Edward Phillips (born 1860) and his wife Elizabeth Mowat Phillips (née Wilson, 1871-1962). English-born James Phillips operated a well-established Gentleman's Clothing business in New Westminster; his store was originally located on Columbia Street, but following the great fire of 1898, the business was relocated to McKenzie Street. The couple married in 1892 in Victoria, Elizabeth's home town, and they occupied the house at 321 Queens Avenue for only a brief period.",199,3,,,,-1,The James & Elizabeth Phillips Residence #2 is valued for its association with the early stages of the Victorian-era development of Queen's Park. The historic character of Queen's Park is based on its consistent streetscapes of fine restored homes.,Heritage,-122.910275124853,49.2088617780611
,James & Margaret Whitelaw House,,,1401 Edinburgh Street,New Westminster,BC,V3M 2W5,James & Margaret Whitelaw House,"Situated at the corner of Edinburgh and Fourteenth Streets in New Westminster’s historic West End neighbourhood, the James & Margaret Whitelaw House is a picturesque Craftsman bungalow. This dwelling is distinguished by its hipped roof with front-gabled projection, half-timbering in the gable peak, and tapered porch columns.Constructed in 1925, the James & Margaret Whitelaw House is significant as an example of a late Craftsman bungalow, exemplified by its tapered square porch columns and half-timbering in the gable peaks. The Craftsman style was popularized through periodicals and plan books, expressing both the traditional aspects of the Arts and Crafts movement as well as modern lifestyles. Efficient, rational floor plans, where small rooms were situated around central living rooms, reflected the reality that most families, especially after the end of the First World War, could no longer afford domestic help. This house was constructed by the Lane Brothers contracting company at a cost of $3,000. Further value is attained through this historic house’s association with the ongoing development of the West End neighbourhood in New Westminster. Initial stages of development began in the late 1880s with the subdivision of what was mainly pioneer land, consisting of bush and orchards. Development continued swiftly until the end of the Edwardian-era building boom. During the period between the two world wars, development continued with construction of many single-family dwellings. The James & Margaret Whitelaw House is typical of middle-class housing in the West End.",200,3,,,,-1,"Constructed in 1925, the James & Margaret Whitelaw House is significant as an example of a late Craftsman bungalow, exemplified by its tapered square porch columns and half-timbering in the gable peaks.",Heritage,-122.938602661796,49.2096786409748
http://www.newwestcity.ca/database/rte/files/217%20Fourth%20Ave.pdf,,,,217 Fourth Avenue,New Westminster,BC,V3L 2V1,James B. Whitburn Residence,"The James B. Whitburn Residence is a one-and-one-half storey, wood-frame British Arts and Crafts house located on the north side of Fourth Avenue in the Queen's Park neighbourhood in New Westminster. It features stucco cladding, two projecting front gables, decorative half-timbering and the consistent use of leaded casement windows. This residence is valued for its association with its architect and first owner, James Boulton Whitburn. Whitburn’s first known commission in B.C. was the design for a welcome arch erected in Burnaby for the 1912 vice-regal visit of the Duke and Duchess of Connaught. In June 1913, he opened an office in New Westminster, but given the downturn in the economy, his practice consisted mainly of residential projects. In the late 1920s, he received some substantial commissions, notably Trapp Technical School (later John Robson School), 1928, and Richard McBride School, 1929, both in New Westminster. \r\n\r\nWhitburn’s own house, built in 1927, demonstrates his affinity and his training in the British Arts and Crafts tradition. The modest scale and historical elements impart a storybook cottage character to the Whitburn Residence. In North America, the 1920s were a time of entrenched traditionalism in residential architecture, harkening back to the domestic values and ideals of an earlier age. It was considered the height of good taste at the time for houses to conform to a recognizable historical appearance. Additional significance is derived from the second owners of the house, Reverend Canon Frank Plaskett and his wife Mary Plaskett (née Draper, 1885-1976).",202,3,,,,-1,"This residence is valued for its association with its architect and first owner, James Boulton Whitburn. Whitburn's first known commission in B.C. was the design for a welcome arch erected in Burnaby for the 1912 vice-regal visit of the Duke and Duchess of Connaught.",Heritage,-122.911793958068,49.213194178849
http://www.newwestcity.ca/database/rte/files/914%20Thirteenth%20St.pdf,,,,914 Thirteenth Street,New Westminster,BC,V3M 5Z7,John & Annie Chamberlain Residence,"Located on in the historic West End of New Westminster, the John & Annie Chamberlain Residence is a one-and-one-half storey cottage that demonstrates a Storybook Cottage influence. This house is notable for its high-pitched roofline, with a catslide extension over the inset entry porch. Built in 1910-11 and altered in subsequent renovations in 1937 and 1941, the John & Annie Chamberlain Residence is valued as a picturesque example of a Storybook Cottage residence. During the years between the two world wars, domestic styles in North America were resolutely historicist. In order to display good taste, it was expected that a house would have an identifiable period revival style. As economics dictated that houses of the time were generally modest, they often assumed a cottage appearance that provided a romantic ideal of traditional domesticity, harkening back to the values and ideals of an earlier age. The American Sesquicentennial in 1926 reinforced this historicist trend, and the most popular Hollywood movies of the time were swashbuckling costume dramas. This romantic influence is demonstrated in the asymmetrical roofline, which swoops in a 'catslide' over the front entry, multi-paned windows and rustic materials. The first owners of the house were John B. Chamberlain (1832-1956) and his wife Annie (1883-1944). Originally from St. Norbert, Manitoba, John was employed as a mechanic with the British Columbia Electric Railway Company. The Chamberlains had five children before moving in 1915. The house was acquired by the Denchel family, then in 1921 by Frederick and Margaret Spooner.",203,3,,,,-1,"Built in 1910-11 and altered in subsequent renovations in 1937 and 1941, the John & Annie Chamberlain Residence is valued as a picturesque example of a Storybook Cottage residence. During the years between the two world wars, domestic styles in North America were resolutely historicist.",Heritage,-122.938425917295,49.2113876515244
http://www.newwestcity.ca/database/rte/files/822%20Kennedy%20St.pdf,,,,822 Kennedy Street,New Westminster,BC,V3M 3V7,John A. McGuffin Residence,"The John A. McGuffin Residence is a one-storey, wood-frame Arts and Crafts-style bungalow with lapped siding and an internal red-brick chimney. It is situated on the north side of Kennedy Street in the historic Brow of the Hill neighbourhood in New Westminster.Constructed in 1911, the John A. McGuffin Residence is valued for its association with Brow of the Hill’s Edwardian-era development. This house is additionally significant as a typical example of speculative-built rental housing, constructed during a time of rapid residential development. This house was built by local contractors and brothers, Robert Lane (1858-1947) and William Lane (1866-1928). It was then sold to John A. McGuffin (1870-1966). In 2001, this house was protected through a Heritage Revitalization Agreement that enabled subdivision of the property and relocation of the house.",204,3,,,,-1,"Constructed in 1911, the John A. McGuffin Residence is valued for its association with Brow of the Hill's Edwardian-era development.",Heritage,-122.92049947802,49.2067216416853
http://www.newwestcity.ca/database/rte/files/305%20Carnarvon%20St.pdf,,,,305 Carnarvon Street,New Westminster,BC,V3L 2P6,Maria Keary Cottage 1,"The Maria Keary Cottage 1 at 305 Carnarvon Street is a modest asymmetrical one and one-half storey wood-frame Queen Anne Revival residence, with corner entrance and porch. It is located in the New Westminster neighbourhood of Albert Crescent, next to what was originally a mirror-image cottage built at the same time. The twin Maria Keary Cottages (Maria Keary Cottages 1 and 2) are valued as unique examples of early purpose-built rental accommodation, likely the oldest such examples in mainland British Columbia, and illustrate the origins and evolution of local residential design. The historic value of these two cottages is further enhanced as they are among the few extant buildings that survived the Great Fire of 1898, which destroyed much of downtown New Westminster. Furthermore, these twin cottages provide a rare surviving demonstration of the entrepreneurial spirit of pioneer women, an often overlooked aspect of early community settlement. Maria Keary (1824-1911) was an Irish immigrant who arrived in New Westminster in 1860 to join her husband, James Keary, a Royal Engineer. Widowed in 1871, Maria supported her family by running the family home as a boarding house. To further supplement her income, in 1887 she purchased a lot and financed the construction of these two cottages as rental properties. Additionally, these cottages are valued for their association with architect Samuel Maclure, a New Westminster native who was an influential Arts and Crafts proponent in Victoria and in the Lower Mainland.",207,3,,,,-1,"The twin Maria Keary Cottages (Maria Keary Cottages 1 and 2) are valued as unique examples of early purpose-built rental accommodation, likely the oldest such examples in mainland British Columbia, and illustrate the origins and evolution of local residential design.",Heritage,-122.904977805103,49.2065704884375
http://www.newwestcity.ca/database/rte/files/219%20Ninth%20St.pdf,,,,219 Nineth Street,New Westminster,BC,V3M 3V6,McClughan Residence,"The McClughan Residence is a two-storey house located on the east side of Ninth Street in the Brow of the Hill neighbourhood in New Westminster. Distinctive for its tall, gabled second floor, this house features modest Craftsman elements, such as triangular brackets and half-timbering in the gable peaks. Constructed at the height of the local building boom in 1911, the McClughan Residence is a testament to the Edwardian-era development of the Brow of the Hill neighbourhood. Initially conceived by Colonel Moody as a neighbourhood for the working classes, Brow of the Hill is characterized by its steep topography and expansive views of the Fraser River. The neighbourhood began to develop in the late 1880s with the construction of modest homes, attracting buyers who worked downtown. The sustained industrial and business activity in New Westminster’s core continued to spur residential development during the Edwardian era. During the First World War, the area was home to many factory workers employed in the North Arm waterfront area. The first owners of this vernacular house were the McClughan family. John Carr McClughan (1875-1920) was a plumber, and partner in James & McClughan, Plumbing & Heating Contractors. Born in Ontario, John married Mary Mae Flumerfelt in 1902. John designed the house, built originally as a 'Bungalow Residence.' Changes in family needs led in 1913-1916 to the partial closing of the front verandah, the addition of a second storey and sleeping porch, and the addition of a basement garage.",209,3,,,,-1,"Constructed at the height of the local building boom in 1911, the McClughan Residence is a testament to the Edwardian-era development of the Brow of the Hill neighbourhood.",Heritage,-122.918709751802,49.2050472710447
http://www.newwestcity.ca/database/rte/files/811%20Columbia%20St.pdf,,,,811 Columbia Street,New Westminster,BC,V3M 1B9,"McLennan, McFeely and Prior Building","The McLennan, McFeely and Prior Building is a three-storey concrete Streamline Moderne commercial building, situated on a corner lot on the north side of Columbia Street between Alexander and Eighth Streets in New Westminster's historic downtown core. The McLennan, McFeely and Prior Building is significant for its contribution to the consistent and distinctive built form of Columbia Street, which dates from the time when New Westminster was the major centre of commerce and industrial output for the Fraser Valley area. Its construction at the end of the 1930s was an indication of the return of confidence and prosperity after the lean years of the Great Depression. First established in Victoria, McLennan, McFeely and Prior grew into one of the largest hardware and building supply importers and distributors in the province, indicating the growth of the local supply network that capitalized on rapid settlement in British Columbia. The company's branch outlets were serviced from their enormous warehouse in Vancouver, demonstrating the development of centralized distribution networks that serviced communities throughout the province.Furthermore, the McLennan, McFeely and Prior Building is valued as an excellent example of the Streamline Moderne style. Part of a movement of architecture in the inter-war period, it heralded the new machine age that embraced technology and all things modern. The Streamline Moderne style was distinguished by long horizontal lines implying speed and aerodynamics. The smooth planar surfaces, rounded corners and geometric patterning demonstrate the development of a new architecture that rejected historical ornamentation that favoured  modern expression.",210,3,,,,-1,"The McLennan, McFeely and Prior Building is significant for its contribution to the consistent and distinctive built form of Columbia Street, which dates from the time when New Westminster was the major centre of commerce and industrial output for the Fraser Valley area.",Heritage,-122.912675563801,49.2011029252815
http://www.newwestcity.ca/database/rte/files/807%20Milton%20St.pdf,,,,807 Milton Street,New Westminster,BC,V3M 3P8,McNeely House,"The McNeely House is a two-storey, wood-frame late Victorian-era house situated on the west side of Milton Street in the historic Brow of the Hill neighbourhood of New Westminster. It is distinctive for its jerkin-headed roofline, full width-open front verandah and decorative half-timbering.Constructed circa 1892-93, the McNeely House is significant for its associations with the McNeely family. Thomas McNeely (1839-1900) was one of New Westminster’s most prominent contractors. Born in Ontario, he came to New Westminster in 1880, where he began his trade as a builder. McNeely was involved in several business ventures across Greater Vancouver. He was responsible for constructing the Dominion Saw Mills and other mills at Port Moody and Hastings, started a hotel and grocery store in Ladner, and was a successful real estate developer. Around 1887, he purchased this lot and the neighbouring lot, and built rental houses on both properties. In 1893, he married Annie Chisholm (1840-1929). In 1925, this house was sold to sea captain Thomas Henry Hirst (1886-1958) and his wife, Annie Elizabeth (née Ramsden, 1887-1944). The couple were responsible for a number of renovations, illustrating the house’s adaptation to changing functions and residential styles. These alterations included the addition of a new concrete foundation and full-width verandah, and a jerkin-headed roof and half-timbering that reflected the popular Period Revival styles of the 1920s. After Annie died in 1944, Thomas continued to occupy the house until his own death in 1958.",211,3,,,,-1,"Constructed circa 1892-93, the McNeely House is significant for its associations with the McNeely family. Thomas McNeely (1839-1900) was one of New Westminster's most prominent contractors.",Heritage,-122.917773520815,49.2055121149339
http://www.newwestcity.ca/database/rte/files/1010%20Third%20Ave.pdf,,,,1010 Third Avenue,New Westminster,BC,V3M 1P6,Moir Residence,"Situated on the south side of Third Avenue in the historic Brow of the Hill neighbourhood in New Westminster, the Moir Residence is a two-storey, wood-frame Edwardian-era Foursquare house, characterized by its bellcast hipped roof, full-width open front verandah and multi-paned windows. It is part of a streetscape of compatible historic houses.The Moir Residence is significant for its association with the Edwardian-era development of the Brow of the Hill neighbourhood. Built in 1915 for Robert A. and Jane Moir, the house is unusual for its date of wartime construction, that demonstrates the boom in the food supply industries that occurred during the First World War. Rising food costs brought an unexpected prosperity to many farmers and fishermen.",212,3,,,,-1,"Built in 1915 for Robert A. and Jane Moir, the house is unusual for its date of wartime construction, that demonstrates the boom in the food supply industries that occurred during the First World War. Rising food costs brought an unexpected prosperity to many farmers and fishermen.",Heritage,-122.921514586476,49.2046691596886
