LICENCE,TRADE_NAME,LICENCEE_NAME,CIVIC_ADDRESS,LICENCE_DESCRIPTION,YEAR_OPENED,APPROVED_DATE,SIC,SIC_GROUP,TYPE,NWID
121573,MOORES CLOTHING FOR MEN,MOORES THE SUIT PEOPLE INC,G110-805 BOYD STNEW WESTMINSTER BC  V3M 5X2,RETAIL,2005,20161115,448,Retail trade / Clothing & clothing accessories stores,RESIDENT,13650000
121123,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121121,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121417,TOMMY HILFIGER CANADA RETAIL INC,TOMMY HILFIGER #720,E110-805 BOYD STNEW WESTMINSTER BC  V3M 5X2,RETAIL,2005,20161115,448,Retail trade / Clothing & clothing accessories stores,RESIDENT,13650000
121279,NO. 8 MARKET,"RAISI, MAZAR",615 EIGHTH STNEW WESTMINSTER BC  V3M 3S3,RETAIL,2005,20161115,445,Retail trade / Food & beverage stores,RESIDENT,10981000
121520,PACIFIC BREEZE WINERY LTD,PACIFIC BREEZE WINERY LTD,6-320 STEWARDSON WAYNEW WESTMINSTER BC  V3M 6C3,WINERY,2005,20161115,312,Manufacturing / Beverage & tobacco product mfg.,RESIDENT,06344000
121109,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121100,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121193,CARE FREE TILE AND STONE,"ILICI, COSTEL",406-777 EIGHTH STNEW WESTMINSTER BC  V3M 3S7,TILE & STONE INSTALLATION,2005,20161115,,See BL desk for Business NAICS,RESIDENT,11075000
121414,ARHITRAV DESIGN & CONSTRUCTION,"ZLATOVIC, LUIZA",901 FIFTH STNEW WESTMINSTER BC  V3L 2Y5,PROFESSIONAL PRACTICE,2005,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",RESIDENT,11692000
121466,LONGSHIP HOLDINGS INC,LONGSHIP HOLDINGS INC,301 E SIXTH AVENEW WESTMINSTER BC  V3L 4H2,CONSULTING/MANAGEMENT SERVICES TO WATERJET INDUSTRY,2005,20161115,,See BL desk for Business NAICS,RESIDENT,04429000
121481,DAYLAND DEVELOPMENTS LTD,DAYLAND DEVELOPMENTS LTD,115 SECOND STNEW WESTMINSTER BC  V3L 2K4,*500-APARTMENT BUILDING,2005,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,00847000
121117,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121078,WHITEDAY WEDDING & PHOTOGRAPHY,MARSHALL PLAZA INC.,B-511 COLUMBIA STNEW WESTMINSTER BC  V3L 1B2,RETAIL,2005,20161115,453,Retail trade / Misc. store retailers,RESIDENT,00405000
121116,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121682,CAMEO HOUSE,SMALLWOOD PACIFIC PROPERTIES LTD,340 EIGHTH STNEW WESTMINSTER BC  V3M 3R4,*501-APARTMENT BUILDING,2005,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,06412000
121693,LAST DOOR RECOVERY SOCIETY,LAST DOOR RECOVERY SOCIETY,327 EIGHTH STNEW WESTMINSTER BC  V3M 3R3,CARE FACILITY - ADULT,2005,20161115,623,Health care & social assistance / Nursing & residential care facilities,RESIDENT,06439000
121565,LONDON DRUGS LIMITED,"LONDON DRUGS LIMITED, STORE #003",100-555 SIXTH STNEW WESTMINSTER BC  V3L 5H1,CAR/HOUSE INSURANCE,2005,20161115,524,Finance & insurance / Insurance carriers & related activities,RESIDENT,08556001
121448,SHUMKA CRAIG & MOORE ADJUSTERS CANADA LTD,SHUMKA CRAIG & MOORE ADJUSTERS CANADA LTD,303-668 CARNARVON STNEW WESTMINSTER BC  V3M 5Y6,INSURANCE ADJUSTER,2005,20161115,524,Finance & insurance / Insurance carriers & related activities,RESIDENT,00364000
121493,"HONDRU, VIOREL & ANETA","HONDRU, VIOREL & ANETA",617 COLBORNE STNEW WESTMINSTER BC  V3L 2E1,*500-APARTMENT BUILDING,2005,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,10447000
121401,SLEEP COUNTRY CANADA,SLEEP COUNTRY CANADA INC,D100-805 BOYD STNEW WESTMINSTER BC  V3M 5X2,RETAIL,2005,20161115,453,Retail trade / Misc. store retailers,RESIDENT,13650000
121404,SLK CONTRACTING,"WALECZKO, STANISLAW",302-320 ROYAL AVENEW WESTMINSTER BC  V3L 5C6,WELDING FABRICATING/SAWMILL EQUIP & REPAIR,2005,20161115,,See BL desk for Business NAICS,RESIDENT,00736000
121115,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121420,"LIT, DALJIT K","LIT, DALJIT K",2132 HAMILTON STNEW WESTMINSTER BC  V3M 2P7,RENTAL HOUSE,2005,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,15372000
121138,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121337,RUSS ALFREDS,"ALFREDS, RUSS",42 ROYAL AVENEW WESTMINSTER BC  V3L 1G7,RENTAL HOUSE,2005,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,00793000
121679,COMING HOME COFFEE & TEA HOUSE,"DUBE, GUY",753 SIXTH STNEW WESTMINSTER BC  V3L 3C6,RESTAURANT(S),2005,20161115,722,Accommodation & food services / Food services & drinking places,RESIDENT,10903000
121227,DIAL-AN- APPLIANCE,"HAGHSHENAS, MAHMOUD",944 TWELFTH STNEW WESTMINSTER BC  V3M 4K6,RETAIL,2005,20161115,443,Retail trade / Electronics & appliance stores,RESIDENT,09511000
121315,"BIRDS, BUTTERFLIES, GARDENS BED & BREAKFAST","AIKIN, MELINDA",217 RICHMOND STNEW WESTMINSTER BC  V3L 4B5,BED & BREAKFAST,2005,20161115,721,Accommodation & food services / Accommodation services,RESIDENT,04322000
121110,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121371,YZ GENERATION CO.,"KANDAAS, GAREN",1903-121 TENTH STNEW WESTMINSTER BC  V3M 3X7,BUSINESS CONSULTING/ADMINISTRATION,2005,20161115,,See BL desk for Business NAICS,RESIDENT,01112000
121242,EAST TO WEST DEMOLITION LTD,EAST TO WEST DEMOLITION LTD,1726 TENTH AVENEW WESTMINSTER BC  V3M 3J4,HAND DEMOLITION WORK ON OLD HOUSES,2005,20161115,,See BL desk for Business NAICS,RESIDENT,09842000
121101,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121323,TIM HORTON'S,INTERWEST RESTAURANTS PARTNERSHIP,Q100-805 BOYD STNEW WESTMINSTER BC  V3M 5X2,RESTAURANT(S),2005,20161115,722,Accommodation & food services / Food services & drinking places,RESIDENT,13650000
121102,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121114,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121161,NEW WEST AUTO CARE,0824758 BC LTD,402 SIXTH STNEW WESTMINSTER BC  V3L 3B2,AUTOMOBILE,2005,20161115,811,Other services (exc. Public administration) / Repair & maintenance,RESIDENT,06766000
121111,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121527,LAND TITLE AND SURVEY AUTHORITY OF BRITISH COLUMBIA,LAND TITLE AND SURVEY AUTHORITY OF BRITISH COLUMBIA,300-88 SIXTH STNEW WESTMINSTER BC  V3L 5B3,GOVERNMENT SERVICE,2005,20161115,,See BL desk for Business NAICS,RESIDENT,00729000
121695,CAPSTAR ENTERPRISES INC,CAPSTAR ENTERPRISES INC,30 CAPILANO WAYNEW WESTMINSTER BC  V3L 5M3,MANAGEMENT COMPANY FOR - 30 CAPILANO WAY,2005,20161115,,See BL desk for Business NAICS,RESIDENT,07287000
121103,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121281,REHAB SOLUTIONS INC.,REHAB SOLUTIONS INC.,1501-615 HAMILTON STNEW WESTMINSTER BC  V3M 7A7,ASSESS CLIENTS/REHABILITATION SERVICES,2005,20161115,,See BL desk for Business NAICS,RESIDENT,10928000
121105,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121096,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121132,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121186,ROSEWOOD MANOR,VERNAZZA INVESTMENT GROUP INC,502 NINTH STNEW WESTMINSTER BC  V3M 3W5,*501-APARTMENT BUILDING,2005,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,08694000
121563,LONDON DRUGS LIMITED,"LONDON DRUGS LIMITED, STORE #003",100-555 SIXTH STNEW WESTMINSTER BC  V3L 5H1,RETAIL,2005,20161115,446,Retail trade / Health & personal care stores,RESIDENT,08556001
121131,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121260,NUHAIR STUDIO,"JELIC, IVO IVAN",101-320 COLUMBIA STNEW WESTMINSTER BC  V3L 1A6,RETAIL,2005,20161115,812,Other services (exc. Public administration) / Personal & laundry services,RESIDENT,00278001
121246,ELITE ENERGY ENT. INC.,ELITE ENERGY ENT. INC.,28-816 BOYD STNEW WESTMINSTER BC  V3M 6N1,SHAMPOO/CONDITIONER/SKIN LOTION,2005,20161115,493,Transportation & warehousing / Warehousing & storage,RESIDENT,13372000
121468,SAVVY SPACE SOLUTIONS,"KURYLO, MARNIE",468 KELLY STNEW WESTMINSTER BC  V3L 3T9,STORAGE SOLUTIONS/CLUTTER ELIMINATION,2005,20161115,,See BL desk for Business NAICS,RESIDENT,02843000
121168,MAGENTA PRINTING & IMAGING INC,MAGENTA PRINTING & IMAGING INC,1530 SEVENTH AVENEW WESTMINSTER BC  V3M 2K3,PRINTING BROKER,2005,20161115,323,Manufacturing / Printing & related support activities,RESIDENT,07988000
121098,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121122,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121112,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121608,"LEE, DR. JULIE MD FRCPC INC","LEE, DR. JULIE MD FRCPC INC",202-250 KEARY STNEW WESTMINSTER BC  V3L 5E7,PROFESSIONAL PRACTICE,2005,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,02620001
121614,A-1 UNIVERSAL TERMINAL LTD,A-1 UNIVERSAL TERMINAL LTD,1-18 SPRUCE STNEW WESTMINSTER BC,SORTING & SHIPMENT OF CARGO - STEEL/FOREST PRODUCTS,2005,20161115,,See BL desk for Business NAICS,RESIDENT,07260000
121099,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121309,AL-HIDAYAH SCHOOL,ASSOCIATION OF ISLAMIC CHARITABLE PROJECTS,7 SIXTH STNEW WESTMINSTER BC  V3L 2Y7,NON-PROFIT SOCIETY,2005,20161115,611,Educational services / Educational services,RESIDENT,00253000
121141,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121142,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121144,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121128,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121412,GOSPEL CHURCH IN CHRIST,GOSPEL CHURCH IN CHRIST,520 MCDONALD STNEW WESTMINSTER BC  V3L 4L6,NON PROFIT SOCIETY,2005,20161115,,See BL desk for Business NAICS,RESIDENT,03724000
121125,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121129,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,RESIDENT,03026000
121331,EL PRESIDENTE APTS,CHURCHILL INVESTMENTS LTD,220 SEVENTH STNEW WESTMINSTER BC  V3M 3K4,*500-APARTMENT BUILDING,2005,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,05786000
122097,"LIFETIME EYECARE & CONTACT-LENS CENTRE, NEW WESTMINSTER","DR S BACHRA, OPTOMETRIC CORPORATION",614 SIXTH STNEW WESTMINSTER BC  V3L 3C1,PROFESSIONAL PRACTICE,2006,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,10951000
122403,PIZZA HUT,PH RESTAURANTS LIMITED,20-800 MCBRIDE BLVDNEW WESTMINSTER BC  V3L 2B8,RESTAURANT(S),2006,20161115,722,Accommodation & food services / Food services & drinking places,RESIDENT,11127501
122024,DOUGLAS COLLEGE EARLY CHILDHOOD EDUCATION CENTER,DOUGLAS COLLEGE E.C.E. SOCIETY,2814-700 ROYAL AVENEW WESTMINSTER BC  V3M 5Z5,25 CHILDREN,2006,20161115,,See BL desk for Business NAICS,RESIDENT,00700001
121720,"PODEJKO, GENOVIVE","PODEJKO, GENOVIVE",512 ST. GEORGE STNEW WESTMINSTER BC  V3L 1L2,RENTAL HOUSE,2006,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,01431000
122279,OLD TERMINAL PUB,NORTHERN LIGHTS HOLDINGS LTD,115 TWELFTH STNEW WESTMINSTER BC  V3M 4G8,LIQUOR LICENSEE,2006,20161115,722,Accommodation & food services / Food services & drinking places,RESIDENT,01090000
121731,GRIFFINS ALLEY,WESTMINSTER CHILDRENS AFTER SCHOOL SOCIETY,701 PARK CRESNEW WESTMINSTER BC  V3L 5V4,40 CHILDREN,2006,20161115,,See BL desk for Business NAICS,RESIDENT,10364000
122319,KEMP FACILITIES FOR ENGLISH STUDIES,"KEMP, HARRY",1006-615 SEVENTH AVENEW WESTMINSTER BC  V3M 2J1,TUTORING/ENGLISH (ESL)/COACHING SCHOOL SUBJ,2006,20161115,,See BL desk for Business NAICS,RESIDENT,10941000
121988,YORK HOUSE HOLDINGS LTD,YORK HOUSE HOLDINGS LTD,711 FIFTH AVENEW WESTMINSTER BC  V3M 1X6,*501-APARTMENT BUILDING,2006,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,08600000
121806,SHOMOMI HOLDINGS INC,SHOMOMI HOLDINGS INC,COMPLX-214 AGNES STNEW WESTMINSTER BC  V3L 1E6,*500-APARTMENT BUILDING,2006,20161115,,See BL desk for Business NAICS,RESIDENT,00652000
122181,RADIO IKS,"CZEKAJLO, RAFAL",1038 SEVENTH AVENEW WESTMINSTER BC  V3M 2J5,ADVERTISING IN RADIO SHOWS. CITY PRODUCTION AND MARKETING,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",RESIDENT,08939000
121817,A&A SOUND MOBILE,"TACULOD, ALBERTO",1512 NANAIMO STNEW WESTMINSTER BC  V3M 2G4,SERVICES,2006,20161115,,See BL desk for Business NAICS,RESIDENT,08010000
121735,GLENBROOKE DAYCARE,"WILLIAMS, SHIRLEY",320 EIGHTH AVENEW WESTMINSTER BC  V3L 2W4,25 CHILDREN,2006,20161115,,See BL desk for Business NAICS,RESIDENT,10712000
121725,PARK PLACE,WESTMINSTER CHILDRENS AFTER SCHOOL SOCIETY,521 FADER STNEW WESTMINSTER BC  V3L 3T4,40 CHILDREN,2006,20161115,,See BL desk for Business NAICS,RESIDENT,03111000
122187,"THE REDEEMED CHRISTIAN CHURCH OF GOD, GRACE CHAPEL","THE REDEEMED CHRISTIAN CHURCH OF GOD, GRACE CHAPEL",60 EIGHTH STNEW WESTMINSTER BC  V3M 3P1,NON PROFIT SOCIETY/BIBLE SCHOOL,2006,20161115,,See BL desk for Business NAICS,RESIDENT,00590000
122004,MERREN'S FAMILY DAY CARE,"CONNER, MERREN",1435 HAMILTON STNEW WESTMINSTER BC  V3M 2N5,7 CHILDREN,2006,20161115,,See BL desk for Business NAICS,RESIDENT,07927001
121845,COASTLAND WOOD INDUSTRIES LTD,COASTLAND WOOD INDUSTRIES LTD,B-401 SALTER STNEW WESTMINSTER BC  V3M 5Y1,STORAGE FACILITY,2006,20161115,,See BL desk for Business NAICS,RESIDENT,13983000
122016,BANANAS FAMILY DAY CARE,"SAYABOC, VICTORIANA",1212 TENTH AVENEW WESTMINSTER BC  V3M 3H8,7 CHILDREN,2006,20161115,,See BL desk for Business NAICS,RESIDENT,09506000
122067,TAMARIND HILL MALAYSIAN CUISINE,"LEUNG, LOUIS",103-628 SIXTH AVENEW WESTMINSTER BC  V3M 6Z1,*261-FOOD PRIMARY,2006,20161115,722,Accommodation & food services / Food services & drinking places,RESIDENT,08596000
121759,MORITA AUTO BODY SERVICES LTD.,MORITA AUTO BODY SERVICES LTD.,213 E COLUMBIA STNEW WESTMINSTER BC  V3L 3W3,AUTOMOBILE,2006,20161115,,See BL desk for Business NAICS,RESIDENT,03385000
121938,WESTMINSTER HOUSE,WESTMINSTER HOUSE SOCIETY,228 SEVENTH STNEW WESTMINSTER BC  V3M 3K3,WOMEN'S RECOVERY - ADDICTION SERVICES,2006,20161115,623,Health care & social assistance / Nursing & residential care facilities,RESIDENT,05784000
121723,WESTMINSTER CHILDRENS AFTER SCHOOL SOCIETY,WESTMINSTER CHILDRENS AFTER SCHOOL SOCIETY,811 ROYAL AVENEW WESTMINSTER BC  V3M 1K1,GROUP DAY CARE - 8 OR MORE,2006,20161115,,See BL desk for Business NAICS,RESIDENT,01051000
122243,ROYAL CITY CURLING CLUB,ROYAL CITY CURLING CLUB,75 E SIXTH AVENEW WESTMINSTER BC  V3L 4G6,LIQUOR PRIMARY CLUB LICENSE,2006,20161115,,See BL desk for Business NAICS,RESIDENT,04317000
121956,FUSCALDO CHIROPRACTIC & TOTAL HEALTH CENTRE,"FUSCALDO, MARIANNA",434 E COLUMBIA STNEW WESTMINSTER BC  V3L 3W9,PROFESSIONAL PRACTICE,2006,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,02758000
122290,LE CHATEAU,LE CHATEAU INC,H160-805 BOYD STNEW WESTMINSTER BC  V3M 5X2,RETAIL,2006,20161115,448,Retail trade / Clothing & clothing accessories stores,RESIDENT,13650000
122227,GREENS N BEANS,GREENS MATTHEW LEE,143 E COLUMBIA STNEW WESTMINSTER BC  V3L 3V9,RETAIL,2006,20161115,445,Retail trade / Food & beverage stores,RESIDENT,03370000
122151,"DENTE, VITTORIO","DENTE, VITTORIO",436 FOURTEENTH STNEW WESTMINSTER BC  V3M 4N9,*500-APARTMENT BUILDING,2006,20161115,,See BL desk for Business NAICS,RESIDENT,08200000
122523,PINECREST MANOR,PINECREST MANOR,905 FOURTH AVENEW WESTMINSTER BC  V3M 1T1,*500-APARTMENT BUILDING,2006,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,06833000
121986,STEVETIN ENTERPRISES INC,STEVETIN ENTERPRISES INC,440 CANFOR AVENEW WESTMINSTER BC  V3L 3C9,MACHINING/FABRICATION/WELDING,2006,20161115,,See BL desk for Business NAICS,RESIDENT,02084000
122347,SHAMINDER RATTAN,"RATTAN, SHAMINDER",630 TENTH STNEW WESTMINSTER BC  V3M 3Z8,*500-APARTMENT BUILDING,2006,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,08924000
122147,PARK'S ACU HERBAL COMPANY,"CHA, DEAREASA & PARK, JOSEPH",1001-833 AGNES STNEW WESTMINSTER BC  V3M 0B1,HEALTH FOOD PRODUCTS,2006,20161115,,See BL desk for Business NAICS,RESIDENT,00694000
121950,ANGELA S KERSLAKE LAW CORPORATION,ANGELA S KERSLAKE LAW CORPORATION,131 EIGHTH STNEW WESTMINSTER BC  V3M 3P6,PROFESSIONAL PRACTICE,2006,20161115,,See BL desk for Business NAICS,RESIDENT,01044000
121740,DEDIC FAMILY DAY CARE,"DEDIC, IKMETA",1015 EIGHTH AVENEW WESTMINSTER BC  V3M 2R5,7 CHILDREN,2006,20161115,,See BL desk for Business NAICS,RESIDENT,09305000
121939,THE SALVATION ARMY BUCHANAN LODGE,THE GOVERNING COUNCIL OF THE SALVATION ARMY IN CANADA,409 BLAIR AVENEW WESTMINSTER BC  V3L 4A4,CARE FACILITY FOR 112 SENIOR/ADULT RESIDENTS,2006,20161115,623,Health care & social assistance / Nursing & residential care facilities,RESIDENT,04009000
121792,PEPPER WIRELESS SOLUTIONS,PAGER WORLD COMMUNICATIONS INC,148-610 SIXTH STNEW WESTMINSTER BC  V3L 5V1,COMMUNICATIONS/CELLULAR PHONES ETC,2006,20161115,453,Retail trade / Misc. store retailers,RESIDENT,10970000
122005,QUALITY FAMILY DAY CARE,"AHUJA, URVASHI",1305 NANAIMO STNEW WESTMINSTER BC  V3M 2G1,7 CHILDREN,2006,20161115,,See BL desk for Business NAICS,RESIDENT,09197000
122345,AQUA PURE,"NOWROOZI, ANGILA",19-15 K DE K CRTNEW WESTMINSTER BC  V3M 6B6,ESTHETICIAN,2006,20161115,812,Other services (exc. Public administration) / Personal & laundry services,RESIDENT,00085000
122018,KIDS PLACE DAYCARE,THE SALVATION ARMY,325 SIXTH STNEW WESTMINSTER BC  V3L 3A9,33 CHILDREN,2006,20161115,,See BL desk for Business NAICS,RESIDENT,06156000
121937,KIWANIS INTERMEDIATE CARE SOCIETY OF NEW WESTMINSTER,KIWANIS CARE CENTRE,35 CLUTE STNEW WESTMINSTER BC  V3L 1Z5,CRIME FREE MULTI HOUSING,2006,20161115,623,Health care & social assistance / Nursing & residential care facilities,RESIDENT,11110000
122357,JUST KIDS CLOTHES,"MCNAMARA, MIRANDA",530 ELEVENTH STNEW WESTMINSTER BC  V3M 4G3,RETAIL,2006,20161115,,See BL desk for Business NAICS,RESIDENT,08793000
121722,QUEENS PARK PRESCHOOL,QUEENS PARK PRESCHOOL,51 THIRD AVENEW WESTMINSTER BC  V3M 3S2,20 CHILDREN,2006,20161115,,See BL desk for Business NAICS,RESIDENT,05873000
122445,JOANNE'S FAMILY DAYCARE,"SMITH, JOANNE",1118 SEVENTH AVENEW WESTMINSTER BC  V3M 2J5,7 CHILDREN,2006,20161115,,See BL desk for Business NAICS,RESIDENT,09074000
122446,SUBWAY RESTAURANTS,"BINNING, SUHKJIT",K110-805 BOYD STNEW WESTMINSTER BC  V3M 5X2,RESTAURANT(S),2006,20161115,722,Accommodation & food services / Food services & drinking places,RESIDENT,13650000
122021,QUEEN'S PARK DAYCARE,"TOMALTY, MARIA E",131 THIRD STNEW WESTMINSTER BC  V3L 2R1,8 CHILDREN,2006,20161115,,See BL desk for Business NAICS,RESIDENT,00827000
122328,CARNARVON TOWERS,CARNARVON TOWERS/STRATA PLAN LMS 2262,720 CARNARVON STNEW WESTMINSTER BC  V3M 6S2,PARKING LOT,2006,20161115,812,Other services (exc. Public administration) / Personal & laundry services,RESIDENT,00362000
121732,QUEENS AVENUE DAYCARE,QUEENS AVENUE DAYCARE SOCIETY,529 QUEENS AVENEW WESTMINSTER BC  V3L 1K2,34 CHILDREN,2006,20161115,,See BL desk for Business NAICS,RESIDENT,01411000
122530,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,VEHICLE,2006,20161115,,See BL desk for Business NAICS,RESIDENT,03026000
121933,LAST DOOR RECOVERY SOCIETY,LAST DOOR RECOVERY SOCIETY,323 EIGHTH STNEW WESTMINSTER BC  V3M 3R3,20 BED ADULT MALE ALCOHOL/DRUG TREATMENT,2006,20161115,623,Health care & social assistance / Nursing & residential care facilities,RESIDENT,06440000
121727,PLAYWEST,WESTMINSTER CHILDRENS AFTER SCHOOL SOCIETY,1714 EIGHTH AVENEW WESTMINSTER BC  V3M 2S7,GROUP DAY CARE - 8 OR MORE,2006,20161115,,See BL desk for Business NAICS,RESIDENT,07895000
