NwID,FULLADDR1
8444000,209 FIFTH AVE
14550000,246 FURNESS ST
14583000,263 SALTER ST
1621000,410 CUMBERLAND ST
7943002,1407 SEVENTH AVE
10890000,712 FIFTH ST
10241000,817 EIGHTH AVE
11219000,95 E EIGHTH AVE
10484000,728 COLBORNE ST
4699000,920 BURNABY ST
7942000,1402 HAMILTON ST
12497010,232 SUZUKI ST
3418000,219 E COLUMBIA ST
120000,1 SIXTH ST
374000,616 CARNARVON ST
10772001,319 PRINCESS ST
10644000,221 SEVENTH AVE
8911000,1018 NANAIMO ST
13314029,316 WOOD ST
15340100,2201 MARINE DR
7503000,1900 SEVENTH AVE
1441001,509 ST. GEORGE ST
9536000,804 TWELFTH ST
5751000,814 THIRD AVE
6397000,325 LOUELLEN ST
10680000,231 DURHAM ST
14507000,260 HOLLY AVE
15373000,2130 HAMILTON ST
4290000,153 HARVEY ST
15608000,2206 LONDON ST
3015000,453 ROUSSEAU ST
15526000,2020 DUBLIN ST
4729000,820 SCOTT ST
3814000,370 ALBERTA ST
2933000,413 WILSON ST
8925000,628 TENTH ST
9990000,1813 LONDON ST
7241000,124 E COLUMBIA ST
7765000,1901 SEVENTH AVE
11269000,89 MOTT CRES
2896000,466 FADER ST
4448000,126 E DURHAM ST
16275924,799 TWENTY-THIRD ST
11152000,36 E TENTH AVE
1066000,109 TENTH ST
13215000,629 EWEN AVE
610000,725 CARNARVON ST
10527000,611 FIRST ST
3229000,59 SEYMOUR CRT
356000,42 BEGBIE ST
15569000,2218 DUBLIN ST
10699000,230 EIGHTH AVE
7081000,502 FIFTH AVE
14566000,271 FURNESS ST
13099000,323 JOHNSTON ST
9976000,1802 LONDON ST
9693000,1415 EIGHTH AVE
13519000,1130 BOYD ST
9614000,927 FOURTEENTH ST
11725000,836 FIFTH ST
8487000,526 SECOND ST
4623000,911 LAUREL ST
4414600,320 E SIXTH AVE
1677000,478 CUMBERLAND ST
4470002,210 E EIGHTH AVE
14369000,1118 SOUTH DYKE RD
10687000,720 SECOND ST
1125000,120 TENTH ST
5144000,143 E EIGHTH AVE
10234000,802 EDINBURGH ST
8024000,1403 SIXTH AVE
3726008,313 WELLS GRAY PL
15782000,648 TWENTIETH ST
13160000,343 FENTON ST
3131000,520 FADER ST
4781000,823 BURNABY ST
13314018,330 WOOD ST
11377300,128 OVENS AVE
7902000,1607 HAMILTON ST
4589001,350 E EIGHTH AVE
12716000,1029 SALTER ST
2918000,414 GARRETT ST
15750000,932 TWENTIETH ST
6115000,401 THIRD AVE
3430000,317 SIMPSON ST
6509000,340 FIRST ST
12789001,251 JARDINE ST
7508000,1931 MARINE WAY
10781000,609 FOURTH ST
9095000,1210 NANAIMO ST
5420000,127 QUEENS AVE
9746000,1514 LONDON ST
2754000,412 E COLUMBIA ST
13510000,313 JARDINE ST
4236000,464 DIXON ST
4917000,605 LIDSTER PL
4129000,538 RICHMOND ST
13360501,304 LAWRENCE ST
6495000,325 SECOND ST
6708000,428 THIRD ST
7017000,820 FIFTH AVE
13076000,244 FENTON ST
15635000,2125 DUBLIN ST
5688001,232 ELEVENTH ST
4536000,337 DEVOY ST
3641000,313 CEDAR ST
7859000,1604 HAMILTON ST
11251000,39 MOTT CRES
7826000,732 NINETEENTH ST
8436000,120 SIXTH AVE
6626000,429 SECOND ST
9077000,1103 NANAIMO ST
10784000,308 PRINCESS ST
6260000,1034 CORNWALL ST
6214000,309 NINTH ST
9732000,827 SIXTEENTH ST
5872002,232 FIRST ST
5008000,911 CUMBERLAND ST
12789007,242 HAMPTON ST
3243000,75 KWANTLEN CRT
16246001,BOYD ST
13747000,436 BOYNE ST
4179000,551 GARFIELD ST
9593000,911 FOURTEENTH ST
4992000,146 E TENTH AVE
5177000,835 MASSEY ST
13098002,331 JOHNSTON ST
6958000,1218 FIFTH AVE
12535015,211 HUME ST
6488000,321 OLIVER ST
13089504,221 PEMBINA ST
7990000,1526 SEVENTH AVE
3488000,331 HOSPITAL ST
13104001,316 STANLEY ST
16246913,1031 BOYD ST
4798000,906 SURREY ST
6084000,318 PINE ST
1022000,718 GLOUCESTER ST
10372000,725 COLBORNE ST
13106001,330 STANLEY ST
12440018,1331 SOUTH DYKE RD
9668000,1405 EDINBURGH ST
666000,850 ROYAL AVE
6648000,217 FOURTH AVE
13314015,702 RENNIE PL
12497004,208 SUZUKI ST
6714000,421 OAK ST
15512000,800 TWENTIETH ST
15370000,2211 SEVENTH AVE
4399000,428 SHILES ST
12535009,1317 SALTER ST
13317006,322 MCGILLIVRAY PL
1067000,845 ROYAL AVE
10750000,235 PRINCESS ST
355001,740 CARNARVON ST
4195000,505 GARFIELD ST
14599600,260 SALTER ST
13964038,123 FOUNDRY ROW
3166000,505 WILSON ST
3639000,455 E COLUMBIA ST
9658000,1432 DUBLIN ST
4469000,144 E EIGHTH AVE
16010912,500 TWENTY-FIRST ST
14558000,214 FURNESS ST
11754000,910 FIFTH ST
10773000,315 PRINCESS ST
9121000,1211 SEVENTH AVE
2847000,465 FADER ST
15611000,2221 DUBLIN ST
9206000,600 EIGHTH ST
4528000,310 E EIGHTH AVE
6855000,412 TENTH ST
2843000,468 KELLY ST
6805000,411 EIGHTH ST
12410001,1234 SALTER ST
3978000,332 BUCHANAN AVE
4335002,433 ALBERTA ST
12700602,161 DOCKSIDE CRT
408000,435 COLUMBIA ST
3272000,95 MINER ST
10061000,1943 DUBLIN ST
11579000,302 NINTH AVE
9776000,1629 EIGHTH AVE
6660000,214 ST. PATRICK ST
10918000,780 SIXTH ST
2956000,461 WILSON ST
1417000,411 QUEENS AVE
13152001,323 FENTON ST
15654001,2038 NINTH AVE
11461000,218 OSBORNE AVE
485000,37 ALBERT CRES
4505000,250 E EIGHTH AVE
10211002,905A EDINBURGH ST
3645000,323 CEDAR ST
8452000,235 FIFTH AVE
12535016,213 HUME ST
5250000,820 CHERRY ST
11580000,301 NINTH AVE
8048000,1427 NANAIMO ST
1019000,113 ASH ST
7959000,1526 HAMILTON ST
16097902,1700 FIFTH AVE
12310012,831 SOUTH DYKE RD
5678000,231 TWELFTH ST
5496000,725 QUEENS AVE
2897000,468 FADER ST
1074001,1021 ROYAL AVE
5227000,842 CHESTNUT ST
9721000,1511 EDINBURGH ST
3201000,398 CUMBERLAND ST
6687000,216 FIFTH AVE
8042000,1401 NANAIMO ST
6129000,614 FOURTH AVE
9581000,918 THIRTEENTH ST
5503000,211 EIGHTH ST
12991000,238 PEMBINA ST
1391001,101 PARK ROW
269002,410 COLUMBIA ST
6071000,327 PINE ST
8001000,1511 NANAIMO ST
13189000,373 PEMBINA ST
10619000,115 SEVENTH AVE
3907000,362 HOSPITAL ST
5246000,309 E EIGHTH AVE
9324000,1019 EDINBURGH ST
4238000,468 DIXON ST
2985000,417 ROUSSEAU ST
4610000,914 CHILLIWACK ST
11300000,921 FIRST ST
3205000,376 CUMBERLAND ST
14557000,218 FURNESS ST
14600554,220 BROOKES ST
1363000,55 ROYAL AVE
3349000,133 DEBECK ST
6074100,
8113000,1420 SIXTH AVE
9328000,1005 EDINBURGH ST
15629000,2111 DUBLIN ST
9439000,806 HENLEY ST
11401000,837 SECOND ST
12831003,207 HOWES ST
11590000,921 FOURTH ST
676501,814 ROYAL AVE
4810000,923 SURREY ST
12700504,1400 SALTER ST
11197000,61 E EIGHTH AVE
2968000,404 WILSON ST
13317020,333 MCGILLIVRAY PL
10703000,304 EIGHTH AVE
4281000,146 HARVEY ST
4728000,822 SCOTT ST
3404000,329 ALBERTA ST
821000,217 MANITOBA ST
3836000,342 SIMPSON ST
4044000,428 BLAIR AVE
5089000,200 E TENTH AVE
3900000,352 HOSPITAL ST
6856000,416 TENTH ST
13750000,448 BOYNE ST
13042000,223 WOOD ST
5272000,349 E EIGHTH AVE
1626000,412 GLENBROOK DR
6959001,1222 FIFTH AVE
12410029,1155 SPARKS CRT
7534000,1911 MARINE WAY
10818000,406 EIGHTH AVE
13317024,317 MCGILLIVRAY PL
3348000,131 DEBECK ST
5551000,1025 QUEENS AVE
5242000,807 CHERRY ST
3937001,337 BLAIR AVE
6186000,321 ASH ST
4063000,436 BUCHANAN AVE
12410035,167 GIFFORD ST
11734000,510 TENTH AVE
15448000,2121 HAMILTON ST
15552000,2105 EDINBURGH ST
2864000,414 FADER ST
15325000,2334 TRAPP RD
4369000,317 RICHMOND ST
13195000,356 FENTON ST
2908000,451 GARRETT ST
8012000,1506 NANAIMO ST
9963000,1836 DUBLIN ST
12310037,791 SOUTH DYKE RD
12440028,1368 RAMA AVE
3721004,487 E EIGHTH AVE
5600000,221 QUEENS AVE
14580000,201 HOLLY AVE
970000,530 QUEENS AVE
4119000,508 RICHMOND ST
2825000,413 FADER ST
7006000,810 FIFTH AVE
13964014,117 STAR CRES
13052000,247 WOOD ST
16249823,2231 SEVENTH AVE
6803000,404 ASH ST
7671000,1601 SIXTH AVE
13144002,313 FENTON ST
11661000,824 FOURTH ST
11643000,827 FOURTH ST
5038000,836 JACKSON CRES
2975000,420 WILSON ST
6205000,318 ASH ST
3225000,67 SEYMOUR CRT
15369000,2209 SEVENTH AVE
7806000,722 BOWLER ST
11659000,820 FOURTH ST
9865000,1720 LONDON ST
10120000,902 TENTH AVE
9827000,1619 LONDON ST
3377000,317 STRAND AVE
7004000,428 EIGHTH ST
2837000,456 KELLY ST
2790000,469 KELLY ST
12365007,111 JARDINE ST
2942000,450 GARRETT ST
10033000,1945 LONDON ST
8575000,625 FIFTH AVE
3350000,135 DEBECK ST
15357000,707 TWENTY-THIRD ST
11317000,72 GLOVER AVE
10076000,1905 EDINBURGH ST
6037000,215 THIRD AVE
11429000,924 FIRST ST
13964046,179 FOUNDRY ROW
12440008,168 SPAGNOL ST
4583000,338 E EIGHTH AVE
7920000,1407 HAMILTON ST
9047000,1105 SIXTH AVE
10511000,616 COLBORNE ST
16246923,BOYD ST
9002000,1007 HAMILTON ST
9392000,1117 DUBLIN ST
16275909,2329 LONDON ST
10039000,1936 LONDON ST
10904001,SIXTH ST
10164000,906 EIGHTH ST
9457000,1117 EDINBURGH ST
15798000,2010 MARINE WAY
3794000,100 RICHMOND ST
6231000,340 NINTH ST
7957000,1531 SEVENTH AVE
2602502,200 NELSON'S CRES
2828000,407 FADER ST
7269002,6 SPRUCE ST
10613000,129 SEVENTH AVE
10233000,808 EDINBURGH ST
7635000,612 EIGHTEENTH ST
12489034,228 GIFFORD ST
14356000,1440 SOUTH DYKE RD
6011000,305 SECOND ST
9112001,1203 NANAIMO ST
12543000,254 HUME ST
237001,701 FRONT ST
12489019,1219 ECKERT AVE
12700567,1455 SOUTH DYKE RD
11341000,85 EIGHTH AVE
14541000,284 FURNESS ST
10145000,925 TENTH ST
3236000,72 SEYMOUR CRT
8075000,1402 SIXTH AVE
2993000,442 WILSON ST
12947003,221 CAMPBELL ST
13943000,322 MERCER ST
15683000,2109 LONDON ST
3081000,530 E COLUMBIA ST
10776000,303 PRINCESS ST
4323000,221 RICHMOND ST
5824000,314 WARREN AVE
9023000,1121 HAMILTON ST
9097000,1215 SIXTH AVE
11268000,87 MOTT CRES
4076000,431 E EIGHTH AVE
8801000,507 THIRTEENTH ST
3005000,466 WILSON ST
11695000,837 FIFTH ST
9111000,624 TWELFTH ST
3884000,367 KEARY ST
6502000,120 FOURTH AVE
1426100,500 ST. GEORGE ST
7958001,1530 HAMILTON ST
3728000,331 WELLS GRAY PL
11631000,811 FOURTH ST
14600570,201 JENSEN ST
12410027,1150 SPARKS CRT
4307000,706 CUMBERLAND ST
8838000,523 FOURTEENTH ST
4836000,916 LADNER ST
7637000,1801 NANAIMO ST
15705000,2305 LONDON ST
6429501,317 NINTH ST
9161000,711 FOURTEENTH ST
9019000,1117 HAMILTON ST
11470000,246 OSBORNE AVE
3652000,340 CEDAR ST
4542000,325 DEVOY ST
12499000,1238 EWEN AVE
14600547,234 BROOKES ST
834000,210 QUEENS AVE
9726000,1506 DUBLIN ST
9193001,625 FOURTEENTH ST
12530502,240 DAWE ST
5010000,905 CUMBERLAND ST
12360000,143 SPRICE ST
3459000,315 HOSPITAL ST
15581000,2306 DUBLIN ST
8429000,514 FIRST ST
15780000,2001 MARINE WAY
6775000,611 BENT CRT
13972023,260 EWEN AVE
10056000,1927 DUBLIN ST
15445000,2109 HAMILTON ST
5053000,816 YORK ST
7863000,1608 HAMILTON ST
95000,10 TENTH ST
6913000,1222 CAMERON ST
4145000,523 AMESS ST
9622000,1414 TENTH AVE
11709000,802 FIFTH ST
6061000,320 THIRD ST
3111000,521 FADER ST
13830000,415 STANLEY ST
12683010,219 PHILLIPS ST
4643000,915 CHILLIWACK ST
7032000,430 ASH ST
4778000,829 BURNABY ST
1620000,406 CUMBERLAND ST
10475000,47 SEVENTH AVE
3732000,540 GARFIELD ST
4465000,131 E SEVENTH AVE
14600523,267 JENSEN ST
15475002,2201 EIGHTH AVE
6176000,336 FIFTH ST
15688000,929 TWENTY-THIRD ST
11713000,812 FIFTH ST
14372000,1108 SOUTH DYKE RD
9937000,1822 EDINBURGH ST
75000,14 K DE K CRT
3790002,603 E COLUMBIA ST
4365000,303 RICHMOND ST
5066000,911 YORK ST
4104000,435 ELMER ST
10093000,1930 EDINBURGH ST
6623000,411 SECOND ST
7054000,421 SEVENTH ST
7724000,1614 SEVENTH AVE
12440067,1290 DAN LEE AVE
14593000,FURNESS ST
3721003,485 E EIGHTH AVE
11669000,902 FOURTH ST
8837000,521 HOLLAND ST
3258000,80 KWANTLEN CRT
8554000,519 FIFTH ST
13236000,356 PEMBINA ST
6279001,1013 CORNWALL ST
11275000,91 COURTNEY CRES
4079000,425 E EIGHTH AVE
15379000,2110 HAMILTON ST
13089001,229 PEMBINA ST
4605000,239 CHURCHILL AVE
2145000,50 BRAID ST
7747000,1601 NANAIMO ST
4861000,902 KENT ST
13309000,313 WOOD ST
12700572,183 PIER PL
3777000,310 NOOTKA ST
10123000,820 TENTH AVE
12700526,1411 SOUTH DYKE RD
4569000,416 SHERBROOKE ST
3339000,131 E COLUMBIA ST
7311000,424 CANFOR AVE
3158000,522 GARRETT ST
6145000,314 SIXTH ST
12700520,168 PHILLIPS ST
7808000,726 BOWLER ST
614000,759 CARNARVON ST
2770000,413 KELLY ST
3039000,100 BRAID ST
4029000,359 SHERBROOKE ST
8433000,108 SIXTH AVE
9329000,1001 EDINBURGH ST
9717000,1529 EDINBURGH ST
3264000,73 MINER ST
9841000,929 EIGHTEENTH ST
8571000,512 SIXTH ST
14600533,229 JENSEN ST
14554000,230 FURNESS ST
4619000,305 CHURCHILL AVE
5289000,818 BURNABY ST
4470001,206 E EIGHTH AVE
14501000,278 HOLLY AVE
2926000,429 WILSON ST
8016000,1521 SIXTH AVE
10913000,728 SIXTH ST
11526001,210 NINTH AVE
5808001,226 SIXTH ST
5834000,234 THIRD AVE
12489022,1222 ECKERT AVE
4204000,106 CARROLL ST
9914000,1715 EIGHTH AVE
13207000,320 FENTON ST
5155000,833 YORK ST
9523000,1217 LONDON ST
6721501,416 OAK ST
14600528,247 JENSEN ST
6329000,349 FOURTEENTH ST
11185000,88 MOTT CRES
11686000,921 FIFTH ST
15736000,2117 NINTH AVE
2861000,408 FADER ST
15422001,2003 HAMILTON ST
9986000,1840 LONDON ST
10600000,125 DURHAM ST
13027002,230 BOYNE ST
6931000,1315 KAMLOOPS ST
6312000,1101 THIRD AVE
10062000,1942 DUBLIN ST
5022000,805 CUMBERLAND ST
3380000,329 STRAND AVE
12515000,247 DAWE ST
4768000,913 BURNABY ST
9742000,1501 DUBLIN ST
16249801,2133 NINTH AVE
9086000,1040 SEVENTH AVE
14381000,922 SOUTH DYKE RD
109001,960 QUAYSIDE DR
4223000,121 CARROLL ST
9117000,640 TWELFTH ST
12700577,161 PIER PL
12354100,119 SPRICE ST
4458000,115 E SEVENTH AVE
1397006,ALEXANDER ST
11426000,109 GLOVER AVE
5486000,715 QUEENS AVE
15566000,2226 DUBLIN ST
2966000,441 WILSON ST
13179000,333 PEMBINA ST
10027000,1919 LONDON ST
526000,38 LEOPOLD PL
8993000,1020 EIGHTH AVE
12489031,1226 BASRAN AVE
7965000,721 SIXTEENTH ST
13314025,716 CRANE PL
4779000,827 BURNABY ST
7884100,709 EIGHTEENTH ST
13972021,180 EWEN AVE
12440052,171 SPAGNOL ST
3734000,548 GARFIELD ST
9985000,1836 LONDON ST
12987000,250 PEMBINA ST
15692000,2239 LONDON ST
644001,305 CARNARVON ST
13317003,310 MCGILLIVRAY PL
8705000,525 TENTH ST
12699000,480 BOUNDARY RD
15639000,2028 LONDON ST
1440000,513 ST. GEORGE ST
4143000,529 AMESS ST
3945000,361 HOSPITAL ST
12440091,1379 DAN LEE AVE
9613000,1312 DOWNIE ST
9367000,927 HENLEY ST
3492000,339 KEARY ST
15711000,928 LONDON PL
10837100,407 SIXTH AVE
6630000,113 ST. PATRICK ST
4038000,432 E EIGHTH AVE
8827001,1321 FIFTH AVE
25008000,22 LEOPOLD PL
11623000,253 EIGHTH AVE
12629000,1321 EWEN AVE
10004000,1822 TENTH AVE
11330000,815 FIRST ST
6783000,411 SEVENTH ST
1521001,584 COLBY ST
5682000,221 TWELFTH ST
7935000,1412 HAMILTON ST
9119001,1217 SEVENTH AVE
11458000,208 OSBORNE AVE
7736000,1705 NANAIMO ST
3314000,108 MINER ST
11180000,78 MOTT CRES
4796000,836 SURREY ST
9662000,1414 DUBLIN ST
12837000,225 HOWES ST
3731000,536 GARFIELD ST
4806000,924 SURREY ST
6107000,328 FOURTH ST
9690000,1409 EIGHTH AVE
14600525,259 JENSEN ST
10499000,711 FIRST ST
6683000,442 SECOND ST
3378000,321 STRAND AVE
1376000,118 GRANVILLE ST
9961000,1830 DUBLIN ST
10893000,720 FIFTH ST
8771000,501 TWELFTH ST
7078000,435 SIXTH ST
4217000,139 CARROLL ST
8119001,524 SHARPE ST
4379000,232 ARCHER ST
9626000,1402 TENTH AVE
12489001,1269 SALTER ST
9055000,1104 NANAIMO ST
3408000,321 ALBERTA ST
13272000,320 BOYNE ST
7262000,15 CAPILANO WAY
5073000,914 MASSEY ST
7963000,1531 HAMILTON ST
4446000,129 E DURHAM ST
12678030,227 PHILLIPS ST
7053000,618 BRANTFORD ST
10090000,1940 EDINBURGH ST
11568000,206 TENTH AVE
1418000,405 QUEENS AVE
7691001,1703 SIXTH AVE
6871000,1023 ST. ANDREWS ST
8144000,1521 MAYES ST
5488000,707 QUEENS AVE
11638000,248 SANDRINGHAM AVE
14524000,257 HOLLY AVE
12951000,213 CAMPBELL ST
13065000,245 FENTON ST
3974000,343 HOSPITAL ST
1335000,76 COBURG ST
14600574,229 SALTER ST
10505000,53 SIXTH AVE
12489011,1239 GALBRAITH AVE
4493001,205 E SEVENTH AVE
6089000,313 FOURTH ST
12440056,1333 RAMA AVE
16275913,2319 EDINBURGH ST
5465000,607 QUEENS AVE
12535006,210 DAWE ST
12440024,1283 SOUTH DYKE RD
3896000,349 KEARY ST
827000,131 THIRD ST
3161000,515 WILSON ST
10761000,232 SEVENTH AVE
9517000,920 TWELFTH ST
10170000,817 DUBLIN ST
7796000,710 BOWLER ST
4849000,911 LADNER ST
12489046,1239 ECKERT AVE
12923000,212 CAMPBELL ST
10028000,1923 LONDON ST
4622000,907 LAUREL ST
7790000,713 TWENTIETH ST
9159000,1314 HAMILTON ST
4828000,816 LADNER ST
9079000,1107 NANAIMO ST
12778000,227 JARDINE ST
5058000,832 YORK ST
10057000,1931 DUBLIN ST
12349000,118 SPRICE ST
4889000,116 E SEVENTH AVE
12310006,134 VISCOUNT PL
15397000,2012 HAMILTON ST
5039000,902 JACKSON CRES
3963000,339 BUCHANAN AVE
12781000,283 JARDINE ST
9600001,1358 TENTH AVE
1615502,12 E ROYAL AVE
5474000,210 SIXTH ST
1650000,469 GLENBROOK DR
15655000,2034 NINTH AVE
5521002,218 BURR ST
7873000,1701 SEVENTH AVE
584000,810 AGNES ST
11218000,65 E EIGHTH AVE
2901000,467 GARRETT ST
12684002,1349 SALTER ST
13154003,325A FENTON ST
4322000,217 RICHMOND ST
15509000,2008 EDINBURGH ST
11368000,103 EIGHTH AVE
6378000,379 TWELFTH ST
4764000,923 BURNABY ST
4596000,409 RICHMOND ST
1313000,509 CARNARVON ST
12389000,1122 SALTER ST
7540000,1917 RIVER DR
742000,74 MERIVALE ST
10113000,1935 EIGHTH AVE
3118000,511 FADER ST
1642000,476 GLENBROOK DR
14600561,251 SALTER ST
12974000,640 EWEN AVE
8985502,1112 EIGHTH AVE
5869000,110 THIRD AVE
10610000,124 DURHAM ST
1634000,444 GLENBROOK DR
13964036,111 FOUNDRY ROW
8238000,1509 STEWARDSON WAY
3728002,325 WELLS GRAY PL
9444000,1110 EDINBURGH ST
9591000,912 HILL ST
3882000,370 KEARY ST
13964013,107 STAR CRES
3270000,91 MINER ST
366501,
12310030,160 HENDRY PL
4277000,448 ALBERTA ST
14600520,214 JENSEN ST
12440063,180 SUZUKI ST
7956000,1529 SEVENTH AVE
5458000,321 QUEENS AVE
5858000,224 SECOND ST
8799000,1215 FIFTH AVE
7705000,1726 NANAIMO ST
15474000,2222 EDINBURGH ST
12875000,232 LAWRENCE ST
7992000,1520 SEVENTH AVE
13359100,809 EWEN AVE
9109000,1206 SEVENTH AVE
4567502,422 SHERBROOKE ST
4384000,225 ARCHER ST
10626000,108 DURHAM ST
10615000,123 SEVENTH AVE
10712000,737 FOURTH ST
14561000,291 FURNESS ST
11698000,821 FIFTH ST
11383000,115 OVENS AVE
12840000,233 HOWES ST
12440006,180 SPAGNOL ST
7783000,1923 SEVENTH AVE
9368000,1019 LONDON ST
2953000,473 WILSON ST
9922000,1803 EIGHTH AVE
4895000,627 CUMBERLAND ST
9754000,1525 LONDON ST
4492000,207 E SEVENTH AVE
14569000,259 FURNESS ST
8828000,525 THIRTEENTH ST
12410012,1219 PRETTY CRT
9978000,1810 LONDON ST
8906001,1013 SIXTH AVE
1268100,500 ROYAL AVE
3841000,352 SIMPSON ST
11156000,52 E TENTH AVE
4415000,316 E SIXTH AVE
3116000,515 FADER ST
10118000,910 TENTH AVE
12700518,176 PHILLIPS ST
1413000,505 QUEENS AVE
9964000,1840 DUBLIN ST
1059000,825 ROYAL AVE
6283000,1031 CORNWALL ST
9906000,1718 EDINBURGH ST
12700601,165 DOCKSIDE CRT
5159000,821 YORK ST
7003000,424 EIGHTH ST
5004000,109 RICKMAN PL
10951000,624 SIXTH ST
9105000,1219 NANAIMO ST
9724000,1501 EDINBURGH ST
9104000,1214 SEVENTH AVE
6062000,322 THIRD ST
10197000,806 DUBLIN ST
9567501,1305 EDINBURGH ST
8829000,1315 FIFTH AVE
7906000,1603 HAMILTON ST
3667000,463 E COLUMBIA ST
2979000,428 WILSON ST
12310049,773 SOUTH DYKE RD
13511000,309 JARDINE ST
2848000,463 FADER ST
3103000,514 KELLY ST
11548000,206 BLACKMAN ST
16246901,433 BOYD ST
14584000,261 SALTER ST
16200982,1404 FOURTH AVE
10144000,929 TENTH ST
589000,64 EIGHTH ST
4036000,428 E EIGHTH AVE
4070000,451 E EIGHTH AVE
1635000,448 GLENBROOK DR
5683000,220 ELEVENTH ST
1044000,131 EIGHTH ST
4034000,424 E EIGHTH AVE
8928000,622 TENTH ST
9672000,1413 EDINBURGH ST
13964026,128 STAR CRES
11510000,229 SANDRINGHAM AVE
8081000,522 FOURTEENTH ST
12365006,115 JARDINE ST
5763000,236 EIGHTH ST
3142000,513 GARRETT ST
11404000,115 SINCLAIR AVE
9015000,1103 HAMILTON ST
4571000,414 SHERBROOKE ST
8425000,117 REGINA ST
13031000,222 BOYNE ST
1543000,609 E COLUMBIA ST
3307000,121 E COLUMBIA ST
3426000,237 E COLUMBIA ST
3818000,128 RICHMOND ST
4306000,708 CUMBERLAND ST
12440061,1299 RAMA AVE
10381000,707 COLBORNE ST
7917000,1406 EIGHTH AVE
15378000,2118 HAMILTON ST
4494001,147 E SEVENTH AVE
10777000,301 PRINCESS ST
15593000,2301 DUBLIN ST
12890000,833 SALTER ST
5173000,828 WILLIAM ST
11729000,846 FIFTH ST
8624000,716 SIXTH AVE
12700533,145 PHILLIPS ST
4821000,827 SURREY ST
6778000,403 BENT CRT
65000,31 RELIANCE CRT
8926001,626 TENTH ST
5781000,708 THIRD AVE
4676000,329 CHURCHILL AVE
824000,121 THIRD ST
6092000,307 FIFTH ST
8051000,1426 SEVENTH AVE
9916000,1725 EIGHTH AVE
9194100,1317 NANAIMO ST
3415000,E COLUMBIA ST
6050000,309 PINE ST
13173000,309 PEMBINA ST
13232200,330 PEMBINA ST
9359000,1010 LONDON ST
7678502,618 SIXTEENTH ST
4700000,922 BURNABY ST
10189000,910 DUBLIN ST
13035001,205 WOOD ST
13964041,151 FOUNDRY ROW
8112000,1422 SIXTH AVE
5520501,811 MILTON ST
9822000,1602 LONDON ST
3341000,115 DEBECK ST
15547000,2116 DUBLIN ST
3259000,83 RICHMOND ST
3973000,345 HOSPITAL ST
6076001,334 PINE ST
13914000,333 EWEN AVE
4400000,230 DEVOY ST
7804000,719 TWENTIETH ST
15604000,2222 LONDON ST
3969000,327 BUCHANAN AVE
3782001,318 NOOTKA ST
9061000,1116 NANAIMO ST
9407000,1124 LONDON ST
10686001,211 DURHAM ST
7723000,1618 SEVENTH AVE
13141000,503 EWEN AVE
12489020,1209 ECKERT AVE
9782000,1620 EDINBURGH ST
6909000,1210 CAMERON ST
3616000,336 WARD ST
3124000,506 FADER ST
9897000,1723 EDINBURGH ST
10758000,224 SEVENTH AVE
3847000,366 SIMPSON ST
1128000,1009 AUCKLAND ST
8284000,1500 FOURTH AVE
12700579,151 PIER PL
845000,205 CLINTON PL
8289000,10 LAGUNA CRT
12937000,722 EWEN AVE
5064000,124 RICKMAN PL
11448000,219 EIGHTH AVE
3810000,358 ALBERTA ST
4997000,131 RICKMAN PL
4600001,411 SHERBROOKE ST
6057000,321 PINE ST
2987000,413 ROUSSEAU ST
12310026,803 SOUTH DYKE RD
9599000,1320 TENTH AVE
3271000,93 MINER ST
15520000,2039 EIGHTH AVE
8613000,522 SEVENTH ST
7762000,1827 SEVENTH AVE
12986000,252 PEMBINA ST
42000,1065 QUAYSIDE DR
4208000,114 CARROLL ST
4346000,424 ALBERTA ST
10664000,310 DURHAM ST
7629000,1817 SIXTH AVE
6384000,1112 FOURTH AVE
5815000,225 FOURTH ST
1610000,340 GINGER DR
3848000,372 SIMPSON ST
9534001,812 TWELFTH ST
5070000,139 CHURCHILL AVE
4879000,146 E SEVENTH AVE
11529000,836 SECOND ST
3386000,209 E COLUMBIA ST
12489005,1232 GALBRAITH AVE
4039000,408 BLAIR AVE
5783000,704 THIRD AVE
4173000,554 AMESS ST
4043000,424 BLAIR AVE
10042000,1924 LONDON ST
12357000,131 SPRICE ST
12506000,1314 EWEN AVE
12440003,186 SPAGNOL ST
9079001,NANAIMO ST
1969000,589 COLBY ST
16093000,814 COLUMBIA ST
8056000,1412 SEVENTH AVE
628000,68 SIXTH ST
9629000,1407 LONDON ST
817000,228 MANITOBA ST
5557000,218 MOWAT ST
6675000,217 ST. PATRICK ST
2932000,415 WILSON ST
3040000,90 BRAID ST
3091000,511 KELLY ST
7877000,714 CURNEW ST
3702100,514 GARFIELD ST
7694001,1706 NANAIMO ST
7851000,1807 HAMILTON ST
11259000,69 MOTT CRES
10168000,811A DUBLIN ST
2570000,660 E COLUMBIA ST
9923000,1805 EIGHTH AVE
1612000,45 BLACKBERRY DR
273000,350 COLUMBIA ST
3146000,121 BRAID ST
12700528,138 PHILLIPS ST
13230000,324 PEMBINA ST
6386000,333 LOUELLEN ST
13313000,303 WOOD ST
9802000,1610 DUBLIN ST
7683001,1624 NANAIMO ST
5847002,233 TOWNSEND PL
12440034,1318 RAMA AVE
9035000,1103 SEVENTH AVE
