Name,Description,Category,Hours,Location,PC,Phone,Email,Website,X,Y
Inclusion BC - On My Way Program,A project to help students with special needs and their families prepare for life after high school.,"Education, Language and Literacy",,227 Sixth Street,V3L 3A5,(604)777-9100,info@inclusionbc.org,http://transitionplanningbc.ca/,-122.91375364044,49.2082538597676
New Westminster Public Library - Main Branch,"Offers electronic and written resources (books, videos etc), learning related events and programs for children, teens and adults. Also has ESL conversation circles.","Education, Language and Literacy","Monday-Thursday, 9:30 am - 9 pm, Friday & Saturday, 9:30 am - 6 pm, Sunday, 12 pm- 5 pm",716 Sixth Avenue,V3M 2B3,(604)527-4660,askus@nwpl.ca,http://www.nwpl.ca/,-122.922381391691,49.2116721626214
New Westminster Public Library - Queensborough Branch,"Offers electronic and written resources (books, videos etc), learning related events and programs for children, teens and adults. Also has ESL conversation circles.","Education, Language and Literacy","Monday & Saturday, 10 am - 2 pm, Tuesday & Thursday, 12 pm - 8 pm, Wednesday and Friday, 10 am - 6 pm",920 Ewen Avenue,V3M 5C8,(604)636-4450,askus@nwpl.ca,http://www.nwpl.ca/,-122.943616871855,49.1858839255447
New Westminster School District - Adult Learning Centre (Downtown),"Provides community education courses, including high school upgrade courses. Language learning centre provides English language learning courses.","Education, Language and Literacy",,1001 Columbia Street,V3M 1C4,(604)517-6191,,http://www.ce40.ca/,-122.916364333488,49.2004722905234
New Westminster School District - Adult Learning Centre and Language Learning Centre (Pearson),"Provides community education courses, including high school upgrade courses. Language learning centre provides English language learning courses.","Education, Language and Literacy",,835 Eighth Street,V3M 3S9,(604)517-6286,,http://www.ce40.ca/,-122.928428551803,49.2159619521255
New Westminster School District - General (School Board office),"Provides public education for elementary, middle, and secondary school students at various schools throughout New Westminster.","Education, Language and Literacy",,2/F - 1001 Columbia Street,V3M 1C4,(604)517-6240,,http://district.sd40.bc.ca/,-122.916364333488,49.2004722905234
New Westminster School District - Power Program,High school completion program for ages 16-18 years old.,"Education, Language and Literacy",,1001 Columbia Street,V3M 1C4,(604)517-6159,,http://district.sd40.bc.ca/power/about,-122.916364333488,49.2004722905234
New Westminster School District - SIGMA Youth Adult Learning Centre,Offers flexible high school completion program for students ages 16-18 years old.,"Education, Language and Literacy",,835 Eighth Street,V3M 3S9,(604)517-6292,sigma@sd40.bc.ca,http://district.sd40.bc.ca/programs-services/sigma,-122.928428551803,49.2159619521255
New Westminster School District - Urban First Nations Learning Support Centre,Offers courses and services (including grade 12 diploma - Adult Dogwood) for Aboriginal People.,"Education, Language and Literacy","Monday to Thursday, 11:30 am - 2:30 pm (September to June)",1001 Columbia Street,V3M 1C4,(604)517-6191,,http://district.sd40.bc.ca/programs-services/urban-first-nations-learning-support-centre,-122.916364333488,49.2004722905234
Purpose Society - English Made Easy Program,"Provides an opportunity for parents, grandparents and children (up to six years of age) to learn English, make friends, enjoy great food and learn about other cultures.","Education, Language and Literacy","Wednesday, 10 am - 12 pm",40 Begbie Street,V3M 3L9,(604)526-2522,,http://www.purposesociety.org/Parenting_Groups.html,-122.911256858635,49.2021036903705
Purpose Society - Purpose Secondary School,High school graduation program for grades 9 to 12.,"Education, Language and Literacy",,40 Begbie Street,V3M 3L9,"(604)528-6014 (September-June phone), (604)526-2522 (July/August phone)",purpose_school@telus.net,http://www.purposesecondary.org/WELCOME.html,-122.911256858635,49.2021036903705
UFCW - 247 Training and Education Centre,Offers various career related and skills courses.,"Education, Language and Literacy",,544 Columbia Street,V3L 1B1,(604)523-5421,webCampusadmin@ufcw.ca,http://www.ufcw247trainingcentre.com/,-122.907135620681,49.203255244649
Union Gospel Mission,Provides monthly lifeskills programming and workshops. ,"Education, Language and Literacy",,658 Clarkson Street,V3M 1E1,(604)525-8989,contact@ugm.ca ,https://www.ugm.ca/program-meal-times/,-122.909344160531,49.2027993084214
Century House Senior Peer Counselling,Trained senior volunteers provide free and confidential one-on-one support to older adults (50+) to help meet life's challenges.,Seniors Services,,620 Eighth St,V3M 3S2,(604)519-1064,,http://www.centuryhouseassociation.com/?p=519,-122.927268282171,49.2118039424
New Westminster Mental Health Centre,"Offers outreach assessment, consultation and follow-up services for seniors experiencing psychiatric problems such as dementia.",Seniors Services,,2/F - 403 Sixth St,V3L 3B1,(604)777-6800,,,-122.91645291714,49.2105154155817
"New Westminster Parks, Culture and Recreation - Century House","Serves as a community focal point for older adults (50+) and provides a variety of education, leisure, recreation and social programs.",Seniors Services,,620 Eighth St,V3M 3S2,(604)519-1066,,http://www.newwestpcr.ca/recreation/recreation_centres/century_house.php,-122.927268282171,49.2118039424
New Westminster Police Department Elder Abuse Unit,Offers victim assistance to seniors who may be experiencing elder abuse or neglect within a relationship. Offered in partnership with Family Services of Greater Vancouver.,Seniors Services,,555 Columbia St,V3L 1B2,(604)529-2459,,http://www.nwpolice.org/,-122.907635119206,49.2037035229253
Queen's Park Care Centre,Provides residential care programs and services to seniors.,Seniors Services,,315 McBride Blvd,V3L 5E8,(604)520-0911,,http://www.fraserhealth.ca/find-us/services/residential-care/residential-care---new-westminster/qu,-122.902339410109,49.2169325249889
Queensborough 50+ Social Club,"Offers opportunities for friendship, fun and social interaction. Activities and programs include bingo, a social luncheon and volunteer opportunities.",Seniors Services,,920 Ewen Ave,V3M 5C8,(604)525-7388,,http://www.newwestpcr.ca/recreation/recreation_centres/queensborough_community_centre.php,-122.943616871855,49.1858839255447
Sapperton Old Age Pensioners Association,"Offers opportunities for friendship, fun and social interaction.",Seniors Services,,318 Keary St,V3L 3L3,(604)525-4686,,,-122.893975151639,49.2252874706557
Seniors Services Society,"Offers a range of services to seniors, including a dining and lunch program, grocery shopping, housing services and meals-on-wheels.",Seniors Services,,750 Carnarvon St,V3M 1E7,(604)520-6621,,http://www.seniorsservicessociety.ca/contact.html,-122.911602367443,49.202383459116
Douglas College Food Bank,Provides food bank services for Douglas College students.,Food Programs and Services,"Monday-Friday, 9:00 am - 4:00 pm",700 Royal Avenue,V3M 5Z5,(604)527-5110,nwcoordinator@douglasstudentsunion.ca,http://dsu18.ca/services/food-bank/,-122.91274781516,49.2035020141153
Ecole Qayqayt Elementary School - Hot Lunch Program,Provides an in-house hot lunch program for Ecole Qayqayt Elementary School Students (grades K-7).,Food Programs and Services,,85 Merivale Street,V3L 0G2,(604)517-6168,bwheeler@sd40.bc.ca,http://district.sd40.bc.ca/services/school-meals,-122.905121171493,49.2079363131596
Holy Trinity Anglican Cathedral - Breakfast Program,Drop-in breakfast.,Food Programs and Services,"Thursday, 8:00 am - 9:00 am",514 Carnarvon Street,V3L 1C4,(604)521-2511,,http://holytrinitycathedral.ca/our-programs/breakfast-program/,-122.907515335807,49.2046094920071
Lord Kelvin Elementary School - Hot Lunch Program,Provides an in-house hot lunch program for Lord Kelvin Elementary School Students (grades K-7).,Food Programs and Services,,1010 Hamilton Street,V3M 2M9,(604)517-6168,bwheeler@sd40.bc.ca,http://district.sd40.bc.ca/services/school-meals,-122.930192100867,49.2107343430156
New Westminster Family Place,Food bank drop-in.,Food Programs and Services,"Tuesday - Wednesday, 9:00 am - 11:00 am",101 - 93 Sixth Street,V3L 2Z8,(604)520-3666,info@nwfamily.bc.ca,http://nwfamily.bc.ca/?page_id=21,-122.909922117847,49.2053088668964
Port Royal Community Garden,"New Westminster residents can grow food in a community garden in Port Royal. Actual community garden is located in Port Royal Park (near Star Crescent); location shown is just the administrative location. There are other community gardens in New Westminster, with more information available on the New Westminster Parks and Rec Society website (http://www.newwestpcr.ca/parks/park_amenities/community_gardens.php).",Food Programs and Services,,920 Ewen Avenue,V3M 5C8,(604)525-7388,rchadwick@newwestcity.ca,http://www.portroyalgardens.ca/about/,-122.943616871855,49.1858839255447
Pregnancy Outreach Programs - Olivet Baptist Church,"These programs assist pregnant women and their infants who need extra help and support. Programs may provide weekly lunches, food vouchers and prenatal vitamins. Program provided through Burnaby Family Life Institute.",Food Programs and Services,"Tuesday, 10:30 am - 1:00 pm for moms and babies up to 6 months, Tuesday, 12:00 pm - 2:30 pm for pregnant women",613 Queens Avenue,V3M 1L1,(604)659-2200,bfl_info@burnabyfamilylife.org,http://www.fraserhealth.ca/find-us/services/our-services?program_id=13648,-122.914210700358,49.2068182806286
Queen Elizabeth Elementary School - Hot Lunch Program,Provides an in-house hot lunch program for Queen Elizabeth Elementary School Students (grades K-4).,Food Programs and Services,,921 Salter Street,V3M 6G8,(604)517-6168,bwheeler@sd40.bc.ca,http://district.sd40.bc.ca/services/school-meals,-122.943572316279,49.1848190369933
Queens Avenue United Church - Community Lunch,Community lunch.,Food Programs and Services,"Wednesday, 11:30 am - 1:00 pm",529 Queens Avenue,V3L 1K2,(604)522-1606,queensaveuc@telus.net,http://queensavenue.org/ministries/community-lunch/,-122.912492843019,49.2076533302657
Queensborough Middle School - Hot Lunch Program,Provides an in-house hot lunch program for Queensborough Middle School Students (grades 5-8).,Food Programs and Services,,833 Salter Street,V3M 6G8,(604)517-6168,bwheeler@sd40.bc.ca,http://district.sd40.bc.ca/services/school-meals,-122.940931470779,49.1863200134238
Saint Barnabas Anglican Church- Community Meal and Food Cupboard Programs,Community meal provides lunch and is open to all. Food cupboard program provides emergency food hampers for a couple of meals.,Food Programs and Services,"Community Meal: Thursday, 11:00 am, Emergency Food Cupboard: Friday, 10:00 am-12:00 pm",1010 Fifth Avenue,V3M 1Y5,(604)526-6646,,http://stbarnabasparish.ca/ministry/,-122.925520522079,49.207702269467
Salvation Army - Community Lunch and Food Programs,"Community lunch program. Drop in food program (free bread), emergency food rations available by appointment. Also has a produce day program.",Food Programs and Services,"Emergency food program: Monday-Friday, 10:00 am - 12:00 pm (by appointment). Saturday Brunch: Saturday, 10:00 am. Sunday meal program: Sunday, 12:30 pm, Produce day program: Wednesday, 1:00 pm",325 Sixth Street,V3L 3A9,(604)521-2421,,http://www.salvationarmy.ca/britishcolumbia/regions/,-122.915678834089,49.2098241948219
Spirit of the Children Society - Traditional Kitchen for Aboriginal Families and Youth,"Create a meal together in positive environment, share and learn recipes, learn how to shop for foods on a budget, learn about healthy eating habits, and experience traditional Aboriginal foods.",Food Programs and Services,,201 - 768 Columbia Street,V3M 1B4,(604)524-9113,reception@sotcs.ca,http://www.sotcs.ca/programsservices/traditional-kitchen-for-aboriginal-families-and-youth/,-122.910794429807,49.2011897037881
Union Gospel Mission,Breakfast and soup programs.,Food Programs and Services,"Breakfast Service: Monday-Friday, 8:30 am - 9:30 am, Soup Service: Monday-Friday, 11:15 am - 12:00 pm",658 Clarkson Street,V3M 1E1,(604)525-8989,contact@ugm.ca ,https://www.ugm.ca/program-meal-times/,-122.909344160531,49.2027993084214
Association of Community Organizations for Reform Now (ACORN),"ACORN has many social justice advocacy campaigns, including campaigns supporting affordable housing and renters.","Housing Outreach, Advocacy and Referral",,2 - 630B Carnarvon Street,V3M 1E5,(604)522-8706,bcacorn@acorncanada.org,https://www.acorncanada.org/campaign,-122.909636869742,49.2034967437016
Aunt Leah's Place,Provides housing subsidy program (HELPS) for former foster children. Also manages a Housing First LINK program that can connect foster youth with housing options.,"Housing Outreach, Advocacy and Referral",,816 Twentieth Street,V3M 4W6,(604)525-1204,auntleahs@auntleahs.org,http://auntleahs.org/find-help/housing/housing-and-education-link-subsidy-program-helps/,-122.949260111273,49.2032358968529
CMHA (Canadian Mental Health Association) - Vancouver Fraser Branch,"Provides a variety of housing assistance programs for persons with mental illness, including subsidy programs and case managers that assist people with finding housing.","Housing Outreach, Advocacy and Referral",,435 Sixth Street,V3L 3B1,(604)516-8080,info.vf@cmha.bc.ca,http://vancouver-fraser.cmha.bc.ca/how-we-can-help/housing-programs/new-westminster-office,-122.917930312436,49.2115459529873
Lookout Emergency Aid Society Housing Outreach Team,"Assists people on the street or at high risk of eviction with their housing needs. Services include advocacy, assessment, liason and referral.","Housing Outreach, Advocacy and Referral",,740 Carnarvon Street,V3M 1E7,(604)529-9126 ext 106,ornewwest@lookoutsociety.ca,http://lookoutsociety.ca/solutions/our-programs/outreach,-122.911602367443,49.202383459116
MOSAIC,Settlement workers can help newcomers to Canada in finding a place to live.,"Housing Outreach, Advocacy and Referral",,519 Seventh Street,V3M 6A7,(604)438-8214,mosaic@mosaicbc.com ,http://www.mosaicbc.com/settlement-services/general-support/information-newcomers-your-first-steps-bc,-122.920455471798,49.2122174509471
New Westminster Homelessness Coalition Society - I's on the Street,"As part of I's on the Street program, helps to connect homeless or at risk of homeless people with support services such as shelter and housing.","Housing Outreach, Advocacy and Referral",,750 Carnarvon Street,V3M 1E7,,info@nwhomeless.ca,http://nwhomeless.ca/?page_id=144,-122.911602367443,49.202383459116
Seniors Services Society,"Provides housing counseling, housing outreach services, and a shelter program for homeless and at risk seniors (55+).","Housing Outreach, Advocacy and Referral","Monday - Friday, 8:30 am - 12:30 pm, 1:00 pm - 4:30 pm",750 Carnarvon Street,V3M 1E7,(604)520-6621,housing@seniorsservicessociety.ca,http://www.seniorsservicessociety.ca/hhome.htm,-122.911602367443,49.202383459116
Spirit of the Children Society,Support for families needing support to obtain or sustain their housing. Program is based on the Seven Sacred Teachings and the Medicine Wheel.,"Housing Outreach, Advocacy and Referral",,201 - 768 Columbia Street,V3M 1B4,(604)524-9113 ext 2227,reception@sotcs.ca,http://www.sotcs.ca/programsservices/aboriginal-family-housing-support/,-122.910794429807,49.2011897037881
Fraserside Community Services - Subsidy Programs,"Provides subsidies for the following programs for low income New Westminster residents: Parks, Culture and Recreation subsidies (for New Westminster Parks, Recreation and Culture programs), Kidsport BC grants (subsidized registration fees for sports programs for children) and Camping Bureau (subsidized registration fees for children's summer camps).","Parks, Recreation and Community School Programming","Hours vary by program, please visit website for more details",2/F - 519 Seventh Street,V3L 3B7,(604)522-3722 ext 120,info@fraserside.bc.ca,http://www.fraserside.bc.ca/mental-health-and-counselling/community-desk/,-122.920455471798,49.2122174509471
New Westminster Community Schools,"Community Schools are committed to bringing programs and services to district schools in seven core programming and service areas: physical activity, arts and exploration, literacy, leadership, social responsibility, resources for children, youth and families, community engagement and health and wellness.","Parks, Recreation and Community School Programming",,2/F - 1001 Columbia Street,V3M 1C4,(604)517-6240,"District Community School Coordinators: Robin Stewart (rstewart@sd40.bc.ca), Andrea Owen (aowen@sd40.bc.ca)",http://district.sd40.bc.ca/services/community-schools,-122.916364333488,49.2004722905234
"New Westminster Parks, Culture and Recreation - Canada Games Pool","Indoor swimming and fitness facilities, including aquatics and fitness programming. There are free swims during certain periods of the week/month, please contact New Westminster Parks, Culture and Recreation or view the Active Living Guide for details. ","Parks, Recreation and Community School Programming","Facility is open on Monday-Thursday, 6:00 am - 9:55 pm, Friday, 6:00 am - 10:25 pm, Saturday, 8:00 am - 8:25 pm, Sunday, 8:00 am - 9:55 pm , hours for particular programs and services vary",65 East Sixth Avenue,V3L 4G6,(604)526-4281,,http://www.newwestpcr.ca/recreation/recreation_centres/canada_games_pool.php,-122.907238844176,49.2215815604621
"New Westminster Parks, Culture and Recreation - Centennial Community Centre","Offers various fitness, sports, culture, arts and other programming.","Parks, Recreation and Community School Programming","Monday-Friday, 9:00 am - 8:30 pm, Friday, 9:00 am - 8:00 pm, Saturday, 8:00 am - 1:00 pm, Sunday, 8:30 am - 12:00 pm",65 East Sixth Avenue,V3L 4G6,(604)777-5100,,http://www.newwestpcr.ca/recreation/recreation_centres/centennial_community_centre.php,-122.907238844176,49.2215815604621
"New Westminster Parks, Culture and Recreation - Century House",Offers various programs for persons 50+ years old.,"Parks, Recreation and Community School Programming","Monday-Friday, 9:00 am - 9:00 pm, Saturday, 9:00 am - 4:00 pm, Sunday, 12:00 pm - 4:00 pm (reduced hours during July & August)",620 Eighth Street,V3M 3S2,(604)519-1066,,http://www.newwestpcr.ca/recreation/recreation_centres/century_house.php,-122.926028614476,49.2117562492566
"New Westminster Parks, Culture and Recreation - Hume Park Outdoor Pool","Outdoor swimming facilities, including aquatics programming. There are free swims during certain periods of the week, please contact New Westminster Parks, Culture and Recreation or view the Active Living Guide for details.","Parks, Recreation and Community School Programming",Variable (weather-dependent) but usually open from late June to Labour Day from 1:15 pm - 8:00 pm,660 East Columbia Street,,(604)526-4281,,http://www.newwestpcr.ca/recreation/recreation_centres/canada_games_pool/outdoor_pools.php,-122.891745587675,49.2331878204155
"New Westminster Parks, Culture and Recreation - Moody Park Arena",Indoor ice skating rink that offers various ice sports related programs.,"Parks, Recreation and Community School Programming",Hours vary depending on season,701 Eighth Avenue,V3M 2R2,(604)525-5301,,http://www.newwestpcr.ca/recreation/recreation_centres/moody_park_arena.php,-122.926178371895,49.2155633242259
"New Westminster Parks, Culture and Recreation - Moody Park Outdoor Pool","Outdoor swimming facilities, including aquatics programming. There are free swims during certain periods of the week, please contact New Westminster Parks, Culture and Recreation or view the Active Living Guide for details .","Parks, Recreation and Community School Programming",Variable (weather-dependent) but usually open from late June to Labour Day from 1:15 pm - 8:00 pm,701 Tenth Street ,,(604)526-4281,,http://www.newwestpcr.ca/recreation/recreation_centres/canada_games_pool/outdoor_pools.php,-122.928163477578,49.2113182381197
"New Westminster Parks, Culture and Recreation - Museum and Archives (located at Anvil Centre)",Offers various cultural programs and exhibits at museum and archives.,"Parks, Recreation and Community School Programming","Monday-Wednesday, Friday-Sunday, 10:00 am - 5:00 pm, Thursday, 10:00 am - 8:00 pm",777 Columbia Street,V3M 1B6,(604)515-8330,anvilcentre@newwestcity.ca,http://www.newwestpcr.ca/culture/museum_and_archives.php,-122.91119907006,49.2017960462142
"New Westminster Parks, Culture and Recreation - Queens Park Arena",Indoor ice skating rink that offers various ice sports related programs (and other sports during summer months). Location is within Queens Park itself near 3rd Avenue entrance.,"Parks, Recreation and Community School Programming",Hours vary depending on season,600 First Street ,,(604)777-5111,,http://www.newwestpcr.ca/recreation/recreation_centres/queens_park_arena.php,-122.905772546723,49.2148269863151
"New Westminster Parks, Culture and Recreation - Queens Park Arenex",Indoor facility that includes a gymnasium and has various sports programs. Location is within Queens Park itself near 3rd Avenue entrance.,"Parks, Recreation and Community School Programming","Program hours vary, refer to Active Living Guide for more details",600 First Street ,,(604)777-5121,,http://www.newwestpcr.ca/recreation/recreation_centres/queens_park_arenex.php,-122.903452149245,49.2144728535827
"New Westminster Parks, Culture and Recreation - Queensborough Community Centre","Facility includes a fitness centre, gymnasium, a library, meeting rooms and more. Various programs offered.","Parks, Recreation and Community School Programming","Monday-Friday, 7:00 am - 9:30 pm, Saturday, 8:30 am - 5:30 pm, Sunday, 8:30 am - 8:30 pm",920 Ewen Avenue,V3M 5C8,(604)527-7388,,http://www.newwestpcr.ca/recreation/recreation_centres/queensborough_community_centre.php,-122.943616871855,49.1858839255447
"New Westminster Parks, Culture and Recreation - Youth Centre","Indoor facility with a gymnasium, fitness centre and various activities for youth (13-18 years old).","Parks, Recreation and Community School Programming","Monday-Thursday, 3:15 pm - 9:00 pm, Friday-Saturday, 3:15pm-11:00pm",620 Eighth Street,V3M 3S2,(604)515-3801,,http://www.newwestpcr.ca/recreation/youth_centre.php,-122.926028614476,49.2117562492566
British Columbia Provincial Government - Ministry of Children and Family Development,Provides child and youth mental health services.,"Health, Mental Health & Addictions Services",,201 - 1065 Columbia Street,V3M 6H7,(604)660-9495,,http://www.mcf.gov.bc.ca/sda/contacts.htm,-122.919059067005,49.2007529676227
Canadian Mental Health Association (Vancouver - Fraser Branch),"Offers education, housing and outreach services for mental health clients.","Health, Mental Health & Addictions Services",,435 Sixth Street,V3L 3B1,(604)516-8080,info.vf@cmha.bc.ca,http://vancouver-fraser.cmha.bc.ca/,-122.917930312436,49.2115459529873
Community Mental Health Centre - New Westminster Mental Health Office ,Provides a variety of mental health services.,"Health, Mental Health & Addictions Services",,2/F - 403 Sixth Street,V3L 3B1,(604)777-6800,,http://www.fraserhealth.ca/find-us/services/our-services?program_id=8715,-122.91645291714,49.2105154155817
DEWY (Pacific Community Resources),DEWY assists youth aged 13 to 18 years old who have problems with alcohol and/or drug use. ,"Health, Mental Health & Addictions Services",,102 - 332 Columbia Street,V3L 1A6,(604)523-5652,,http://www.pcrs.ca/dewy,-122.904203878924,49.2048999974751
Douglas College Dental Assisting Clinic,Provides reduced cost preventative dental services for patients between the ages of 4 and 25 years old.,"Health, Mental Health & Addictions Services",By appointment,700 Royal Avenue,V3M 5Z5,(604)527-5464,,http://www.douglascollege.ca/programs-courses/faculties/health-sciences/dental-assisting/dental-clinic-preventative-services,-122.91274781516,49.2035020141153
Family Services of Greater Vancouver - Counselling Services,"Provides counselling services to families, children and adults.","Health, Mental Health & Addictions Services",,321 Sixth Street,V3L 3A7,(604)874-2938,,http://www.fsgv.ca/find-the-support-you-need/counselling/,-122.915243009316,49.2094571459841
Fraser Health Authority - New Westminster Public Health Unit,"Provides a variety of public health services, including vaccines.","Health, Mental Health & Addictions Services",,610 Sixth Street,V3L 3C2,(604)777-6740,,http://www.fraserhealth.ca/find-us/locations/our-locations?site_id=2505,-122.922525725356,49.2124900065366
Fraser Health Authority - Royal Columbian Hospital,"Hospital that provides a variety of services including trauma care, birth services, emergency services etc.","Health, Mental Health & Addictions Services","Facility is open 7 days a week, 24 hours a day",330 East Columbia Street,V3L 3W7,"(604)520-4253 (non-emergency), 911 (emergency)",,http://www.fraserhealth.ca/find-us/locations/our-locations?site_id=1789,-122.891346222975,49.2267606074921
Fraserside Community Services - Children Who Witness Abuse,Fraserside’s Children Who Witness Abuse (CWWA) program provides group and individual counselling to children who have been affected by witnessing the abuse of a parent or caregiver.,"Health, Mental Health & Addictions Services",,2/F - 519 Seventh Street,V3M 6A7,(604)522-3722 ext 118,,http://www.fraserside.bc.ca/mental-health-and-counselling/children-who-witness-abuse/,-122.920455471798,49.2122174509471
Inpatient Psychiatry Unit at Sherbrooke Centre (Royal Columbian Hospital),Provides services to admitted inpatients requiring further support managing mental health issues.,"Health, Mental Health & Addictions Services",,260 Sherbrooke Street,V3L 3M2,(604)520-4253,,http://www.fraserhealth.ca/find-us/services/our-services?program_id=8962,-122.89127334917,49.227544487801
Last Door Recovery Centre,Long-term residential treatment centre for men who are experiencing problematic substance misuse.,"Health, Mental Health & Addictions Services",,323 Eighth Street,V3M 3R3,(604)525-9771,adult@lastdoor.org,http://www.lastdoor.org,-122.919150664363,49.2078035462491
Last Door Youth Program,Residential Program for male youth ages 14 to 18 who are experiencing problematic substance misuse. ,"Health, Mental Health & Addictions Services",,109 Ash Street,V3M 3M2,(604)520-3587,youth@lastdoor.org,http://www.lastdoor.org,-122.914357337437,49.2045851732334
New West UBC Counselling Centre,"Provides free counselling to adults, adolescents, and families from September to June.","Health, Mental Health & Addictions Services",,821 Eighth Street,V3M 3S9,(604)525-6651,,http://ecps.educ.ubc.ca/counselling-centres/new-westminster-ubc-counselling-centre/,-122.928428551803,49.2159619521255
New Westminster Homelessness Coalition Society - I's on the Street,"As part of I's on the Street program, helps to connect homeless or at risk of homeless people with support services such as addictions and mental health.","Health, Mental Health & Addictions Services",,750 Carnarvon Street,V3M 1E7,,info@nwhomeless.ca,http://nwhomeless.ca/?page_id=144,-122.911602367443,49.202383459116
New Westminster Public Health Unit - Prevention and Health Promotion for Substance Use,The prevention and health promotion for substance use services provides support services to improve the health and functioning of children and youth with mental health disorders or potential problematic substance misuse.,"Health, Mental Health & Addictions Services","Monday to Friday, 8:30am-4:30pm",218 - 610 Sixth Street,V3L 3C2,(604)777-6740,,http://www.fraserhealth.ca/find-us/services/our-services?program_id=13656,-122.922525725356,49.2124900065366
Perspectives Adult & Youth Addiction Services,"Provides free one-to-one and group counseling services to anyone affected, either directly or indirectly by the misuse of alcohol or other drugs. Self referrals accepted.","Health, Mental Health & Addictions Services","Monday to Friday, 9:00 am-12:00 pm, 1:00 pm-5:00 pm",2/F - 519 Seventh Street,V3M 6A7,(604)522-3722 ext 101,info@fraserside.bc.ca,http://www.fraserside.bc.ca/mental-health-and-counselling/perspectives-addiction-services,-122.920455471798,49.2122174509471
Pregnancy Outreach Programs - Olivet Baptist Church,"Provides programs that assist pregnant women and their infants who need extra help and support. Programs may provide weekly lunches, food vouchers, prenatal vitamins, educational sessions, and one-on-one support from trained volunteer mentors. Program provided through Burnaby Family Life Institute.","Health, Mental Health & Addictions Services","Tuesday, 10:30 am - 1:00 pm for moms and babies up to 6 months, Tuesday, 12:00 pm - 2:30 pm for pregnant women",613 Queens Avenue,V3M 1L1,(604)659-2200,bfl_info@burnabyfamilylife.org,http://www.fraserhealth.ca/find-us/services/our-services?program_id=13648,-122.914210700358,49.2068182806286
Purpose Society - Youth Clinic,Youth can talk with an alcohol or drug counsellor or therapist.,"Health, Mental Health & Addictions Services","Tuesday, 2:30 pm - 6:00 pm, Thursday, 3:00 pm - 7:00 pm",38 Begbie Street,V3M 3L9,(604)526-2522,,http://www.purposesociety.org/Youth_Clinic.html,-122.911256858635,49.2021036903705
Purpose Society Community Clinic and Resource Centre for Adults,Free walk-in clinic to improve the health and wellbeing of people who may otherwise be unable to receive treatment.,"Health, Mental Health & Addictions Services","First and third Friday of every month, 11:00 am - 1:00 pm",40 Begbie Street,V3M 3L9,(604)526-2522,info@purposesociety.org,http://www.purposesociety.org/Adult_Clinic.html,-122.911256858635,49.2021036903705
Sherbrooke Centre at Royal Columbian Hospital,Offers psychiatric group therapy program and fraser early psychosis intervention program.,"Health, Mental Health & Addictions Services","Group therapy program, hours vary. Early psychosis intervention program: Monday-Friday, 8:30am-4:30pm",260 Sherbrooke Street,V3L 3M2,"psychiatric group therapy program ((604)520-4397), Fraser Early Psychosis Intervention Program ((604)777-8386); 24 hour crisis line: (604)951-8855",,http://www.fraserhealth.ca/find-us/services/our-services?program_id=8950,-122.89127334917,49.227544487801
Union Gospel Mission,Provides counselling services. Has an Alcoholics Anonymous Group.,"Health, Mental Health & Addictions Services","Counselling, Monday-Friday: 1:00 pm - 3:00 pm (by appointment), Alcoholics Appointment, Tuesday, 1:00 pm",658 Clarkson Street,V3M 1E1,(604)525-8989,contact@ugm.ca ,https://www.ugm.ca/program-meal-times/,-122.909344160531,49.2027993084214
Westminster House Recovery Program for Women,Long-term residential recovery centre for women healing from addiction.,"Health, Mental Health & Addictions Services",,228 Seventh Street,V3M 3K3,(604)524-5633,info@westminsterhouse.ca,http://www.westminsterhouse.ca,-122.91593073383,49.2073377650999
Access,Provides skills and employment training programs for Aboriginal people.,Employment and Job Training,,201 - 681 Columbia Street,V3M 1A8,(604)521-5929,,http://www.accessfutures.com/,-122.909952072294,49.2024712611807
Aunt Leah's Place,"Job training opportunities are available for work in restaurants, retail stores, and landscaping.  Training includes work experience, help with resumes, interviewing and finding jobs for youth.",Employment and Job Training,,816 Twentieth Street,V3M 4W6,(604)525-1204,auntleahs@auntleahs.org,http://auntleahs.org/about-us/who-we-help/,-122.949260111273,49.2032358968529
Aware Society - Job Options BC,Provides career planning and employment counselling.,Employment and Job Training,,544 Columbia Street,V3L 1B1,(604)525-0633,joboptionsbc@awaresociety.bc.ca,http://www.awaresociety.bc.ca/employment-services/joboptionsbc.php,-122.907135620681,49.203255244649
Douglas College ,"Has the following employment programs: Skills Connect for Immigrants (assists internationally trained professionals to transition to meaningful employment using their pre-landing education, experience and skills) and Self Employment Program (offers practical training, business advice and group support to help people develop the skills and knowledge needed to start and operate a successful business). ",Employment and Job Training,"Monday to Friday, 8:30 am - 4:00 pm",700 Royal Avenue,V3M 5Z5,"(604)527-5400 (for skills connect), (604)527-5020 (self employment program)",skillsconnect@douglascollege.ca  (skills connect); sep@douglascollege.ca (self-employment program),http://www.douglascollege.ca/programs-courses/training-group/jobs-search-career-development/skills-connect-immigrants,-122.91274781516,49.2035020141153
Fraser Works New Westminster Employment Service Centre,Employment support and referral through a case management approach.,Employment and Job Training,,2/F - 519 Seventh Street,V3M 6A7,(604)522-9701 ext 123,info@fraserworks.ca,http://fraserworks.ca/,-122.920455471798,49.2122174509471
