CATEGORY,ADDRESS,NAME,OBJECTID,ID,DESC2,BLDG_ID,PHOTO,AGE,COMPLETED,ARCHITECT,DEVELOPER,SOS,x,y
Institutional,Unit 300 - 600 First St,Fisheries Building/Vagabond Theatre,64,HERP0131,"The Fisheries Exhibition Building is the oldest remaining structure in Queen's Park. It was taken over in 1914 by the Federal Government for a hatchery display. Due to drainage problems, in the early 1920s the building was moved from its original site in the park to its current location and used as the offices of the exhibition staff. The Vagabond Players, a local theatrical group had no permanent home until this building was offered to them in 1951.",3122,HERP0131,1909,20080714,"Sait, Edwin George William",,HERP0131,-122.903152918641,49.2141632445201
Institutional,716 Sixth Ave,New Westminster Public Library,65,HERP0134,"The Public Library moved to this site in 1959 and has become a landmark in the area. A major renovation took place in 1977, resulting in a new facade and plaza. The Library is important as a place where people have free access to books and a variety of other sources of knowledge and entertainment.",4641,HERP0134,1958,20080714,"Sandbrook, K J",,HERP0134,-122.922378805044,49.2116703285434
Institutional,648 Carnarvon St,Begbie Court - Land Registry Office,66,HERP0138,Construction of this Late Victorian Utilitarian style building went slowly under the direction of Sait; he was replaced by F. G. Gardiner who was doing alterations to the Courthouse at that time. The Land Registry Office is constructed of brick and stone and has one storey. The interior features fluted columns and a beam ceiling. The exterior is composed of a red brick facade with masonry detail and a slate hip roof. The Land Registry Office occupied this building up until 1980. ,79,HERP0138,1910,20040419,"Sait, Edwin George William & Gardiner, Frank G",,HERP0138,-122.910462484269,49.2029947410029
Institutional,511 Royal Ave,New Westminster City Hall,67,HERP0176,"The New Westminster City Hall is a symmetrical long, two storey building that sits on a rise overlooking the Downtown. All four facades have regular rows of inset windows between tall narrow concrete pillasters. The main entrance, facing Royal Ave, is grandly designed with flat marble pilasters, heavy brass doorframes and windows that reach the full height of the building. The foyer is two storeys high and has walls of horizontalsandstone alternating with portions faced with wood.",298,HERP0176,1953,20090427,"Smith, Allen C",,HERP0176,-122.910896257122,49.2067820965661
Institutional,51 Third Ave,Queen's Park Arenex,68,HERP0179,"The Arenex exhibits a design aesthetic typical of the time period, including stucco cladding and rounded building elements. Its siting is a part of a grouping of recreational facilities in Queen’s Park, particularly its relationship to the Arena, which has the same design aesthetic. The building has social values seen in the presence of the boxing club and the fish and game club, as well as a long tradition of use for sports, dances and other events. ",3119,HERP0179,1938,20090427,,,HERP0179,-122.903452248948,49.2144738323527
Institutional,845 Royal Ave,Telford Block,69,HERP0189,"TheTelford Block, built in 1913, is a generous three-storey commercial/residential building located onthe north side of Royal Avenue between McInnes and Tenth Streets. It had an efficient central stair access to the apartments between two commercial spaces. The restrained detailing, common for standard commercial buildings of the era, employs small flourishes for the ground floor entries and fenestration, on the main face of the  building, and at parapet, for an overall handsome effect. ",347,HERP0189,1913,20090427,"McAuley, Daniel","Dalrymple, N",HERP0189,-122.917286245972,49.2023724069595
Institutional,336 Agnes St,Pacific Hall (Formerly Dontenwill Hall),70,HERP0225,"Dontenwill  Hall is  a  2-storey plus  basement,  wood-frame, institutional  meeting  hall  (formerly  a recreational/gymnasium building), extending the lot depth from Agnes to Dickenson Streets. The property is situated on the south side of Agnes Street at the corner of Blackwood Street in New Westminster.",106,HERP0225,1940,20150413,Twizell & Twizell,"Church, RC",HERP0225,-122.906708672388,49.206228979853
Land,Sixth Ave,Moody Park,71,HERP0139,"The park was created in honour of Colonel Richard Clement Moody of the Royal Engineers, who is important in the early development of British Columbia. The playing fields have particular heritage significance because when Moody Park was created, parks were valued particularly for recreational purposes. ",,HERP0139,1889,20090427,,"Savery, R H",HERP0139,-122.927268282171,49.2118039424
Land,2138 Ninth Ave,Connaught Heights Park,72,HERP0155,"This park as purchased  and developed  as a project of the Connaught Heights Neighbourhood Improvement Program.  Two tennis courts, adventure playground, checkerboards and open spaces are included on these 1.67 acres of parkland.",,HERP0155,1976,20090427,,,HERP0155,-122.954616905142,49.2032499096731
Land,315 Oliver St,Sullivan Park,73,HERP0156,"The park is important for its original status as St. Patrick’s Square, a remnant of Colonel Moody’s original plan for New Westminster, which set aside lands for squares, parks and government reserves. The park is important aesthetically for its small scale, location within a residential block, and its village square feel. The park is also valued for its association with the Sullivan family, a prominent New Westminster family who lived on Park Crescent. ",,HERP0156,1939,20090427,,,HERP0156,-122.91033417154,49.2120349110373
Land,Park Crescent,Terry Hughes Park,74,HERP0157,"This park is a 10 acres (4 hectares), consisting of playing fields and a perimeter walking path. It is a good example of the planning policy to accommodate the different recreational needs within a single space. The name honours the memory of Terry Hughes who was a New Westminster teenager who lost his life on November 8th, 1959, while trying to rescue a nine-year-old girl from the Fraser River.",,HERP0157,1958,20090427,,,HERP0157,-122.912393305982,49.2211307180286
Land,1900 Seventh Ave,Grimston Park,75,HERP0161,"Formerly known  as the West End or Westside Park, this park was renamed  after Doug Grimston, a member of New Westminster's  Parks Board from 1943-1955 and its chairman for five of those years. The park, which covers an area of some 6.50 acres, was set aside as park land in 1937 and clearing of the land began in 1948.",,HERP0161,1948,20090427,,,HERP0161,-122.943161032919,49.2019000430562
Land,114 Sinclair Ave,Sinclair Park,76,HERP0162,"This park is an important marker of the child-oriented planning of residential parks after the Second World War. It is also important for its value in the neighbourhood as an open and natural place to play, and is appreciated for its incorporation of recreational facilities (play structures, bench seating). Sinclair Park is important for being in the approximate line of the historic Glen Creek . ",,HERP0162,1954,20090427,,,HERP0162,-122.917929006133,49.2213568724331
Land,51 Third Ave,Queens Park,77,HERP0174,"This park is a part of Colonel Moody’s plan for a garden city of parks. Over the years, the park has evolved and changed to meet the needs of the residents and the styles of the time, and the result is a complex and layered landscape with natural and cultural elements. Queen’s Park was the site of the Royal Agricultural and Industrial Society’s annual Provincial Exhibition, beginning in 1889 with the construction of fine exhibition buildings (which burned down in 1929). ",,HERP0174,1886,20090427,,,HERP0174,-122.906507151419,49.2155130515478
Land,301 Royal Ave,Tipperary Park East,78,HERP0175,"Extending to Sixth Street, the area was called Tipperary Square, originally reserved as land for the provincial legislative buildings when New Westminster was the provincial capital. Additionaly, the park is important for its association with neighbouring Friendship Gardens, which together form an important and pleasant open space for the citizens of New Westminster to enjoy year round. ",,HERP0175,1908,20090427,,,HERP0175,-122.908561869084,49.2082060261522
Land,796 Columbia St,Hyack Square,79,HERP0217,"Hyack Square is a 13,000 square foot public space located at the south end of Eighth Street in New Westminster, British Columbia. It contains a circular seating/stage area and public art pieces. ",,HERP0217,0,20130923,,,HERP0217,-122.911167486573,49.2009870842543
Residential,218 Burr St,Alfred H. Soloman Residence,80,HERP0001,"The first owner was Alfred H. Soloman (1867- 1960). A contractor who was originally from England, Soloman built this house for use as a rental property. It is a typical example of speculative-built rental housing, constructed during a time of rapid residential development. It is associated with Brow of the Hill’s Edwardian-era development and is an example of working-class housing. ",2920,HERP0001,1908,20080908,,,HERP0001,-122.9183343662,49.2053078689438
Residential,1014 Cornwall St,Joseph and Lottie Dixon House,81,HERP0002,"Local contractor, Harry David Morgan (1879-1950), built this  Arts and Crafts house on a speculative basis for the working class in the West End. Triangular eave brackets, exposed rafter tails, a gable screen in the front gable peak and multi-paned windows add to the charm of this modest bungalow. The first owners were Ernest (1883-1972) and Nellie McWhinnie (née Mercer, 1891-1962) and, most notably, for its nearly 80 years as the home of the Dixon family. ",3327,HERP0002,1910,20080908,,"Morgan, Harry David",HERP0002,-122.922823752147,49.2053289464264
Residential,119 Royal Ave,Marshall Martin English House,82,HERP0003,"The complex massing, crossgabled roofline, half-timbered gables and varied claddings reflect traditional British antecedents, and the Arts and Crafts style is reflected in the construction, using local building materials, and fine craftsmanship, including ornate scroll-work and brackets on the exterior, and intricate woodwork on the interior. The decorative stained glass panel in the hallway is an early example of Henry Bloomfield and Sons, the first art glass firm in Western Canada. ",436,HERP0003,1891,20080714,"Maclure, Samuel & Sharp, Richard Prior","Bain, David",HERP0003,-122.90401449167,49.2096415833994
Residential,219 Ninth St,McClughan House,83,HERP0004,"The McClughan Residence is a testament to the Edwardian-era development of this neighbourhood. The first owners of this vernacular house were the McClughan family. John Carr McClughan (1875-1920) was a plumber, and married Mary Mae Flumerfelt in 1902. John designed the house, built originally as a 'Bungalow Residence.' Changes led to the partial closing of the front verandah, the addition of a second storey and sleeping porch, and of a basement garage. ",2923,HERP0004,1911,20080908,,"Bond, D",HERP0004,-122.918725631912,49.2050427836719
Residential,221 Ninth St,Thomas Turnbull House,84,HERP0005,"This house was one of the first residences built on Ninth Street. The addition of a prominent front porch demonstrates the house’s evolution over time. The house is associated with Scottish-born Thomas Turnbull, an accomplished carpenter and building contractor. This house was apparently built as a rental property. Its square plan is a simplified version of the house that Turnbull built nearby for his own family. ",2922,HERP0005,1888,20080908,,"Turnbull, Thomas",HERP0005,-122.918805710452,49.2051327929572
Residential,417 Fourth St,F Purvis House,85,HERP0006,"This house is an example of Period Revival architecture and illustrates a conscious shift to a simpler style, facilitated by the social and economic consciousness of the interwar period. An efficient and rational floor plan, including rooms closely arranged around a central hallway, reflected the reality that most families could no longer afford domestic help. ",3610,HERP0006,1939,20080908,,"Hetherington, John Wasdale",HERP0006,-122.914683533198,49.2123687821623
Residential,446 Buchanan Ave,Thomas and Martha Allen Residence,86,HERP0007,"The rectangular  plan, symmetrical placement of the windows, full­ width porch, and side lights of this house are typical features of the Colonial Revival style. Other decorative elements include the gable wall dormer, and round headed dormer window.",1749,HERP0007,1890,20080908,,"Allen, Thomas",HERP0007,-122.895938925184,49.2301618063096
Residential,217 Fourth Ave,James B Whitburn House,87,HERP0010,"The modest scale and historical elements impart a storybook cottage character to the residence. In North America, the 1920s were a time of entrenched traditionalism in residential architecture, harkening back to the domestic values and ideals of an earlier age. It was considered the height of good taste at the time for houses to conform to a recognizable historical appearance. ",3540,HERP0010,1927,20080908,"Whitburn, James Boulton",Ward & Leverington Construction Company Ltd,HERP0010,-122.911762262047,49.2131626702466
Residential,107 Park Row,Captain Oliver Perry Rogers House,88,HERP0012,"Typical of middle-class, Edwardian-era housing in Queen’s Park, this house is additionally valued for its association with original owner Ellen Rogers. In addition, it is particularly noted for its steeply-pitched side-gabled roof with front gable dormer, its second-floor porch over the front entry and its wraparound verandah. ",459,HERP0012,1909,19970526,,,HERP0012,-122.904558628848,49.2108159195134
Residential,120 Sixth Ave,Macdonald House,89,HERP0014,"This house shows many features which identify the Craftsman style. It has a low pitched side gabled roof, gabled entry porch, and exposed beam ends with triangular braces. The exterior is clad in shingles and clapboard siding, with stucco and false half-timbering in the gable.",4509,HERP0014,1911,19970526,,"Parsons, Alfred M",HERP0014,-122.912950981375,49.2168583839777
Residential,131 Eighth St,Gailbraith House,90,HERP0015,"Popular during the late Victorian era, this Queen Anne Revival style was characterized by asymmetrical, picturesque massing and rooflines, and elaborate surface articulation with a variety of cladding textures including shingles and siding. The design of this house, with its prominent corner turret with an iron finial, hipped roof with lower cross gables and wraparound verandah, was inspired by a design found in a popular pattern book. ",332,HERP0015,1892,19970721,"Holly, H. Hudson",,HERP0015,-122.915799015822,49.2051081520226
Residential,215 Francis Way,Boiler House of Woodlands,91,HERP0019,"The Boiler House was the original steam plant for the former Woodlands Hospital and related buildings. With a clean functionalist character displayed in its art deco style, the Boiler House provided steam to all of the former buildings on site and was a significant technological advance, providing a reliable source of heat and consolidating the operational labour in the provision of building heat. ",679,HERP0019,1930,20080714,"Whittaker, Henry",Adkison and Dill,HERP0019,-122.89655667639,49.2144925999988
Residential,218 Queens Ave,H R Davidson House,92,HERP0024,"This house is as an outstanding example of both American and British Arts and Crafts. It was designed for Herbert Robert Davidson, manager of the Canadian Bank of Commerce in New Westminster. Befitting his status in the community, his house displayed features representing traditional associations with the Mother Country and the patriotic loyalty considered desirable at the time. ",275,HERP0024,1909,19970526,Gardiner and Gardiner,"Bowell, Samuel",HERP0024,-122.907499909342,49.2096331830436
Residential,827 Sixteenth St,Webster House,93,HERP0025,"This house displays only a cautious embrace of modernism, and includes Period Revival elements, such as complex steeply-pitched rooflines, built-in flower boxes, and a mixture of diamond leaded casement windows and multi-paned double-hung windows that demonstrate a vestigial influence of the British Arts and Crafts style. ",5453,HERP0025,1930,20080908,,"Northey, J and Son",HERP0025,-122.942009500573,49.2084368019067
Residential,42 Begbie St,Arundel Mansions,94,HERP0028,"The building is constructed of brick and reinforced concrete and has six storeys and a basement. Its Late Victorian architecture features a bank of four 'bay windows' on the upper five floors of both the front and rear facades. The architectural style, with its strong vertical emphasis, provides a contrast to the horizontal elements in the adjacent College Place Hotel building. The original owner was G. Alers Hankey who also owned the Russell Hotel.",72,HERP0028,1912,20080419,Thornton and Jones,"Martin, E C",HERP0028,-122.911340825098,49.2022892874419
Residential,219 Carnarvon St,Bilodeau House,95,HERP0029,"The Colonial Revival large scale of this corner home, with its double portico entrance, wrap-around veranda with spindle work and hipped bellcast roof and dormers, gives it a sense of grandeur. Bilodeau, proprietor of the Windsor Hotel, was the first resident of the house. J. C. Brown, Mayor of New Westminster, 1890-1892, also lived here.  ",204,HERP0029,1906,20040419,"Clow, Charles Henry",,HERP0029,-122.904205347809,49.2069026753821
Residential,305 Carnarvon St,Maria Keary Cottage 1,96,HERP0030,"The twin Maria Keary Cottages are among the few buildings that survived the Great Fire of 1898. These twin cottages provide a demonstration of the entrepreneurial spirit of pioneer women. Maria Keary was an Irish immigrant who arrived in New Westminster to join her husband, James Keary, a Royal Engineer. Widowed, Maria supported her family by running the family home as a boarding house. To supplement her income, she purchased a lot and constructed the two cottages as rental properties.",8852,HERP0030,1887,20040419,"Maclure, Samuel & Clow, Charles H",,HERP0030,-122.904858572193,49.2065523987984
Residential,60 E Columbia St,BC Penitentiary Coal House,97,HERP0065,"The Wharf Warehouse is a single-storey, concrete building with massive double doors on three sides. It is located on the banks of the Fraser River, across the street from the base of the stairs leading to the British Columbia Penitentiary Gatehouse. The Wharf Warehouse -one of the few prison structures that was preserved - now sits within the context of a waterfront park.",8188,HERP0065,1930,20080714,,,HERP0065,-122.892757695256,49.2179635623827
Residential,1016 Cornwall St,H D Morgan Residence,98,HERP0066,"Accentuating the house are a projecting front entry porch with half-timbering, open soffits, triangular eave brackets, exposed rafter tails and diamond leaded-glass windows. The Edwardian-era house displays an urban variation of the Foursquare plan, constrained by narrow town lots and generally less symmetrical than its rural antecedents. This house, which was originally located at 1014 Eighth Avenue, was built at a cost of $2,500. ",3326,HERP0066,1912,20080908,,"Morgan, Harry David",HERP0066,-122.922874947517,49.2052367788361
Residential,1110 Dublin St,William & Elizabeth Plows Residence,99,HERP0067,"While some of the west coast designs and landscapes were extravagant enough to rival traditional British Arts and Crafts designs, this is a more modest example, designed to suit the needs of the middle classes. The Arts and Crafts details include stained glass windows, open soffits, overhanging eaves and triangular eave brackets. ",5201,HERP0067,1911,20080908,,,HERP0067,-122.934594260663,49.2124312464742
Residential,1401 Edinburgh St,Whitelaw/Cumbers House,100,HERP0068,"This is an example of a late Craftsman bungalow, exemplified by its tapered square porch columns and half-timbering in the gable peaks. Efficient, rational floor plans, where small rooms were situated around central living rooms, reflected the reality that most families, especially after the end of the First World War, could no longer afford domestic help. This house was constructed at a cost of $3,000. ",5387,HERP0068,1925,20080908,,,HERP0068,-122.938534056714,49.209644871255
Residential,320 Eighth Ave,Matthias Residence,101,HERP0069,"A complex multi-pitched roofline characterizes this house, consisting of a hipped roof with front-gabled projection with closed cornice return and a shed dormer on the east elevation. A corner porch with wooden balustrade and tapered piers denotes the entry to the house. Contrasting materials of vertical wooden siding near the roof and narrow wooden lapped siding give a distinct pattern to the exterior. ",6233,HERP0069,1911,20080908,,,HERP0069,-122.92095267661,49.2173948582357
Residential,227 Eleventh St,Charles Bergland Residence,102,HERP0073,"Built at a cost of $1,700, this Classic Frame house has the typical front gabled roof with a full-width porch. Visual interest is created by the multi­ level front rockery and stone wall.",2985,HERP0073,1914,20080908,,"MacLeod, R J",HERP0073,-122.92273338148,49.2035793006476
Residential,111 Fifth Ave,Wintemute-Cocke House,103,HERP0074,"The house is designed in the side gabled Craftsman style and features a shed dormer, shingle exterior cladding, braces under the eaves, and a clinker brick chimney. It is enhanced by the large, well-matched pair of Monkey Puzzle trees which were planted around 1912. This type of tree was imported from Chile before the opening of the Panama Canal in 1914. ",4479,HERP0074,1912,19970526,"White, William P","Smith, Burton",HERP0074,-122.911243639445,49.2159620544438
Residential,215 Fifth Ave,Goodfellow House,104,HERP0075,"This house is a fine example of Edwardian-era design, in particular by its front-gabled roof with shed dormers and full-width open verandah. ",4519,HERP0075,1911,20080908,,,HERP0075,-122.913310360874,49.2148976832234
Residential,238 First St,Bundahie/Mrs George Mckay House,105,HERP0076,"This house is an interesting example of the Classic Box style, presenting the common rectangular, 'tall' facade to the side and a wide facade to the front. The hipped roof has a moderate pitch and ridge running parallel to the front facade, adding to its wide rectangular appearance. The one-storey wrap porch is supported by classical columns on top of heavy piers with slanted sides. Asbestos shingles conceal the original wood siding.",3116,HERP0076,1905,20080908,"Sait, Edwin George William",,HERP0076,-122.906580539698,49.2127740472901
Residential,315 Fourth Ave,Boughen House/E-dee-nie,106,HERP0077,"This house is an outstanding example of the Craftsman style, featuring a low pitched, side gabled roof with wide eave overhang and gable dormers, decorative braces under the gables, multiple roof planes and stonework bases for the porch supports. Secondary influences include the Prairie style porch supports, window glazing and the Tudor false half-timbering. The stained glass was made by Royal City Glass. ",3586,HERP0077,1911,19970526,"Boughen, John Edmund",,HERP0077,-122.913554076701,49.2121970319858
Residential,218 Fourth St,G A Calbick House,107,HERP0078,"This house was a simple hipped roofed cottage with a bay window, but has been altered to its present form. The carved front door is original. Calbick was a constable at the Provincial jail.",8802,HERP0078,1896,20080908,,,HERP0078,-122.911336541469,49.2090042726143
Residential,431 Fourth St,Gray-Falding House,108,HERP0079,"The Gray house was built for WH Falding, who was registrar of the Supreme Court of BC. Falding sold the house in 1902 to Henry J Cambie, consulting engineer for the CPR. In 1907, Herbert Gilley bought it for Minnie Kelly. In 1929, the house was bought by George Gray. He was a steamroller driver for New Westminster. His brothers included A Wells Gray. The house has been restored  by the New Westminster Heritage Preservation Society with financial assistance from the BC Heritage Trust. ",3615,HERP0079,1891,19970526,,,HERP0079,-122.915225331512,49.2129426304817
Residential,822 Kennedy St,J A Mcguffin House,109,HERP0083,This house was built at a cost of $910. It has been changed over the years. Additions have created its present form of a cross hipped roof with a front entrance on each wing.,3415,HERP0083,1911,20080908,,"Lane, Robert & Lane, William",HERP0083,-122.920460259248,49.2066991255505
Residential,63 Merivale St,Catherine Armstrong House,110,HERP0085,"A subsequent fire destroyed the original house. A new house was built in 1916. The Arts and Crafts building has the massing, exposed rafters, and the use of natural materials that many Craftsman homes of the same period feature. It also has many features common to the Colonial Revival style, such as, the small front portico, five ranked symmetrical facade and the multi-paned windows. ",195,HERP0085,1916,20040419,Townley and James,,HERP0085,-122.904546471719,49.2072132954331
Residential,807 Milton St,Alexander McPhee House,111,HERP0086,"This house features CPR drop siding, a front porch, a chamfered roofline with Tudor trim and a dentillated cornice in the front gable, False half -timbering was been added, Robinson was a guard at tile Provincial jail J McKay McDonald, a farmer lived here in 1895, then William Henderson, City Superintendent of Waterworks, in 1909.",2916,HERP0086,1892,20080908,,"McNeely, Thomas",HERP0086,-122.917697259197,49.2054490926473
Residential,815 Milton St,Sidney & Ida Pearce Residence,112,HERP0087,"Sidney J. Pearce, the first owner, served as police chief, sanitary inspector and license inspector from 1887 until 1891. In 1891, he resigned as police chief, holding the other positions until 1919. The Queen Anne design of this house features a hipped roof with a two-storey projected bay under a cross gable, a cameo window in leaded glass and a sunburst motif. The original house was one.",2919,HERP0087,1889,20080908,,,HERP0087,-122.918138240581,49.2052177771467
Residential,1016 Nanaimo St,Humphrey Jones Residence,113,HERP0088,"This house is associated with the earliest, Victorian-era development of the West End in New Westminster. It is additionally significant as a representative example of vernacular working-class housing, typical of the late Victorian era. ",4757,HERP0088,1891,20080908,,,HERP0088,-122.928322676848,49.2096097513428
Residential,217 Ninth St,Thomas and Elizabeth Turnbull House,114,HERP0089,"This house is an example of late Victorian-era cottage architecture. Utilitarian in form and layout, the house also displays decorative embellishments. Evolving technology of the era, such as steam-driven band saws, enabled the use of elaborate scroll-cut decorations. Unique features include a Scottish flag design incorporated into the verandah railings. The restored interior features high ceilings, a ceiling plaster medallion, original fir floors, and period doors, hardware and fixtures. ",2924,HERP0089,1888,20080908,,"Turnbull, Thomas",HERP0089,-122.91859943605,49.2049527418382
Residential,335 Pine St,Arthur and Charlotte Green House,115,HERP0090,"This house was part of a subdivision by Western Home Improvement Company. Other similar houses, built as part of this subdivision, include 236 Fourth Avenue, 328 Third Street, and 330 Third Street. The house has a low pitched hipped roof, projecting rectangular second-storey bays, and cornice line brackets cut into decorative shapes.",3176,HERP0090,1910,20080908,"Voorhees, Victor W",Western Home Improvement Company,HERP0090,-122.912936157997,49.2119829298498
Residential,231 Queens Ave,R C Menten House,116,HERP0091,"Designed for R.C. Menten, river pilot, the style of this house reflects the form of a traditional Tudor Revival house but lacks the decorative detailing. The Minimal Traditional style borrowed elements from traditional styles of the Eclectic period, simplifying them for more modern tastes.",2853,HERP0091,1937,20080908,McCarter and Nairne,,HERP0091,-122.908741587121,49.2096319219001
Residential,321 Queens Ave,James & Elizabeth Phillips Residence 1,117,HERP0092,"Simple in its design and scale, this house is a testament to the architects' versatility. His commissions ranged from simple cottages, to elaborate Queen Anne mansions, to large public institutions. This house was constructed at a cost of $3,000. The house was occupied for only a brief period before subdividing the property and building two additional houses. ",2867,HERP0092,1892,20080908,"Grant, George William","Ackerman, O B",HERP0092,-122.910056245588,49.2088975880947
Residential,323 Queens Ave,James & Elizabeth Phillips Residence 2,118,HERP0093,"Originally the residence of clothier, J.E. Philips, this is one of three adjacent houses designed by G.W. Grant and developed by J.E. Philips. The most ornate of the three, Philips own home was designed in the Queen Anne style and features an irregular roofline with the hip ridge running parallel to the side, decorative shingles, and patterned brick chimney.",2868,HERP0093,1892,20080908,"Grant, George William",,HERP0093,-122.910199640184,49.2088459767418
Residential,725 Queen's Ave,Hillcroft House/Hendry-Gilley,119,HERP0095,"The home is significant for the design of the 1912 renovation and for the surviving Queen Anne and Victorian Italianate architecture of the two earlier houses. The architect for the renovations was Edmund John Boughen. The 1888 wing of ""Hillcroft"" incorporated into the house was designed by George William Grant. Grant designed the Victorian Italianate house in 1886, adding this wing two years later. ",2897,HERP0095,1912,20080714,"Grant, George William & Boughen, Edmund John",,HERP0095,-122.915861296233,49.2058233234489
Residential,729 Queens Ave,Hainesworth House,120,HERP0096,"Typical of the Arts and Crafts style, this house features a variety of claddings including stone foundations, shingle siding and extensive half-timbering in the gable ends. This house was among the first outside of California to utilize a stucco over wire-mesh technique, rather than the standard stucco over wooden lath. Local contractors constructed this home at a cost of $4,500. ",2895,HERP0096,1912,19970526,"Whitburn, James Boulton",Disney and Tucker,HERP0096,-122.91629240626,49.2056010031131
Residential,223 Regina St,William Evans House,121,HERP0097,"This cottage features the hipped roof with cross gables projecting over bays, common in Victorian Period houses. Alterations include the exterior cladding, windows, and side addition. William E. Evans, a carpenter occupied this house in 1909.",4542,HERP0097,1899,20080908,,"Chalmers, William",HERP0097,-122.914738587444,49.2152855433496
Residential,211 Royal Ave,James R and Anne Grant Residence,122,HERP0105,"The home was owned by J. R. Grant, a solicitor with the firm of Corbould, Grant and McColl. It is a Late Victorian home that has several classical features. The asymmetrical facade, rounded corner window, and decorative shingles are reminiscent of the High Victorian period. The classical columns, broad hipped roof and the large massing of this home are more typical of residential structures built in the Late Victorian period.  ",257,HERP0105,1902,20080714,,,HERP0105,-122.905875365035,49.2089234915342
Residential,302 Royal Ave,Irving House,123,HERP0106,"Irving House is one of the oldest extant buildings in the province. Captain Irving established a successful riverboat trading business on the Lower Fraser River where he became known as ""King of the River."" This house is a fine example of Gothic Revival architecture and as an example of MidVictorian era domestic taste. ",227,HERP0106,1863,19970526,"Syme, James","Graham, Thomas W",HERP0106,-122.906276275197,49.207806152511
Residential,1016 Seventh Ave,Thomas Hood House,124,HERP0111,"The residence illustrates a typical middle-class house of the Victorian era. A simple, boxy form is elaborated with a projecting front bay and front entry porch. Pride in home ownership is demonstrated through the use of decorative elements that embellish the front of the house. An extension to the rear of the house demonstrates adaptation over time to suit changing owners and the need for more space. ",4793,HERP0111,1891,20080908,,,HERP0111,-122.929147487495,49.2103883526929
Residential,101 Third St,Robson Manor,125,HERP0113,"The house cost $32,560 to build at a time when an average home could be constructed for $2,000. The Manor, a Dutch Colonial styled home, features a gambrel roof, centre gable, porte-cochere, stone block foundation, and stone block fence. ",263,HERP0113,1935,20080714,"Lake, Sydney Arnold",Dominion Construction Company,HERP0113,-122.9071135765,49.2085871704698
Residential,314 Third St,James A Taylor House,126,HERP0114,"The historic character of Queen’s Park is based on its consistent streetscapes of fine restored homes, augmented by mature landscaping. In the period between the two World Wars, there was a resurgence of home-building on previously vacant or subdivided lots, reflecting the traditional historical styles of earlier homes. This house was built by James Abner Taylor (1869-1957), a contractor, on a speculative basis. ",3164,HERP0114,1927,20080908,,"Taylor, James Abner",HERP0114,-122.911593715588,49.2113117613444
Residential,435 Third St,R H Cheyne House,127,HERP0115,"R.H. Cheyne was the original owner of this house. It has a low pitched gable roof, full-width porch with gable marking the entry, and shingle exterior with contrasting wood trim.",3585,HERP0115,1912,20080908,"Macaulay, B","Kelly, S J",HERP0115,-122.913931737836,49.2137602446759
Residential,626 Tenth St,Hennessey Residence,128,HERP0116,"This house, one of the earliest in this neighbourhood, was built in 1890 for Alexander M. Hennessey, who worked as a boot and shoemaker on Columbia Street. The site was relatively remote from downtown, but was desirable due to its location across from Moody Square (now Moody Park), and for its panoramic views south to the Fraser River. ",9169,HERP0116,1890,20080908,,,HERP0116,-122.92827743077,49.210486763892
Residential,914 Thirteenth St,Chamberlain House,129,HERP0117,"This house is a picturesque example of a Storybook Cottage residence. This romantic influence is demonstrated in the asymmetrical roofline, which swoops in a 'catslide' over the front entry, multi-paned windows and rustic materials. The superintendent of the Burnett saw mill, Roy Gilpin, acquired the house in 1937 and used many of the mill’s products in renovations, which included enclosing part of the front porch, adding a rear sunroom, and installing wood-paneled walls and ceilings. ",5304,HERP0117,1910,20080908,Gardiner and Mercer,"Chamberlain, John",HERP0117,-122.938375440145,49.21143709778
Residential,1115-1119 Sixth Ave,Mandeville Block/Hunter Heights Apts,130,HERP0118,"Constructed during the height of the pre-First World War real estate boom, the Block is valued as a reflection of the surge of development that occurred in the West End at this time. It was also a popular area for the city's large population of working-class bachelors seeking respectable housing. With its substantial size, brick construction and Craftsman-influenced detailing, the Mandeville Block was, and remains, a neighbourhood landmark. ",4865,HERP0118,1911,20080714,,,HERP0118,-122.930641880331,49.2079470384829
Residential,829 Twelfth St,Arthur Hale House,131,HERP0121,Not Available,5183,HERP0121,1908,20080714,,,HERP0121,-122.934994692591,49.2114915344603
Residential,913 Tenth St,Douglas House 1,132,HERP0122,"Typical of its era, the Douglas House displays late Craftsman elements, such as its partial-width porch with front-gabled roof with closed cornice return and tapered porch columns. ",5874,HERP0122,1931,20080908,,"Skytte, Theodore",HERP0122,-122.932779498508,49.2146362977843
Residential,915 Tenth St,Douglas House 2,133,HERP0123,"Typical of its era, the Douglas House displays late Craftsman elements, such as its partial-width porch with front-gabled roof with closed cornice return and tapered porch columns. ",5873,HERP0123,1931,20080908,,"Skytte, Theodore",HERP0123,-122.932876376441,49.2147083163706
Residential,1102 Fifth Ave,,134,HERP0125,Not Available,3783,HERP0125,1910,20080630,,,ComingSoon,-122.927451217819,49.206714972225
Residential,313 Fourth St,William Clarkson House 1,135,HERP0126,"This house features a pyramidal hipped roof with hipped dormers and partial-width porch. Alterations include the exterior cladding, aluminum windows, and decorative shutters.",3196,HERP0126,1862,20090717,,,HERP0126,-122.912428366775,49.2106377505705
