DESCRIPTN,OBJECTID,BLDG_ID,HERITAGE,BINDER,SHAPE.area,SHAPE.len,MAPREF,UNITNUM,STRNUM,STRNAM,BLDGNAM,BLDGAGE,DEVELOPER,ARCHITECT,STRATA,M_BLDGHGT,NUM_B_GRND,NUM_A_GRND,NUM_MEZZ,SQM_SITCVR,SQM_FTPRNT,NUM_RES,SQM_B_GRND,SQM_A_GRND,SQM_RES,SQM_NRES,SQM_XRES,SQM_XNRES,SS_REGDATE,SS_CODE,SS_STATDEC,MOVED,DEMOLISH,SIGNIFICANT
"Constructed in 1912, the basic style of this house, with its moderately pitched hipped roof, full-width porch, and slender square columns, is Classic Box. The turret-like corner bay crowned with the witch's cap, and spindle work on the balustrade reflect secondary influences from the Queen Anne style.",2011,5901,Y,3,122.7719,46.1955120628855,10175000,,905,DUBLIN ST,,1912,H. GOSSE,E. J. BOUGHEN,N,7.62,1,2,0,82.03,82.03,1,72.74,145.39,218.14,0,0,0,,Unknown,,0,0,
Supporting Listing,2012,129,Y,Sup,182.80835,60.613757729399,506000,,38,DUFFERIN ST,,1889,W.S. JEMMETT,,N,0,1,1,0,158.96,158.96,2,80.45,158.96,239.41,0,0,0,20120801080000,Authorized (From Existing Unauthorized Suite),20100727080000,0,0,
Supporting Listing,2013,126,Y,Sup,227.248635,71.2601933676712,501000,,42,DUFFERIN ST,,1922,MCBRIDE,,N,0,1,1,0,150.78,150.78,3,150.78,150.78,301.56,0,0,0,20070201080000,Multiple Suites,,0,0,
"On Dufferin and Wellington Streets, there are two significant houses. 55 Dufferin Street, an attractive double lot home with a lovely garden, has been altered with some of its original features, such as exterior cladding and open verandah removed. This house rests on a foundation of rusticated cement blocks and has typical Craftsman design elements in its exposed rafters and beam ends emphasized by decoratively cut brackets. It was originally the home of D.C. MacKenzie, an instructor in tailoring at the Penitentiary.",2014,133,Y,Sup,164.9864,55.3638040202623,515000,,55,DUFFERIN ST,,1912,DONALD  MACKENZIE,,N,0,1,2,0,118.73,118.73,3,69.68,188.41,258.08,0,0,0,20000301080000,Multiple Suites,,0,0,
"In 1878, the Centre Building was the first to be built on the Woodlands site. In that year, thirty six patients were admitted to the twenty eight room institution - then known as the ""lunatic asylum"". The original building was made of brick, two storeys high, and 125 feet long by 25 feet wide. In July 1884, a contract was awarded for improvements and additions to the value of $22,500. This included the construction of, a new north wing to the original 1878 building, which increased the capacity from to 70 beds. The window sills were lowered to improve the external views and the interior lighting. In 1889, an administration building and another wing were added south of the original buildings. Also, the original front structure was widened by twelve feet. In 1897, overcrowding and more residents necessitated the construction of another wing, containing a kitchen, dining room and bathrooms. Architect, G. W. Grant may have been involved with these last two additions. The last addition to the Centre Building was made at the turn of the century, (1906) when a third storey was added to the building. (Source: Val Adolph - 1978)",2015,11711,Y,3,4048.684413835,393.378109424387,,,9,E COLUMBIA ST,Woodlands Centre Building,1878,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unknown,,0,2008,
"St. Mary's is the oldest church in Sapperton. The church was designed by J. C. White, Royal Engineer and built by the Royal Engineers. Two fires have forced almost total reconstruction of the building, but the design of the church remains largely unaltered. Several parts of the Church remain from the original building. An inscribed board found during repairs after the 1932 fire states: ""This church was built by Daniel Richards, began on the 11th of January and finished on the 20th of March, I865.""",2016,1227,Y,3,264.88066318,92.5802200293106,3307000,,121,E COLUMBIA ST,Saint Mary The Virgin Church,1865,SAINT MARY CHURCH,"WHITE, RICHARD",N,0,0,1,0,272.76,272.76,0,0,272.76,0,272.76,0,0,,Unknown,,0,0,Church
"This Shingle style house features an oversized gable which has patterned shingles, and decorative square windows. The first storey facade has been altered and is now used for commercial purposes.",2017,5791,Y,3,100,40,3384000,,215,E COLUMBIA ST,,1908,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2008,
"Built around 1909, this house, of symmetrical proportions has a moderately pitched side gabled roof, and a decorative front dormer. The front porch has been removed. J. Ankers, who worked for the City in the Water Works Department, lived in this house for over twenty years.",2018,1328,Y,3,100.7471,44.5061548453809,3418000,,219,E COLUMBIA ST,,1877,PAUL MURRAY,,N,0,0,2,0,100.15,100.15,3,0,165.55,165.55,0,0,0,,Unknown,,0,0,
"This Classic Box structure has the low pitched, hipped roof, and horizontal lines characteristic of this housing style. The building has been altered at the front to accommodate commercial activities.",2019,1330,Y,3,291.2921,89.4743211594086,3424000,,227,E COLUMBIA ST,,1938,W.A. BAILEY,,N,0,1,1,0,222.6,222.6,2,68.28,222.6,0,290.88,0,0,20130701080000,Registered Unauthorized (Pre-1998),,0,0,
"Although the church has undergone many additions and renovations over the years, its original architectural beauty has been preserved. The original stain glass, made by Royal City Glass still adorns the church. A familiar landmark, it has a side steeple balanced by a large front gable, with gothic head windows containing vertical pane subdivisions. The church maintains its architectural unity by echoing the simple geometric shape of the front and side gables in the steeple.",2020,1384,Y,3,685.44135,143.115158098833,3575000,,403,E COLUMBIA ST,Knox Presbyterian Church,1891,KNOX PRESBYTERIAN CH,"GRANT, GEORGE W.",N,0,1,1,0,739.97,739.97,0,307.79,739.97,0,1047.76,0,0,,Unknown,,0,0,Church
"Built in 1926, this house features a broadly pitched overhanging gabled roof, gabled caps over the entry porch, and side dormers. The exterior cladding has been replaced by synthetic materials. The original double hung windows with multiple square panes on the upper sash, commonly found on Craftsman style homes, have been retained.",2021,1522,Y,3,102.4354,41.4833210930341,3768000,,551,E COLUMBIA ST,,1926,WARREN H. MILLER,,N,0,1,2,0,62.43,62.43,1,62.43,93.65,156.08,0,0,0,,Unknown,,0,0,
"655 East Columbia Street has the hipped roof with flared eaves characteristic of the Prairie style. Other attractive design elements include a full-width porch with Tuscan columns, front windows with stain glass headers, extended eaves, and a mortar and stone foundation.",2022,519,Y,3,92.42045,39.3260992050298,1501000,,655,E COLUMBIA ST,,1905,,,N,0,1,2,0,68.1,68.1,1,57.69,125.79,183.48,0,0,0,,Unknown,,0,0,
"Built in 1912, this Pioneer Tent style house has a side gabled roof with a front cross gable. Decorative features include the false half timbering on the front facade, and bargeboards flanking the double hung windows.",2023,2174,Y,3,109.2022,44.7607354395091,4496000,,228,E EIGHTH AVE,,1912,J.J. BRIGGS,,N,0,1,2,0,74.88,74.88,1,74.88,113.53,188.41,0,0,0,,Unknown,,0,2015,
"The design of this 1912 Craftsman style house shows the moderately pitched front gabled roof, gabled porch entry, exposed rafters and beam ends. The stained glass oval and upper sash of the rectangular windows to the side are unique to this particular house. Archie Miller, a fisherman, was the first occupant of the house.",2024,2244,Y,3,194.0184,67.2921690830938,4586000,,342,E EIGHTH AVE,ARCHIE MILLER HOUSE,1912,T. CHEAL,,N,0,1,2,0,119.66,119.66,2,119.66,170.94,290.6,0,0,0,20130827070000,Registered Unauthorized (Pre-1998),,0,0,
"This 1912, Craftsman style house was designed for Dr. P. MacSween, a city dentist, by E. J. Boughen. The house has a moderately pitched cross-gabled and part hipped roof, side gable dormer, and wrap veranda with massive square columns. It has the characteristic exposed rafters and beam ends, decorative brackets, and square butt shingle siding.",2025,1760,Y,3,191.5399,57.4115877920485,4076000,,431,E EIGHTH AVE,DR. MCSWEEN HOUSE,1912,DR. MCSWEEN,"BOUGHEN, E.J.",N,0,1,2,0,115.94,115.94,3,114.18,230.12,344.3,0,0,0,19980701080000,Registered Unauthorized (Pre-1998),,0,0,
"465 East Eighth Avenue was built in 1912, but the original facade has been obscured by new sidings, and windows. The A-frame shape, Tuscan columns, spindle work on the balustrade, and large dormer projection still reflect the Shingle style.",2026,1455,Y,3,106.6553,43.9089032262284,3715000,,465,E EIGHTH AVE,,1912,J. FLAGEL,,N,0,1,2,0,73.95,73.95,2,73.95,100.71,174.66,0,0,0,,Unknown,,0,0,
"The design of this church is organized around the center steeple which dominates the facade. The four-sided spire is pierced by louvered lanterns and circular glass windows, and crowned at its apex by a simple cross. The wing-like roofline, projecting from the steeple and the elevated and pediment entrance have the effect of pulling the structure skyward. Notwithstanding its vertical accent, the design of the church is earthbound, directly accessible, and orderly.",2027,1434,Y,3,151.28985,51.6206906785842,3680000,,472,E EIGHTH AVE,,1954,REV SD FINNIGAN,,N,0,1,1,0,124.3,124.3,1,124.3,124.3,248.61,0,0,0,,Unknown,,0,0,
"This house, at 473 East Eighth Avenue, has the characteristic gabled roof, extended eaves, exposed rafters, and gabled dormers of the Craftsman style. The recessed front porch in place of the more common gabled entry, and shingle cladding reflect secondary influences from the Shingle style.",2028,1458,Y,3,126.558755305,46.5052527318705,3718000,,473,E EIGHTH AVE,,1913,J. FLEGER,,N,0,1,2,0,105.91,105.91,1,81.1,145.86,226.96,0,0,0,,Unknown,,0,0,
"Built around 1904, the Lodge building was the first nurses' residence at Woodlands. Today, it is used as a ""Life Skills Training Centre"" for residents who are returning to live in the community. The Lodge shows the basic form of the Craftsman style, although the design elements are clearly eclectic. The two storey building is clad with shingles and clapboard, and has a low pitched gabled roofline. It also has exposed beam ends beneath overhanging eaves, bracketed cornices, paired porch posts and multi-pane double hung windows. All of these elements along with its pronounced wood frames are consistent with the Craftsman style. The false half -timbering, two storey bays, and symmetrical proportions reveal secondary influences from the Tudor, Victorian, and Colonial Revival styles.",2029,595,Y,3,425.5388,108.944207690242,1615502,,12,E ROYAL AVE,WOODLANDS NURSES LODGE,1922,PROV OF B.C.,,Y,0,1,2,0,320.14,320.14,9,320.14,640.29,960.43,0,0,0,,Unknown,,0,0,
"The construction of Woodland's Maple Cottage began in 1897, in conjunction with the additions made to the Centre building that same year. Maple Cottage cost $19,500 to build, and accommodated only male patients. The building was based on the most modern construction techniques, with ""perfect ventilation and plumbing"", and consisted of two small wings; one for the lavatories and water closets, and the other for the more disturbed patients. (Source: Val Adolph - 1978)",2030,9706,Y,3,520.028648455,113.074581400889,1615501,,14,E ROYAL AVE,17: MAPLE COTTAGE/NURSES LODGE,1897,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2004,
"Built in 1912, this Pioneer Tent style house features a side gable with an intersecting front gable, and a shed roof rear addition. Overlapping asphalt shingles, and shake shingles are used for the exterior cladding.",2031,10936,Y,3,99.99958685,39.999917370417,4458000,,115,E SEVENTH AVE,,1911,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1987,
"This Craftsman style house, built in 1920, features a side gabled roof, a front gabled dormer with ornamental verge board, partial­ width porch, exposed rafters, and square butt shingle siding. J. C. Dove was a long term resident of this house since 1921.",2032,5959,Y,3,162.5698,52.3014139955517,10233000,,808,EDINBURGH ST,J. DOVE HOUSE,1920,L.B. DAVE,E. LONGLEY,N,0,1,2,0,113.34,113.34,2,113.34,165.74,279.08,0,0,0,19990201080000,Registered Unauthorized (Pre-1998),20000203080000,0,0,
"Built around 1911, this house shows a basic front gabled roof with a recessed porch common to the Classic Frame style. The gable facade is inset with broken glass pieces. Additions and alterations to the original structure have created the complex roofline.",2033,5933,Y,3,134.0288,47.6618093134635,10207501,,823,EDINBURGH ST,,1911,JAMES BELL,,N,0,1,2,0,108.98,108.98,2,33.63,143.81,177.44,0,0,0,20090801080000,Authorized (Within Existing Home),,0,0,
"Built in 1923, this Craftsman style house features a front cross gabled roof, extended eaves, and exposed rafters. The front gable is decorated by false half-timbering. The partial-width porch is supported by plain columns, and decorated with curved brackets. D. Donaldson was a long term resident of this house.",2034,5940,Y,3,172.42795,54.7424505275111,10215000,,911,EDINBURGH ST,D. DONALDSON HOUSE,1923,DAVID DONALDSON,"WHITBURN, JAMES B.",N,0,1,2,0,119.47,119.47,1,119.47,183.39,302.86,0,0,0,,Unknown,,0,0,
"Built in 1913 for Arvind Morrison, this Craftsman style house has a chamfered roofline with a prominent gabled entry porch supported by Tuscan-like piers. The false half -timbering on the gable of this house shows influences from the Tudor Revival style of architecture.",2035,5947,Y,3,174.32015,54.6925884811141,10222000,,914,EDINBURGH ST,ARVID MORRISON HOUSE,1913,A.L. MORRISON,"BOUGHEN, E.J.",N,0,1,2,0,128.76,128.76,1,122.45,205.59,328.04,0,0,0,,Unknown,,0,0,
"Officially opened in 1928 as a refuge for homeless children, this Tudor Revival structure features a large side gabled roof punctuated by small hipped dormers, and front cross gables. The front gables have false half-timbering, and slant bay windows, while the main entrance has a Tudor arch accentuated by molded archivolts. At the peak of its operation the home accommodated up to 65 children. Later, it became a ""home away from home"" for the mentally handicapped of all ages. The building was renovated in 1975 prior to its 50th anniversary. One part of the building was kept for families or individuals in crisis. The Loyal Protestant Home closed in November of 1983, and was reopened in December of 1984 as the new home of the Royal City Christian Centre. The building was designated as a Municipal Heritage Site on 1988 October 11.",2036,6980,Y,3,1498.2511,231.791547115726,11831000,,601,EIGHTH AVE,Urban Academy HS/Loyal Protestant Sch for Children,1925,TRUE BLUE ORPHANAGE,EVANS & SONS,N,9.14,1,2,0,1319.69,1319.69,1,603.96,1821.64,0,2425.61,0,0,,Unknown,,0,0,School Private
"This example of the Eastern Cottage style, designed for S. B. Simpson by architect, Townley & Matheson, shows the characteristic chamfered roofline, and chamfered gable dormer. The stick work along the front facade, multi-paned front windows, and hooded porch entry are among the many attractive features of this house.",2037,5169,Y,3,170.5628,55.5744414600486,9438000,,1101,EIGHTH AVE,,1927,S.B. SIMPSON,TOWNLEY & MATHESON,N,0,1,2,0,142.33,142.33,1,142.33,219.99,362.32,0,0,0,,Unknown,,0,0,
"This house shows the characteristic A-frame roof of the Shingle style. Shed dormers extend from both sides of the roof. The full­ width porch is set under the main roof, and supported by white Tuscan columns.",2038,4992,Y,3,115.1005,43.9109788291842,9177000,,1312,EIGHTH AVE,,1912,J.M. WISE,,N,0,1,1,0,126.63,126.63,1,126.63,126.63,253.25,0,0,0,,Unknown,,0,0,
"The Oddfellows Hall was built in 1909 with its Edwardian Classical style architecture by C.H. Clow. It is a two storey structure constructed of concrete and features a rusticated concrete block exterior typical of the Classical Revival styles at the turn of the century. The exterior facade also features decorative window moldings and pilasters which add a vertical element to tie the upper floor to the lower floor where the original street level facade has been altered. This building was originally used as a meeting hall for the Oddfellows lodge and is currently occupied by a restaurant and offices. After renovations in 1986, a variety of other uses are possible for the building as it is in good condition.",2039,172,Y,1,397.567560485,79.7818328038463,615000,,55,EIGHTH ST,ODDFELLOWS' BLOCK,1909,ODDFELLOWS HALL,"CLOW, CHARLES H.",N,10.36,0,3,0,404.69,535.03,0,0,1141.5,0,1141.5,0,0,,Unknown,,0,0,
"Built in 1904, this house is a very good example of the Queen Anne style. It features a hipped roof with hipped dormer, corner bays, and polygonal tower. The entrance is accentuated by a triangular pediment placed on the roof of the wrap porch. The original owner was James Rogers Gilley, of the Gilley Brothers firm, dealers in building materials, coal, crushed rock, and sewer pipe. He built this house shortly before his death in 1906 and his wife continued to live there.",2040,338,Y,2,443.9167635,103.982964148605,1050000,,115,EIGHTH ST,GRIMSTONE HOME,1895,R. GILLEY,,N,0,1,3,0,189.06,189.06,6,189.06,463.86,652.92,0,0,0,19980701080000,Multiple Suites,,0,0,
"Hiding behind a stand of large trees, this 1910 house was designed in the Classic Box style, still evident in the north facade, with a moderately pitched, hipped roof and hipped dormer. The south facade has been changed considerably, with several additions projecting out from the main roof line. It was built for Captain Joseph Mayers, who was born in 1870 in New Westminster and became one of the City's leading dealers in coal.",2041,335,Y,2,182.001666,57.9494723848128,1048000,,119,EIGHTH ST,TWIN CEDARS,1910,,,N,0,1,3,0,118.92,118.92,5,118.92,267.84,386.76,0,0,0,,Unknown,,0,0,
"This elementary-level school was built in 1928, with a design by J.B. Whitburn, adjacent to the site of the old Provincial jail, which had become T.J. Trapp Technical School in 1920. The two buildings operated as T.J. Trapp Technical School until 1955, when the new senior high school was opened. At that time the old school was torn down and the 1928 school was renamed John Robson Elementary School. It was named to honour John Robson, who served as mayor of New Westminster in 1866, and Premier of B.C. from 1889 until 1892. Robson was founder and editor of the British Columbian newspaper, and one of the founders of the Province's public school system.",2042,317,Y,2,1947.085924,257.961531562992,987000,,120,EIGHTH ST,JOHN ROBSON ELEMENTARY SCHOOL,1928,NEW WEST.SCHOOL BRD.,"WHITBURN, JAMES B.",N,6.19,1,2,0,1032.62,1032.62,0,1573.31,2065.23,0,3638.55,0,0,,Unknown,,0,2014,
"The 1894 Galbraith House, at the corner of Queens Avenue and Eighth Street, is a unique example of the Stick style, uncommon in New Westminster. Despite alterations (such as the enclosed porch) and general state of disrepair, it has retained much of the original detail. It features a steeply pitched, hipped roof with cross gables. The square tower is typical of the Stick style, and is topped by a finial row at a rakish angle. Other ornamental details are the dentils and brackets under the eave line, decorative verge boards, and patterned shingles. The design bears a marked resemblance to a house plan featured in a book of architectural plans published by William T. Comstock in New York in 1884. The Galbraith family owned a mill working business in New Westminster.",2043,332,Y,2,244.92705,66.5818441913012,1044000,,131,EIGHTH ST,GAILBRAITH HOUSE,1894,GAILBRAITH,"HOLLY, HENRY HUDSON",N,9.75,1,3,0,170.94,155.89,1,170.94,416.02,586.96,0,0,0,,Unknown,,0,0,
"This simple Craftsman house, built in 1927, features a low pitched, side gabled roof with front cross gable and gable dormer. The exposed beam ends, emphasized by triangular braces, are a characteristic detail of the style.",2044,2904,Y,2,160.01355,52.8093798099913,5505000,,207,EIGHTH ST,JEMIMA MURCHIE HOUSE,1927,CHARLES HILTON,,N,0,1,2,0,122.63,122.63,1,114.46,186.27,300.73,0,0,0,,Unknown,,0,0,
"An example of the Craftsman style, this Eighth Street house has the characteristic features of a low pitched front gabled roof, shed dormers, projected bays, and exposed beams with braces.",2045,2914,Y,2,149.477401,60.1861709395736,5517000,,214,EIGHTH ST,,1926,J.G. SPARROW,,N,0,1,1,0,98.48,98.48,1,95.6,98.48,194.07,0,0,0,,Unknown,,0,0,
"This Classic Box house was built in 1908, for George E. Gilley, master mariner. It features the moderately pitched roof and square facade, typical of the style. As in most Colonial Revival houses, the entrance is accentuated by an entry porch topped by a second-storey bay window.",2046,3421,Y,2,169.7406725,54.9529070299416,6440000,,323,EIGHTH ST,LAST DOOR RECOVERY HOUSE,1908,G.E. GILLEY,,N,0,1,3,0,129.97,129.97,7,100.34,254.09,354.43,0,0,0,,Unknown,,0,0,
"About one-third of Craftsman houses are side gabled, such as 406 Eighth Street. It is one and one-half storeys high, with a centered gable dormer. The roof has a wide eave overhang, a feature distinctive to the style. Beam ends are exposed and embellished by triangular braces.",2047,3677,Y,2,162.2554,51.3147128120848,6811501,,406,EIGHTH ST,,1911,LEO T. BROWN,,N,0,0,2,0,91.14,91.14,1,,180.32,269.51,0,0,0,19980701080000,Registered Unauthorized (Pre-1998),,2015,0,
"In a late version of the Queen Anne style, 408 Eighth Street shows a simple cross gabled roof with the front-facing gable projected over a two-storey bay. The asymmetry of the facade is accentuated by the partial-width porch, which has been enclosed.",2048,3678,Y,2,108.22271304,43.3150473368591,6811501,,408,EIGHTH ST,,1911,MICHAEL KLEIBER,,N,0,0,2,0,113.16,113.16,1,0,143.07,207.17,0,0,0,20041201080000,Multiple Suites,,2015,0,
"The roof line of this house suggests secondary influences from the Queen Anne style. The symmetrical window placement, rectangular plan, and ogee pediment entry porch are typical features of the Colonial Revival style. The clinker brick chimney suggests a later Craftsman influence. In 1909, the house was occupied by William T. Cooksley, a photographer.",2049,3792,Y,2,129.116,50.8941857981281,7002000,,422,EIGHTH ST,3 SUITES,1890,W.T. COOKSLEY,,N,0,1,2,0,109.81,109.81,3,99.78,215.44,315.22,0,0,0,20010601080000,Multiple Suites,,0,0,
"This house has the A-frame shape and extended shed dormers, characteristic of the Shingle style. It has a rusticated stone foundation and stone retaining wall. The original exterior cladding has been replaced by asphalt shingles and modern siding encloses the porch which was set under the main roof.",2050,11755,Y,2,88.927925945,37.7277520008247,7033000,,423,EIGHTH ST,Hans Goranson House,1911,,EJ Boughen,N,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unknown,,0,2010,
"This Tudor Revival house can be identified by its steep side gabled roof, and the front facade dominated by a prominent, steeply pitch cross gable. The house also features a large chimney, and entry porch marked by a Tudor arch. Other ornamental features include flat red brick window arches, and stucco finish.",2051,5890,Y,3,90.09965,41.1002526108003,10164000,,906,EIGHTH ST,,1930,T.W. HEMPHILL,,N,0,1,2,0,76.74,76.74,1,76.74,107.95,184.69,0,0,0,,Unknown,,0,0,
"This 1895 house has been extensively renovated, but retains many original Colonial Revival elements, such as the pediment portico supported by classical columns. The peaks of the twin front cross gables have been chamfered. The large Monkey Puzzle tree ln the front yard draws attention to the house behind.",2052,3793,Y,2,200.5627875,61.9058164360157,7003000,,424/426,EIGHTH ST,,1891,,,Y,0,1,2,0,148.46,148.46,2,87.42,302.4,389.82,0,0,0,,Unknown,,0,0,
"Built at a cost of $1,700 in 1914 by R.J. McLeod, this Classic Frame house has the typical front gabled roof with a full-width porch. Visual interest is created by the multi-level front rockery and stone wall.",2053,2985,Y,2,99.52768565,40.5236555682243,5697000,,227,ELEVENTH ST,,1914,C. BERGLAND,,N,0,1,2,0,70.33,70.33,2,70.33,140.66,210.98,0,0,0,19980701080000,Registered Unauthorized (Pre-1998),,0,0,
"234 Eleventh Street was built in 1910 and shows a simple design consisting of a hipped roof with hip gable, and a partial-width entry porch.",2054,2977,Y,2,81.850345,38.15191233634,5687000,,234,ELEVENTH ST,,1910,WILLIAM KIDD,,N,0,1,1,0,60.57,60.57,2,60.57,60.57,121.15,0,0,0,20010601080000,Not Allowed,,0,0,
"An example of the Art Modern style, this 1942 house is a simple rectangular box, covered with stucco and decorated by horizontal lines of contrasting trim. This style is rare in houses in New Westminster.",2055,3317,Y,2,75.3316,34.7678035059499,6258000,,313,ELEVENTH ST,,1942,J.C. MARSHALL,,N,0,0,1,0,83.24,83.24,1,0,83.24,83.24,0,0,0,,Unknown,,0,2016,
C.H. Clow designed this house in 1911 in the Shingle style. It has a front gabled roof with extended shed dormers. Decoration consists of the multiple eave levels and triangular gable cut-out. The front porch has been enclosed.,2056,3401,Y,2,98.92675,42.3730018049104,6400000,,314,ELEVENTH ST,,1911,WRIGHT & EDWARDS,"CLOW, CHARLES H.",N,0,1,2,0,78.32,78.32,1,78.32,128.86,207.17,0,0,0,,Unknown,,0,0,
"An example of the Modernistic style, this house is a simple rectangular box with a parapet of different levels which hints at the Mission style.",2057,11358,Y,2,99.99958685,39.9999173704169,6259000,,317,ELEVENTH ST,,1942,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1999,
"This 1892 house shows features common to the Italianate style, such as its hipped roof, two-storey bays, decorative brackets at the eave lines, and patterned shingles. Sidney Pearce was a foreman at a cold storage plant.",2058,3396,Y,2,144.82115,56.8926668195764,6391000,,328,ELEVENTH ST,,1892,,,N,0,1,2,0,69.86,69.86,1,49.42,119.29,168.71,0,0,0,,Unknown,,0,0,
"These two Italianate houses have been covered by stucco and shingles, respectively. Both houses feature a hipped roof with full-width porch and decorative brackets at the eave line. George Blakely, who once lived at No. 332, was manager at T.J. Trapp and Company.",2059,3395,Y,2,100.6201,43.7122158250165,6390000,,332,ELEVENTH ST,,1892,,,N,0,1,2,0,69.49,69.49,1,65.78,135.27,201.04,0,0,0,,Unknown,,0,0,
"These two Italianate houses have been covered by stucco and shingles, respectively. Both houses feature a hipped roof with full-width porch and decorative brackets at the eave line. George Blakely, who once lived at No. 332, was manager at T.J. Trapp and Company.",2060,3394,Y,2,95.6448,40.3459936561106,6389000,,334,ELEVENTH ST,,1890,N. NELSON,,N,0,1,2,0,60.76,60.76,2,67.91,115.01,182.93,0,0,0,19981101080000,Registered Unauthorized (Pre-1998),,0,0,
"The original church was built here in 1909 under the leadership of Gus Melin. Additions in 1926, 1931 and 1948 altered the building extensively. It features a moderately pitched cross gabled roof, corner tower with steeple, and gothic arched windows. The stained glass and wood windows were made at Galbraith Mills. Up to the late 1940's, the church was known as the Swedish Church and a centre for the Swedish community.",2061,3709,Y,2,305.1767,78.572167681794,6866000,,427,ELEVENTH ST,Japanese Gospel Church,1909,IMMANUEL LUTHERAN CH,,N,0,1,1,0,311.32,311.32,0,235.79,311.32,0,547.11,0,0,,Unknown,,0,0,Church
"This house was built for J.B. Abrahms, owner of The Royal City Laundry, by architect J.B. Whitburn, who designed many New Westminster homes in the 1920's and also designed the 1928 Robson School on Eighth Street. The Craftsman house has a low-pitched, side gabled roof, cross gable porch, and gable dormer. Typical Craftsman details are the exposed rafters and beam ends with braces. The front porch is supported by heavy stone piers set on a stone wall. A front retaining wall is built of similar stone, but has a jagged coping. Secondary Tudor influences show in the gable false half-timbering.",2062,4687,Y,2,195.32455,59.7606072440512,8770001,,505,ELEVENTH ST,,1921,J.B. ABRAMS,"WHITBURN, JAMES B.",N,0,1,2,0,136.2,136.2,3,136.2,187.48,323.67,0,0,0,20000301080000,Multiple Suites,,0,0,
"This distinctive subtype of the Tudor Revival style attempts to mimic, using modern materials, the picturesque thatched roofs of rural England. The roofing material is rolled around the eaves and rake to suggest a thick layer of thatch.",2063,4700,Y,2,117.4446895,51.7190492749222,8793000,,530,ELEVENTH ST,,1924,C.W. TUCKEY,,N,6.07,1,2,0,166.76,166.76,1,81.01,291.34,372.36,0,0,0,,Unknown,,0,0,
Supporting Listing,2064,117,Y,Sup,100.79793063,40.3438236263556,450000,,32,ELLIOT ST,SALVATION ARMY - STEVENSON HOUSE,1910,,,N,0,1,2,0,135.36,135.36,5,107.3,242.66,349.97,0,0,0,,Unknown,,0,0,
"With a water hook-up date of 1908, this Classic Box style house features the typical rectangular facade, moderately pitched, hipped roof, enclosed eaves, and full-width porch. The porch has a hipped roof cover supported by plain columns, and the house has weatherboard cladding. John Sutherland, an early resident of the house, was a guard at the B.C. Penitentiary.",2065,11708,Y,3,134.163447075,46.3491903040902,,,433,ELMER ST,,1908,,Alf Haden,N,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unknown,,0,1990,
"The design of this 1908 house uses elements from the earlier Queen Anne style, such as the irregular roofline, but in a simpler form creating the more reserved character of an Edwardian house. It features a side gabled roof with a front cross gable. Although the double hung windows have been retained, the exterior cladding is not original.",2066,10964,Y,3,100.0002907,40.00005814066,4097000,,473,ELMER ST,,1908,,AW OSTERBERG,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1988,
This house was owned and built by Mr. O. Olsen in 1911. Its Craftsman style features a moderately pitched front gabled roof with cross gables and shed dormers. The exposed beam ends are a typical decorative element of the style. The exterior is covered in stucco.,2067,3489,Y,2,181.77271,60.8355211315683,6524000,,119,EMORY ST,O. OLSEN HOUSE,1911,O. OLSEN,,N,0,1,2,0,145.86,145.86,3,91.7,237.55,329.25,0,0,0,,Unknown,,0,0,
"In 1915, this site was the first fire hall in Queensborough. The fire hall was closed in 1917, and later demolished, when the New Westminster Fire Department was reorganized. Tatra Hall was built here in 1939. The building then became ""The Merseyside"" in 1983. The structure has a simple front gabled roof, complemented by a gabled entrance cover, and weatherboard siding.",2068,7776,Y,3,290.5339,73.2129686637273,13126000,,401,EWEN AVE,MERSEYSIDE HALL,1938,I MUTUAL BENEFIT FED,,N,0,0,1,0,260.13,260.13,0,0,260.13,0,260.13,0,0,,Unknown,,0,0,
"The first ""Queensborough School"" was built on this site in 1911 and was renamed Queen Elizabeth Elementary School after the present Queen Mother, when it was reconstructed in 1939. The school is to be phased out and replaced by a new $1.7 million facility that will be located near the Queensborough Community Centre. The new school is to be completed and opened for September 1987.",2069,11476,Y,3,100.000487895,40.0000975793967,13982000,,510,EWEN AVE,Queen Elizabeth Elementary School,1939,,E Evans and Son,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1987,
